campus_display_name,campus_full_name,organization,nickname,council,greek_letters,chapter_designation,verified,roster_status,is_national_org,source_url,as_of
Kennesaw St,Kennesaw State University,Delta Phi Epsilon,,Panhellenic,,,true,complete,true,https://www.greekrank.com/uni/288/,2026-08-23
Kennesaw St,Kennesaw State University,Delta Sigma Theta,,NPHC,,,true,complete,true,https://www.greekrank.com/uni/288/,2026-08-23
Kennesaw St,Kennesaw State University,Sigma Gamma Rho,,NPHC,,,true,complete,true,https://www.greekrank.com/uni/288/,2026-08-23
Kennesaw St,Kennesaw State University,Zeta Phi Beta,,NPHC,,,true,complete,true,https://www.greekrank.com/uni/288/,2026-08-23
Kennesaw St,Kennesaw State University,Alpha Kappa Alpha,,NPHC,,,true,complete,true,https://www.greekrank.com/uni/288/,2026-08-23
Towson,Towson University,Zeta Beta Tau,,IFC,,,true,complete,true,https://www.greekrank.com/uni/454/,2026-08-23
Towson,Towson University,Pi Kappa Alpha,,IFC,,,true,complete,true,https://www.greekrank.com/uni/454/,2026-08-23
Towson,Towson University,Theta Chi,,IFC,,,true,complete,true,https://www.greekrank.com/uni/454/,2026-08-23
Towson,Towson University,Alpha Sigma Phi,,IFC,,,true,complete,true,https://www.greekrank.com/uni/454/,2026-08-23
Towson,Towson University,Kappa Delta Rho,,IFC,,,true,complete,true,https://www.greekrank.com/uni/454/,2026-08-23
Towson,Towson University,Sigma Chi,,IFC,,,true,complete,true,https://www.greekrank.com/uni/454/,2026-08-23
Towson,Towson University,Chi Phi,,IFC,,,true,complete,true,https://www.greekrank.com/uni/454/,2026-08-23
Towson,Towson University,Sigma Alpha Epsilon,,IFC,,,true,complete,true,https://www.greekrank.com/uni/454/,2026-08-23
Towson,Towson University,Alpha Epsilon Pi,,IFC,,,true,complete,true,https://www.greekrank.com/uni/454/,2026-08-23
Towson,Towson University,Kappa Sigma,,IFC,,,true,complete,true,https://www.greekrank.com/uni/454/,2026-08-23
Towson,Towson University,Phi Kappa Psi,,IFC,,,true,complete,true,https://www.greekrank.com/uni/454/,2026-08-23
Towson,Towson University,Phi Sigma Kappa,,IFC,,,true,complete,true,https://www.greekrank.com/uni/454/,2026-08-23
Towson,Towson University,Sigma Alpha Mu,,IFC,,,true,complete,true,https://www.greekrank.com/uni/454/,2026-08-23
Towson,Towson University,Lambda Chi Alpha,,IFC,,,true,complete,true,https://www.greekrank.com/uni/454/,2026-08-23
Towson,Towson University,Alpha Phi Alpha,,NPHC,,,true,complete,true,https://www.greekrank.com/uni/454/,2026-08-23
Towson,Towson University,Kappa Alpha Psi,,NPHC,,,true,complete,true,https://www.greekrank.com/uni/454/,2026-08-23
Towson,Towson University,Phi Mu,,Panhellenic,,,true,complete,true,https://www.greekrank.com/uni/454/,2026-08-23
Towson,Towson University,Zeta Tau Alpha,,Panhellenic,,,true,complete,true,https://www.greekrank.com/uni/454/,2026-08-23
Towson,Towson University,Alpha Xi Delta,,Panhellenic,,,true,complete,true,https://www.greekrank.com/uni/454/,2026-08-23
Towson,Towson University,Kappa Delta,,Panhellenic,,,true,complete,true,https://www.greekrank.com/uni/454/,2026-08-23
Towson,Towson University,Alpha Phi,,Panhellenic,,,true,complete,true,https://www.greekrank.com/uni/454/,2026-08-23
Towson,Towson University,Delta Phi Epsilon,,Panhellenic,,,true,complete,true,https://www.greekrank.com/uni/454/,2026-08-23
Towson,Towson University,Alpha Gamma Delta,,Panhellenic,,,true,complete,true,https://www.greekrank.com/uni/454/,2026-08-23
Towson,Towson University,Delta Delta Delta,,Panhellenic,,,true,complete,true,https://www.greekrank.com/uni/454/,2026-08-23
Towson,Towson University,Alpha Omicron Pi,,Panhellenic,,,true,complete,true,https://www.greekrank.com/uni/454/,2026-08-23
Towson,Towson University,Alpha Epsilon Phi,,Panhellenic,,,true,complete,true,https://www.greekrank.com/uni/454/,2026-08-23
Towson,Towson University,Delta Sigma Theta,,NPHC,,,true,complete,true,https://www.greekrank.com/uni/454/,2026-08-23
North Alabama,University of North Alabama,Sigma Chi,,IFC,,,true,complete,true,https://www.greekrank.com/uni/500/,2026-08-23
North Alabama,University of North Alabama,Phi Gamma Delta,,IFC,,,true,complete,true,https://www.greekrank.com/uni/500/,2026-08-23
North Alabama,University of North Alabama,Kappa Sigma,,IFC,,,true,complete,true,https://www.greekrank.com/uni/500/,2026-08-23
North Alabama,University of North Alabama,Pi Kappa Alpha,,IFC,,,true,complete,true,https://www.greekrank.com/uni/500/,2026-08-23
North Alabama,University of North Alabama,Sigma Alpha Epsilon,,IFC,,,true,complete,true,https://www.greekrank.com/uni/500/,2026-08-23
North Alabama,University of North Alabama,Alpha Tau Omega,,IFC,,,true,complete,true,https://www.greekrank.com/uni/500/,2026-08-23
North Alabama,University of North Alabama,Phi Beta Sigma,,NPHC,,,true,complete,true,https://www.greekrank.com/uni/500/,2026-08-23
North Alabama,University of North Alabama,Delta Chi,,IFC,,,true,complete,true,https://www.greekrank.com/uni/500/,2026-08-23
North Alabama,University of North Alabama,Kappa Alpha Psi,,NPHC,,,true,complete,true,https://www.greekrank.com/uni/500/,2026-08-23
North Alabama,University of North Alabama,Alpha Phi Alpha,,NPHC,,,true,complete,true,https://www.greekrank.com/uni/500/,2026-08-23
North Alabama,University of North Alabama,Alpha Gamma Delta,,Panhellenic,,,true,complete,true,https://www.greekrank.com/uni/500/,2026-08-23
North Alabama,University of North Alabama,Phi Mu,,Panhellenic,,,true,complete,true,https://www.greekrank.com/uni/500/,2026-08-23
North Alabama,University of North Alabama,Zeta Tau Alpha,,Panhellenic,,,true,complete,true,https://www.greekrank.com/uni/500/,2026-08-23
North Alabama,University of North Alabama,Delta Sigma Theta,,NPHC,,,true,complete,true,https://www.greekrank.com/uni/500/,2026-08-23
North Alabama,University of North Alabama,Alpha Delta Pi,,Panhellenic,,,true,complete,true,https://www.greekrank.com/uni/500/,2026-08-23
North Alabama,University of North Alabama,Alpha Kappa Alpha,,NPHC,,,true,complete,true,https://www.greekrank.com/uni/500/,2026-08-23
North Alabama,University of North Alabama,Zeta Phi Beta,,NPHC,,,true,complete,true,https://www.greekrank.com/uni/500/,2026-08-23
Indiana,Indiana University Bloomington,Alpha Epsilon Pi,,IFC,,,true,complete,true,https://www.greekrank.com/uni/71/,2026-08-23
Indiana,Indiana University Bloomington,Sigma Pi,,IFC,,,true,complete,true,https://www.greekrank.com/uni/71/,2026-08-23
Indiana,Indiana University Bloomington,Delta Tau Delta,,IFC,,,true,complete,true,https://www.greekrank.com/uni/71/,2026-08-23
Indiana,Indiana University Bloomington,Sigma Chi,,IFC,,,true,complete,true,https://www.greekrank.com/uni/71/,2026-08-23
Indiana,Indiana University Bloomington,Zeta Beta Tau,,IFC,,,true,complete,true,https://www.greekrank.com/uni/71/,2026-08-23
Indiana,Indiana University Bloomington,Sigma Alpha Mu,,IFC,,,true,complete,true,https://www.greekrank.com/uni/71/,2026-08-23
Indiana,Indiana University Bloomington,Pi Kappa Phi,,IFC,,,true,complete,true,https://www.greekrank.com/uni/71/,2026-08-23
Indiana,Indiana University Bloomington,Sigma Phi Epsilon,,IFC,,,true,complete,true,https://www.greekrank.com/uni/71/,2026-08-23
Indiana,Indiana University Bloomington,Phi Gamma Delta,,IFC,,,true,complete,true,https://www.greekrank.com/uni/71/,2026-08-23
Indiana,Indiana University Bloomington,Pi Lambda Phi,,IFC,,,true,complete,true,https://www.greekrank.com/uni/71/,2026-08-23
Indiana,Indiana University Bloomington,Phi Delta Theta,,IFC,,,true,complete,true,https://www.greekrank.com/uni/71/,2026-08-23
Indiana,Indiana University Bloomington,Lambda Chi Alpha,,IFC,,,true,complete,true,https://www.greekrank.com/uni/71/,2026-08-23
Indiana,Indiana University Bloomington,Alpha Kappa Lambda,,IFC,,,true,complete,true,https://www.greekrank.com/uni/71/,2026-08-23
Indiana,Indiana University Bloomington,Delta Upsilon,,IFC,,,true,complete,true,https://www.greekrank.com/uni/71/,2026-08-23
Indiana,Indiana University Bloomington,Phi Sigma Kappa,,IFC,,,true,complete,true,https://www.greekrank.com/uni/71/,2026-08-23
Indiana,Indiana University Bloomington,Delta Sigma Phi,,IFC,,,true,complete,true,https://www.greekrank.com/uni/71/,2026-08-23
Indiana,Indiana University Bloomington,Acacia,,IFC,,,true,complete,true,https://www.greekrank.com/uni/71/,2026-08-23
Indiana,Indiana University Bloomington,Alpha Sigma Phi,,IFC,,,true,complete,true,https://www.greekrank.com/uni/71/,2026-08-23
Indiana,Indiana University Bloomington,Beta Theta Pi,,IFC,,,true,complete,true,https://www.greekrank.com/uni/71/,2026-08-23
Indiana,Indiana University Bloomington,Theta Chi,,IFC,,,true,complete,true,https://www.greekrank.com/uni/71/,2026-08-23
Indiana,Indiana University Bloomington,Kappa Sigma,,IFC,,,true,complete,true,https://www.greekrank.com/uni/71/,2026-08-23
Indiana,Indiana University Bloomington,Sigma Alpha Epsilon,,IFC,,,true,complete,true,https://www.greekrank.com/uni/71/,2026-08-23
Indiana,Indiana University Bloomington,Tau Epsilon Phi,,IFC,,,true,complete,true,https://www.greekrank.com/uni/71/,2026-08-23
Indiana,Indiana University Bloomington,Pi Kappa Alpha,,IFC,,,true,complete,true,https://www.greekrank.com/uni/71/,2026-08-23
Indiana,Indiana University Bloomington,Delta Kappa Epsilon,,IFC,,,true,complete,true,https://www.greekrank.com/uni/71/,2026-08-23
Indiana,Indiana University Bloomington,Chi Phi,,IFC,,,true,complete,true,https://www.greekrank.com/uni/71/,2026-08-23
Indiana,Indiana University Bloomington,Delta Chi,,IFC,,,true,complete,true,https://www.greekrank.com/uni/71/,2026-08-23
Indiana,Indiana University Bloomington,Phi Kappa Psi,,IFC,,,true,complete,true,https://www.greekrank.com/uni/71/,2026-08-23
Indiana,Indiana University Bloomington,Sigma Nu,,IFC,,,true,complete,true,https://www.greekrank.com/uni/71/,2026-08-23
Indiana,Indiana University Bloomington,Kappa Delta Rho,,IFC,,,true,complete,true,https://www.greekrank.com/uni/71/,2026-08-23
Indiana,Indiana University Bloomington,Phi Kappa Sigma,,IFC,,,true,complete,true,https://www.greekrank.com/uni/71/,2026-08-23
Indiana,Indiana University Bloomington,Kappa Alpha Psi,,NPHC,,,true,complete,true,https://www.greekrank.com/uni/71/,2026-08-23
Indiana,Indiana University Bloomington,Beta Chi Theta,,MGC,,,true,complete,true,https://www.greekrank.com/uni/71/,2026-08-23
Indiana,Indiana University Bloomington,Beta Sigma Psi,,IFC,,,true,complete,true,https://www.greekrank.com/uni/71/,2026-08-23
Indiana,Indiana University Bloomington,Omega Psi Phi,,NPHC,,,true,complete,true,https://www.greekrank.com/uni/71/,2026-08-23
Indiana,Indiana University Bloomington,Phi Kappa Tau,,IFC,,,true,complete,true,https://www.greekrank.com/uni/71/,2026-08-23
Indiana,Indiana University Bloomington,Phi Beta Sigma,,NPHC,,,true,complete,true,https://www.greekrank.com/uni/71/,2026-08-23
Indiana,Indiana University Bloomington,Iota Phi Theta,,NPHC,,,true,complete,true,https://www.greekrank.com/uni/71/,2026-08-23
Indiana,Indiana University Bloomington,Sigma Lambda Beta,,MGC,,,true,complete,true,https://www.greekrank.com/uni/71/,2026-08-23
Indiana,Indiana University Bloomington,Beta Upsilon Chi,,IFC,,,true,complete,true,https://www.greekrank.com/uni/71/,2026-08-23
Indiana,Indiana University Bloomington,Alpha Phi Alpha,,NPHC,,,true,complete,true,https://www.greekrank.com/uni/71/,2026-08-23
Indiana,Indiana University Bloomington,Alpha Omicron Pi,,Panhellenic,,,true,complete,true,https://www.greekrank.com/uni/71/,2026-08-23
Indiana,Indiana University Bloomington,Theta Phi Alpha,,Panhellenic,,,true,complete,true,https://www.greekrank.com/uni/71/,2026-08-23
Indiana,Indiana University Bloomington,Gamma Phi Beta,,Panhellenic,,,true,complete,true,https://www.greekrank.com/uni/71/,2026-08-23
Indiana,Indiana University Bloomington,Phi Mu,,Panhellenic,,,true,complete,true,https://www.greekrank.com/uni/71/,2026-08-23
Indiana,Indiana University Bloomington,Alpha Xi Delta,,Panhellenic,,,true,complete,true,https://www.greekrank.com/uni/71/,2026-08-23
Indiana,Indiana University Bloomington,Delta Gamma,,Panhellenic,,,true,complete,true,https://www.greekrank.com/uni/71/,2026-08-23
Indiana,Indiana University Bloomington,Kappa Alpha Theta,,Panhellenic,,,true,complete,true,https://www.greekrank.com/uni/71/,2026-08-23
Indiana,Indiana University Bloomington,Alpha Chi Omega,,Panhellenic,,,true,complete,true,https://www.greekrank.com/uni/71/,2026-08-23
Indiana,Indiana University Bloomington,Delta Zeta,,Panhellenic,,,true,complete,true,https://www.greekrank.com/uni/71/,2026-08-23
Indiana,Indiana University Bloomington,Alpha Gamma Delta,,Panhellenic,,,true,complete,true,https://www.greekrank.com/uni/71/,2026-08-23
Indiana,Indiana University Bloomington,Delta Phi Epsilon,,Panhellenic,,,true,complete,true,https://www.greekrank.com/uni/71/,2026-08-23
Indiana,Indiana University Bloomington,Alpha Delta Pi,,Panhellenic,,,true,complete,true,https://www.greekrank.com/uni/71/,2026-08-23
Indiana,Indiana University Bloomington,Zeta Phi Beta,,NPHC,,,true,complete,true,https://www.greekrank.com/uni/71/,2026-08-23
Indiana,Indiana University Bloomington,Zeta Tau Alpha,,Panhellenic,,,true,complete,true,https://www.greekrank.com/uni/71/,2026-08-23
Indiana,Indiana University Bloomington,Kappa Delta,,Panhellenic,,,true,complete,true,https://www.greekrank.com/uni/71/,2026-08-23
Indiana,Indiana University Bloomington,Alpha Sigma Alpha,,Panhellenic,,,true,complete,true,https://www.greekrank.com/uni/71/,2026-08-23
Indiana,Indiana University Bloomington,Chi Omega,,Panhellenic,,,true,complete,true,https://www.greekrank.com/uni/71/,2026-08-23
Indiana,Indiana University Bloomington,Sigma Kappa,,Panhellenic,,,true,complete,true,https://www.greekrank.com/uni/71/,2026-08-23
Indiana,Indiana University Bloomington,Pi Beta Phi,,Panhellenic,,,true,complete,true,https://www.greekrank.com/uni/71/,2026-08-23
Indiana,Indiana University Bloomington,Sigma Delta Tau,,Panhellenic,,,true,complete,true,https://www.greekrank.com/uni/71/,2026-08-23
Indiana,Indiana University Bloomington,Alpha Kappa Alpha,,NPHC,,,true,complete,true,https://www.greekrank.com/uni/71/,2026-08-23
Indiana,Indiana University Bloomington,Kappa Kappa Gamma,,Panhellenic,,,true,complete,true,https://www.greekrank.com/uni/71/,2026-08-23
Indiana,Indiana University Bloomington,Alpha Epsilon Phi,,Panhellenic,,,true,complete,true,https://www.greekrank.com/uni/71/,2026-08-23
Indiana,Indiana University Bloomington,Sigma Gamma Rho,,NPHC,,,true,complete,true,https://www.greekrank.com/uni/71/,2026-08-23
Indiana,Indiana University Bloomington,Delta Sigma Theta,,NPHC,,,true,complete,true,https://www.greekrank.com/uni/71/,2026-08-23
Indiana,Indiana University Bloomington,Alpha Phi,,Panhellenic,,,true,complete,true,https://www.greekrank.com/uni/71/,2026-08-23
