chapter_id,campus,chapter,council,legal_entity_status,legal_entity_count,local_entity_count,local_entity_found,house_corporation_found,foundation_found,national_parent_found,alumni_corp_found,latest_990_year,officer_count_latest_filing,director_count_latest_filing,latest_reported_president,latest_reported_treasurer,latest_revenue,latest_expenses,latest_assets,latest_liabilities,alumni_governance_strength,data_confidence
c51f6ca7-7f1c-478d-a014-2a0e1fbc68e7,University of Georgia,Tau Epsilon Phi,IFC,ENTITY_MATCHED,2,1,true,false,false,true,false,2024,5,0,,,563663,530613,581008,30684,LIGHT,HIGH
cd3803c0-f4f9-43a3-a77f-9f9403df362b,University of Kentucky,Delta Tau Delta,IFC,ENTITY_MATCHED,3,2,true,true,false,true,false,2023,0,0,,,294748,371676,23761,5638,MODERATE,HIGH
ced7e0ce-d64f-4706-bb83-af84a950046f,University of Kentucky,Beta Upsilon Chi,IFC,NO_ENTITY_FOUND,0,0,false,false,false,false,false,,0,0,,,,,,,UNKNOWN,NONE
cf1e41c6-3826-43a0-99da-d6ca07045202,University of Missouri,Delta Sigma Theta,NPHC,ENTITY_MATCHED,3,2,true,false,false,true,false,2022,0,0,,,31051194,25156563,57143857,24790550,LIGHT,HIGH
dca19dea-3879-47de-85a1-b107f0be4e65,University of Kentucky,Phi Gamma Delta,IFC,ENTITY_MATCHED,4,3,true,true,true,true,false,2024,5,10,TIM KILDUFF,DONALD J HERMAN,4215768,2492902,29803315,446726,STRONG,HIGH
5352dc15-3e0e-4b2d-b5f5-e6146c67cb6c,University of Kentucky,Delta Gamma,Panhellenic,ENTITY_MATCHED,2,1,true,false,false,true,false,2023,0,0,,,6798067,7007656,19676752,1853098,LIGHT,HIGH
56ef86c3-591a-4fa5-83fe-94f5111a1b9b,University of Kentucky,Alpha Phi,Panhellenic,NO_ENTITY_FOUND,1,0,false,false,false,true,false,2024,0,0,,,11454559,8872758,66006797,33308311,LIGHT,NATIONAL_ONLY
de98b687-fa19-49e4-b6c2-2c683bd427be,University of Missouri,Lambda Theta Phi,MGC,NO_ENTITY_FOUND,0,0,false,false,false,false,false,,0,0,,,,,,,UNKNOWN,NONE
61728ce6-70b6-465e-82bf-5336b277aea4,University of Kentucky,Pi Kappa Alpha,IFC,ENTITY_MATCHED,3,2,true,false,false,true,false,2024,0,0,,,0,0,1,0,LIGHT,HIGH
e4c3fa82-3d65-4af4-9891-add102795fdc,University of Missouri,Zeta Phi Beta,NPHC,ENTITY_MATCHED,2,1,true,false,false,true,false,2022,0,0,,,7208754,6749052,25467405,5042416,LIGHT,HIGH
61a3ea03-b3b7-4240-82ae-5e75ae0eec50,University of Missouri,Delta Xi,Panhellenic,NO_ENTITY_FOUND,0,0,false,false,false,false,false,,0,0,,,,,,,UNKNOWN,NONE
f5043fb0-c5f0-40b5-bded-f0cdb23b2bff,University of Missouri,Sigma Lambda Gamma,MGC,NO_ENTITY_FOUND,0,0,false,false,false,false,false,,0,0,,,,,,,UNKNOWN,NONE
f7fba024-ee50-4695-91b8-787b6a4cc5e5,University of Kentucky,Delta Sigma Phi,IFC,ENTITY_MATCHED,4,3,true,false,false,true,false,2023,6,10,JIM LARSON,BRAD SULLIVAN,237731,232738,5764,0,LIGHT,HIGH
fa63fdf2-fbbc-48e4-8c9a-0cb18712539d,University of Missouri,Alpha Phi Alpha,NPHC,NO_ENTITY_FOUND,0,0,false,false,false,false,false,,0,0,,,,,,,UNKNOWN,NONE
6c805063-5534-4d8d-ba19-4659aeb6644f,University of Missouri,Sigma Lambda Beta,MGC,NO_ENTITY_FOUND,0,0,false,false,false,false,false,,0,0,,,,,,,UNKNOWN,NONE
7463e10f-2629-4caf-9138-ecb1710604c6,University of Kentucky,Alpha Gamma Rho,IFC,NEEDS_REVIEW,1,0,false,false,false,true,false,2024,0,0,,,1786541,2798515,4372490,1522014,LIGHT,NATIONAL_ONLY
7489122e-c90a-4205-b1f1-bc665125c6e5,University of Kentucky,Theta Chi,IFC,ENTITY_MATCHED,2,1,true,false,false,true,false,2023,0,0,,,108984,123908,20360,0,LIGHT,HIGH
7e9d9781-fc57-4d72-8915-386992f5e725,University of Kentucky,FarmHouse,IFC,NOT_RUN,0,0,false,false,false,false,false,,0,0,,,,,,,UNKNOWN,NONE
842efe93-4928-4477-8634-fc7da497347b,University of Kentucky,Phi Delta Theta,IFC,NEEDS_REVIEW,1,0,false,false,false,true,false,2023,0,0,,,6642836,6441081,6956145,1366384,LIGHT,NATIONAL_ONLY
8af58534-8ee7-47fd-b196-e1370bd0adcd,University of Kentucky,Chi Omega,Panhellenic,ENTITY_MATCHED,4,3,true,true,false,true,false,2024,0,0,,,538960,527642,622688,108902,MODERATE,HIGH
905d2eda-1b74-44fe-8b7e-e1e6a13d057e,University of Kentucky,Sigma Alpha Epsilon,IFC,NEEDS_REVIEW,1,0,false,false,false,true,false,2023,0,0,,,8059440,7868762,14236601,3966752,LIGHT,NATIONAL_ONLY
9816e9c5-348a-4af0-8288-1626b0131a57,University of Kentucky,Lambda Chi Alpha,IFC,NEEDS_REVIEW,1,0,false,false,false,true,false,2023,0,0,,,7757361,9318779,6329265,6105805,LIGHT,NATIONAL_ONLY
9abfa47e-9445-476d-b378-8083c4ff78c6,University of Kentucky,Alpha Kappa Lambda,IFC,NO_ENTITY_FOUND,0,0,false,false,false,false,false,,0,0,,,,,,,UNKNOWN,NONE
9c28a719-b01c-46a9-b898-fc8f6b07f392,University of Kentucky,Phi Kappa Tau,IFC,NEEDS_REVIEW,1,0,false,false,false,true,false,2023,0,0,,,1891353,2050531,4195963,1337387,LIGHT,NATIONAL_ONLY
a3bed8af-7fe5-4df2-a90e-899c6cde6f8a,University of Kentucky,Kappa Sigma,IFC,NEEDS_REVIEW,1,0,false,false,false,true,false,2022,0,0,,,5863607,5483274,7857250,989095,LIGHT,NATIONAL_ONLY
a4528ac0-4600-407d-b083-27ab3c5ee4f2,University of Missouri,Sigma Gamma Rho,NPHC,NEEDS_REVIEW,1,0,false,false,false,true,false,2023,0,0,,,13810784,14676025,5801135,4995240,LIGHT,NATIONAL_ONLY
a8ae23f7-a4c1-4372-898e-a4c151711639,University of Missouri,Zeta Tau Alpha,Panhellenic,NO_ENTITY_FOUND,1,0,false,false,false,true,false,2023,0,0,,,8374719,10057415,36753113,13449328,LIGHT,NATIONAL_ONLY
b17311eb-0306-4994-ad3e-ea8dd2073f82,University of Kentucky,Alpha Chi Omega,Panhellenic,NEEDS_REVIEW,1,0,false,false,false,true,false,2023,8,10,LYNNE BIGGIO HERNDON,LESLIE ABRAMSKY BLOCK,14721901,15897771,27766470,17951953,LIGHT,NATIONAL_ONLY
0cf79a32-8601-45cb-a76e-b2db1e9d66af,University of Kentucky,Delta Chi,IFC,NO_ENTITY_FOUND,1,0,false,false,false,true,false,2023,0,0,,,4512794,8407611,10805747,2221386,LIGHT,NATIONAL_ONLY
11aca819-9f55-4055-ae7d-f59606eef252,University of Kentucky,Triangle,IFC,NOT_RUN,0,0,false,false,false,false,false,,0,0,,,,,,,UNKNOWN,NONE
160e470b-8004-472a-842e-97bf14e38590,University of Kentucky,Alpha Delta Pi,Panhellenic,NEEDS_REVIEW,1,0,false,false,false,true,false,2023,8,11,DAWN VICTOR-HERRING,,6464144,4988932,18574229,1900417,LIGHT,NATIONAL_ONLY
1c4300c5-a979-4db6-bb4d-078d8c707b67,University of Missouri,Gamma Phi Beta,Panhellenic,ENTITY_MATCHED,3,2,true,false,false,true,false,2024,4,10,CYNTHIA L WOOD,ATHENA TUTTLE,328271,241309,258955,0,LIGHT,HIGH
1cd28360-3d42-44dc-ab1d-6555eaf42a9e,University of Kentucky,Sigma Nu,IFC,ENTITY_MATCHED,2,1,true,false,false,true,false,2023,0,0,,,6291872,5989304,10968372,2625304,LIGHT,HIGH
21b38814-4fa7-4290-8462-94a790fd8009,University of Missouri,Kappa Alpha Psi,NPHC,NEEDS_REVIEW,1,0,false,false,false,true,false,2016,0,0,,,5407230,4580050,6573534,491114,LIGHT,NATIONAL_ONLY
221fc216-155d-469c-97a6-1c6faa223823,University of Missouri,Kappa Alpha Theta,Panhellenic,ENTITY_MATCHED,2,1,true,false,false,true,false,2023,11,7,ERICA D'ANGELO OCHS,,8145905,7622433,35939184,20356979,LIGHT,HIGH
29adebe2-26e5-4eb1-afe6-3d04f8836795,University of Missouri,Phi Mu,Panhellenic,ENTITY_MATCHED,2,1,true,false,false,true,false,2024,0,0,,,603261,884208,2353853,1185623,LIGHT,HIGH
29b225bd-0998-4f97-a2a7-76a4a13e0ff6,University of Missouri,Kappa Delta,Panhellenic,ENTITY_MATCHED,2,1,true,false,false,true,false,2024,0,0,,,539128,533928,237983,663,LIGHT,HIGH
3899c365-6f39-48f9-b4c6-f69e79b0b599,University of Missouri,Phi Beta Sigma,NPHC,NO_ENTITY_FOUND,0,0,false,false,false,false,false,,0,0,,,,,,,UNKNOWN,NONE
3ceac3c2-c19b-43d8-b614-6c009b7089a7,University of Kentucky,Delta Delta Delta,Panhellenic,NO_ENTITY_FOUND,1,0,false,false,false,true,false,2023,0,0,,,9122429,10741658,14446908,5787498,LIGHT,NATIONAL_ONLY
41128e5d-8fb2-42f3-8623-88f498a57ae8,University of Missouri,Lambda Theta Alpha,MGC,NO_ENTITY_FOUND,1,0,false,false,false,true,false,2024,0,0,,,575588,519075,2038399,39114,LIGHT,NATIONAL_ONLY
c42a1575-0e56-49e9-a57f-eecae1d8d559,University of Kentucky,Tau Kappa Epsilon,IFC,NEEDS_REVIEW,1,0,false,false,false,true,false,2023,0,0,,,5693324,5797020,6866705,3063238,LIGHT,NATIONAL_ONLY
c9f59692-1b97-452e-bbba-125dab56e2e2,University of Missouri,Omega Psi Phi,NPHC,NEEDS_REVIEW,1,0,false,false,false,true,false,2022,0,0,,,14895796,9895558,17720990,1151714,LIGHT,NATIONAL_ONLY
5414f953-da0a-4afe-80b2-6ed4ab3c2ae4,University of Missouri,Theta Chi,IFC,ENTITY_MATCHED,2,1,true,false,false,true,false,2024,14,14,Walker Piles,Nathan Jacobs,584401,623842,50933,0,LIGHT,HIGH
ced6432f-11fc-4eca-8dc4-3ae2f9599734,Louisiana State University,Delta Tau Delta,IFC,ENTITY_MATCHED,3,2,true,true,false,true,false,2024,0,0,,,185176,128790,56386,0,MODERATE,HIGH
d6471839-57c9-4073-9322-0dc96ed23afc,Louisiana State University,Sigma Chi,IFC,ENTITY_MATCHED,2,1,true,false,false,true,false,2023,0,0,,,263204,252728,17448,0,LIGHT,HIGH
e5368dfc-6f55-4c93-aefb-c6ab012f4935,Louisiana State University,Pi Kappa Alpha,IFC,ENTITY_MATCHED,3,2,true,false,false,true,false,2024,0,0,,,826335,831245,2834640,1096208,LIGHT,HIGH
fa9a720f-5c60-4f22-9180-c657fdd6bad6,University of Missouri,Alpha Gamma Rho,IFC,ENTITY_MATCHED,3,2,true,true,false,true,false,2024,13,26,,LEE GARD,424217,405556,89245,21000,STRONG,HIGH
fd64e9a8-1d8b-4f25-a589-f9f4dbf51309,University of Missouri,Beta Theta Pi,IFC,ENTITY_MATCHED,3,2,true,false,false,true,false,2023,0,0,,,1441935,1391574,148285,151935,LIGHT,HIGH
5bf61743-e64e-467a-a71c-2c3cc619e4ee,University of Missouri,Alpha Delta Pi,Panhellenic,ENTITY_MATCHED,2,1,false,true,false,true,false,2023,8,11,DAWN VICTOR-HERRING,,1100952,1348457,2390367,2879938,STRONG,HIGH
5ccce45c-86be-4cac-803f-208e5362615c,University of Missouri,Lambda Chi Alpha,IFC,NEEDS_REVIEW,1,0,false,false,false,true,false,2023,0,0,,,7757361,9318779,6329265,6105805,LIGHT,NATIONAL_ONLY
606afceb-19a9-438d-b29d-ff168902f099,Louisiana State University,Delta Zeta,Panhellenic,ENTITY_MATCHED,2,1,true,false,false,true,false,2023,4,4,MICHELLE ALBRECHT SMITH,,26809001,20532278,96230431,29613757,LIGHT,HIGH
6a6c177e-1c8f-40bf-9e6b-e8874e145255,University of Missouri,Theta Xi,IFC,NEEDS_REVIEW,1,0,false,false,false,true,false,,0,0,,,,,,,LIGHT,NATIONAL_ONLY
6da4a677-a8d1-485f-b9bc-d8fa988cab63,University of Missouri,Triangle,IFC,NOT_RUN,0,0,false,false,false,false,false,,0,0,,,,,,,UNKNOWN,NONE
7768f132-b7e1-4862-ba51-d2913b684fe8,University of Missouri,Beta Sigma Psi,IFC,ENTITY_MATCHED,1,1,false,false,false,false,false,2023,0,0,,,245552,240799,17974,80165,LIGHT,HIGH
78a24cf2-c933-43c0-aa1b-809c50ce743f,University of Missouri,Tau Kappa Epsilon,IFC,NEEDS_REVIEW,1,0,false,false,false,true,false,2023,0,0,,,5693324,5797020,6866705,3063238,LIGHT,NATIONAL_ONLY
7adf8636-93d2-44ba-914b-a31b7b32ad8f,Louisiana State University,Theta Chi,IFC,NEEDS_REVIEW,1,0,false,false,false,true,false,2023,0,0,,,5802095,6651701,1868008,1046790,LIGHT,NATIONAL_ONLY
7afacd94-43a0-4bed-8163-58ec7679acb7,University of Missouri,Alpha Epsilon Pi,IFC,ENTITY_MATCHED,2,1,true,false,false,true,false,2023,0,0,,,116758,103109,15917,0,LIGHT,HIGH
853b2630-ec98-42ec-a814-93b0f0a653ed,Louisiana State University,Sigma Nu,IFC,NEEDS_REVIEW,1,0,false,false,false,true,false,2023,0,0,,,6291872,5989304,10968372,2625304,LIGHT,NATIONAL_ONLY
85a0cbde-98d2-4bef-98ed-b30dfacdb5fa,University of Missouri,Alpha Kappa Lambda,IFC,NEEDS_REVIEW,0,0,false,false,false,false,false,,0,0,,,,,,,UNKNOWN,NONE
874a1448-8d09-4eaa-a4df-630644dc7e2e,University of Missouri,Sigma Chi,IFC,ENTITY_MATCHED,3,2,false,false,false,true,true,2023,0,0,,,6258354,6354819,2876673,1885237,LIGHT,HIGH
9f30ce1a-2a45-456f-a372-059e7f8c6007,University of Missouri,FarmHouse,IFC,NOT_RUN,0,0,false,false,false,false,false,,0,0,,,,,,,UNKNOWN,NONE
9f33379f-5f3a-42c1-a674-0ce3793d2336,Louisiana State University,Zeta Tau Alpha,Panhellenic,ENTITY_MATCHED,2,1,false,true,false,true,false,2024,0,0,,,428253,267132,1109097,89,MODERATE,HIGH
a6043a50-af32-4df8-a1c7-30c10a6e9796,Louisiana State University,Alpha Kappa Alpha,NPHC,NO_ENTITY_FOUND,1,0,false,false,false,true,false,2023,0,0,,,45276043,47246171,78704412,25926573,LIGHT,NATIONAL_ONLY
a60dae25-021c-448a-81a2-dd3b32e5ff06,Louisiana State University,Kappa Delta Chi,MGC,NO_ENTITY_FOUND,0,0,false,false,false,false,false,,0,0,,,,,,,UNKNOWN,NONE
b687dcc6-f5c0-4fd0-9cb7-f53992a0810a,Louisiana State University,Chi Omega,Panhellenic,ENTITY_MATCHED,4,3,true,false,false,true,false,2024,0,0,,,1924277,1635414,9937734,8377017,LIGHT,HIGH
0148e49a-eb34-4679-88bf-d80226def9c0,Louisiana State University,Phi Beta Sigma,NPHC,ENTITY_MATCHED,1,1,false,false,false,false,false,,0,0,,,,,,,LIGHT,HIGH
f1fd9b5d-f1ce-4a04-92b4-6cf683c4f7c0,University of Missouri,Phi Kappa Psi,IFC,NO_ENTITY_FOUND,1,0,false,false,false,true,false,2024,5,11,ROBERT MARCHESANI,CHARLES BRANDMAN,3462956,3596087,3874343,1368036,LIGHT,NATIONAL_ONLY
06705787-2ac6-4499-ba94-e8689f821178,Louisiana State University,Delta Gamma,Panhellenic,ENTITY_MATCHED,2,1,true,false,false,true,false,2023,0,0,,,6798067,7007656,19676752,1853098,LIGHT,HIGH
0b84f848-3cf7-40c8-a4ad-84e7e23ba389,Louisiana State University,Pi Beta Phi,Panhellenic,ENTITY_MATCHED,2,1,false,true,false,true,false,2023,0,0,,,713100,802446,1028887,9796,MODERATE,HIGH
0bfac3f1-8f9b-4417-b470-2edcf6a2432f,Louisiana State University,Delta Delta Delta,Panhellenic,ENTITY_MATCHED,2,1,false,true,false,true,false,2023,0,0,,,709067,306505,2637035,13626,MODERATE,HIGH
0fc7b0ef-c327-4876-bf12-7a655e854dd4,University of Missouri,Kappa Alpha Order,IFC,ENTITY_MATCHED,3,2,false,false,true,true,false,2024,12,1,,,475722,496145,18953,0,MODERATE,HIGH
0fe0a843-37ea-42c3-8624-e1c26543ef62,Louisiana State University,Lambda Theta Alpha,MGC,NO_ENTITY_FOUND,1,0,false,false,false,true,false,2024,0,0,,,575588,519075,2038399,39114,LIGHT,NATIONAL_ONLY
0ffb6513-ffbd-403c-acaf-025d1abaed64,Louisiana State University,Delta Phi Omega,MGC,NO_ENTITY_FOUND,0,0,false,false,false,false,false,,0,0,,,,,,,UNKNOWN,NONE
16761f0e-4801-472f-9334-38731725a05f,University of Missouri,Delta Sigma Phi,IFC,ENTITY_MATCHED,2,1,false,false,false,true,true,2024,9,20,John Hequembourg,Ryan Brockschmitt,235405,367558,2403389,1320701,LIGHT,HIGH
17f3466f-bd02-489d-a916-58784fb6af3e,University of Missouri,Alpha Gamma Delta,Panhellenic,NEEDS_REVIEW,1,0,false,false,false,true,false,2023,8,8,LEE WOODHAM LANGUB,,4374047,5118555,11704156,7476350,LIGHT,NATIONAL_ONLY
1ae1b67f-ff83-489d-be08-9cfedb1b3220,University of Missouri,Delta Tau Delta,IFC,ENTITY_MATCHED,3,2,true,false,false,true,false,2024,13,3,BEN DONSBACH,TREVOR DEMAY,1218460,1202659,412114,88057,LIGHT,HIGH
1e8ae42b-5f67-48b0-bf30-11208006bd78,University of Missouri,Kappa Sigma,IFC,NEEDS_REVIEW,1,0,false,false,false,true,false,2022,0,0,,,5863607,5483274,7857250,989095,LIGHT,NATIONAL_ONLY
25278759-5a04-4bf9-9632-d3cb0132c203,Louisiana State University,Iota Phi Theta,NPHC,NO_ENTITY_FOUND,0,0,false,false,false,false,false,,0,0,,,,,,,UNKNOWN,NONE
31813913-0bed-4331-a453-a04d6c48485f,Louisiana State University,Sigma Gamma Rho,NPHC,ENTITY_MATCHED,4,3,true,false,false,true,false,2024,0,0,,,77685,51648,89275,45140,LIGHT,HIGH
3b90067b-a147-46c5-9045-d213c71d2e58,University of Missouri,Alpha Gamma Sigma,IFC,NO_ENTITY_FOUND,0,0,false,false,false,false,false,,0,0,,,,,,,UNKNOWN,NONE
3c1d4480-ea01-42da-a554-17999051c107,Louisiana State University,Alpha Delta Pi,Panhellenic,ENTITY_MATCHED,2,1,false,true,false,true,false,2023,8,11,DAWN VICTOR-HERRING,,777733,559556,1095517,0,STRONG,HIGH
43081c7b-52e5-4f7a-822b-c4e334f08518,Louisiana State University,Alpha Phi Alpha,NPHC,NEEDS_REVIEW,0,0,false,false,false,false,false,,0,0,,,,,,,UNKNOWN,NONE
43877429-8cb7-4835-a8ee-fc971aeb39bb,Louisiana State University,Zeta Phi Beta,NPHC,ENTITY_MATCHED,3,2,true,false,false,true,false,2022,0,0,,,7208754,6749052,25467405,5042416,LIGHT,HIGH
cca002e1-98f3-47b0-a01b-3d9c516ad2ed,University of South Carolina,Beta Theta Pi,IFC,ENTITY_MATCHED,2,1,true,false,false,true,false,2023,0,0,,,6378113,7611188,6605669,5491333,LIGHT,HIGH
ce00b81b-222d-43de-baf5-311d55eaf094,University of Oklahoma,Sigma Lambda Gamma,MGC,NO_ENTITY_FOUND,0,0,false,false,false,false,false,,0,0,,,,,,,UNKNOWN,NONE
48db956e-180d-4395-a802-607daac380b1,University of Oklahoma,Alpha Sigma Phi,IFC,ENTITY_MATCHED,2,1,true,false,false,true,false,2023,0,0,,,4339126,5668023,3009489,350189,LIGHT,HIGH
cf2d5192-893d-4a83-ad26-505b616208b9,University of Oklahoma,Zeta Phi Beta,NPHC,NEEDS_REVIEW,1,0,false,false,false,true,false,2022,0,0,,,7208754,6749052,25467405,5042416,LIGHT,NATIONAL_ONLY
d7c2e863-190f-4f4a-9457-8cfbcea7f6fa,University of South Carolina,Chi Psi,IFC,NEEDS_REVIEW,1,0,false,false,false,true,false,2023,0,0,,,2385705,2131170,3917503,2129325,LIGHT,NATIONAL_ONLY
d8c0acb2-393c-410f-9fb4-cb34713596c6,University of Oklahoma,Delta Tau Delta,IFC,ENTITY_MATCHED,2,1,true,false,false,true,false,2024,13,0,BENJAMIN NASH,,329913,305828,28719,0,LIGHT,HIGH
e1dfef32-0653-44dd-b879-453a96de65e0,University of Oklahoma,Phi Delta Theta,IFC,NEEDS_REVIEW,1,0,false,false,false,true,false,2023,0,0,,,6642836,6441081,6956145,1366384,LIGHT,NATIONAL_ONLY
e69edd5b-8f10-4023-8508-9471f2db5761,University of Oklahoma,Iota Phi Theta,NPHC,NO_ENTITY_FOUND,0,0,false,false,false,false,false,,0,0,,,,,,,UNKNOWN,NONE
e9e57415-7dd5-46ea-aa61-9c7a2f500df9,University of Oklahoma,Delta Gamma,Panhellenic,ENTITY_MATCHED,2,1,true,false,false,true,false,2023,0,0,,,6798067,7007656,19676752,1853098,LIGHT,HIGH
efd5f194-c443-411e-be4e-a697f491037c,University of Oklahoma,Kappa Sigma,IFC,ENTITY_MATCHED,3,2,true,false,false,true,false,2024,0,0,,,507194,506753,28189,0,LIGHT,HIGH
f0f55db0-1512-433c-af1e-1847df2d698a,University of Oklahoma,Alpha Chi Omega,Panhellenic,NEEDS_REVIEW,1,0,false,false,false,true,false,2023,8,10,LYNNE BIGGIO HERNDON,LESLIE ABRAMSKY BLOCK,14721901,15897771,27766470,17951953,LIGHT,NATIONAL_ONLY
f90c1e45-a4f2-4043-86c9-c343463edd80,University of Oklahoma,Delta Delta Delta,Panhellenic,NEEDS_REVIEW,1,0,false,false,false,true,false,2023,0,0,,,9122429,10741658,14446908,5787498,LIGHT,NATIONAL_ONLY
fa135ef5-0845-4a73-a3ff-ede4cedd18a8,University of Oklahoma,Phi Beta Sigma,NPHC,NO_ENTITY_FOUND,0,0,false,false,false,false,false,,0,0,,,,,,,UNKNOWN,NONE
ff952f31-8f5d-4509-826e-54219c1ee2bb,University of Oklahoma,Sigma Chi,IFC,ENTITY_MATCHED,3,2,true,false,true,true,false,2024,0,0,,,61677,22367,300058,1,MODERATE,HIGH
4ea5684b-d8d1-4b58-8a28-c2126e56417f,University of Oklahoma,FarmHouse,IFC,NOT_RUN,0,0,false,false,false,false,false,,0,0,,,,,,,UNKNOWN,NONE
5430ae2b-8a93-45c7-b7ae-d425c71b61f5,Louisiana State University,Kappa Alpha Order,IFC,ENTITY_MATCHED,2,1,false,false,false,true,false,2023,0,0,,,852717,848575,26356,0,LIGHT,HIGH
5e5bda40-e6b0-4ac6-881a-fda512335af3,University of South Carolina,Kappa Sigma,IFC,ENTITY_MATCHED,2,1,true,false,false,true,false,2024,0,0,,,105005,106423,3250,0,LIGHT,HIGH
620cbb54-2352-452f-afc6-4b820e8ade62,University of Oklahoma,Pi Kappa Alpha,IFC,ENTITY_MATCHED,2,1,true,false,false,true,false,2024,0,0,,,0,0,1,0,LIGHT,HIGH
7399cfe9-d41c-4e65-aa6a-2cd9ffeb64ae,University of Oklahoma,Kappa Alpha Psi,NPHC,ENTITY_MATCHED,2,1,false,false,false,true,true,2016,0,0,,,5407230,4580050,6573534,491114,LIGHT,HIGH
78b389e0-7ea6-4aa3-ae55-145b9581ffb0,University of Oklahoma,Pi Beta Phi,Panhellenic,ENTITY_MATCHED,2,1,true,false,false,true,false,2024,2,8,HANNAH HARP,MARY POWELL,630899,695085,1518088,5762,LIGHT,HIGH
791f0a51-5928-4bc6-818d-10a891ec898b,University of Oklahoma,Alpha Omicron Pi,Panhellenic,NO_ENTITY_FOUND,1,0,false,false,false,true,false,2023,0,0,,,7459387,6338452,39739276,4492321,LIGHT,NATIONAL_ONLY
7cfcd242-ec52-4821-a305-e618e31745df,University of South Carolina,Lambda Chi Alpha,IFC,ENTITY_MATCHED,2,1,true,false,false,true,false,2024,0,0,,,0,0,740,0,LIGHT,HIGH
851052d3-0d5b-4a4a-8c44-effae0ac13de,University of South Carolina,Alpha Sigma Phi,IFC,ENTITY_MATCHED,2,1,false,false,false,true,false,2023,20,0,Benjamin Grniet,,179749,174675,15991,0,LIGHT,HIGH
0a48854d-b464-4f53-96bb-d0868e1bd98e,University of South Carolina,Delta Tau Delta,IFC,ENTITY_MATCHED,2,1,true,false,false,true,false,2023,0,0,,,170282,163777,16952,0,LIGHT,HIGH
14f68e3f-bdf3-4326-9461-3429595db80a,University of South Carolina,Phi Delta Theta,IFC,ENTITY_MATCHED,2,1,true,false,false,true,false,2024,0,0,,,388240,380382,15885,0,LIGHT,HIGH
154430e0-7058-462f-bd4c-a7f58ef49dbb,University of Oklahoma,Sigma Alpha Epsilon,IFC,ENTITY_MATCHED,2,1,true,false,false,true,false,2023,0,0,,,8059440,7868762,14236601,3966752,LIGHT,HIGH
1e9a67dd-5659-4593-a0cd-66a5ba03000e,University of Oklahoma,Sigma Nu,IFC,NEEDS_REVIEW,1,0,false,false,false,true,false,2023,0,0,,,6291872,5989304,10968372,2625304,LIGHT,NATIONAL_ONLY
24c11cd4-e713-4b79-8913-b8fc652c15e8,University of Oklahoma,Alpha Kappa Alpha,NPHC,NO_ENTITY_FOUND,1,0,false,false,false,true,false,2023,0,0,,,45276043,47246171,78704412,25926573,LIGHT,NATIONAL_ONLY
33b99650-ee47-47a0-82c7-a39f836821ce,University of South Carolina,Beta Upsilon Chi,IFC,NO_ENTITY_FOUND,0,0,false,false,false,false,false,,0,0,,,,,,,UNKNOWN,NONE
37b1f743-25d1-42aa-8cd7-4cffbddc5ebf,Louisiana State University,Lambda Chi Alpha,IFC,NEEDS_REVIEW,1,0,false,false,false,true,false,2023,0,0,,,7757361,9318779,6329265,6105805,LIGHT,NATIONAL_ONLY
3d522dcb-2b3a-499c-870f-ca6b7ea7fa36,University of Oklahoma,Phi Gamma Delta,IFC,ENTITY_MATCHED,2,1,true,false,false,true,false,2023,5,10,TIM KILDUFF,DONALD J HERMAN,741748,765950,4743,0,LIGHT,HIGH
8638ac56-bd9f-4ee9-a678-1acb5dac8372,University of Oklahoma,Beta Upsilon Chi,IFC,NO_ENTITY_FOUND,0,0,false,false,false,false,false,,0,0,,,,,,,UNKNOWN,NONE
8b1980bd-578e-440d-8725-2a257e973db2,University of Oklahoma,Pi Kappa Phi,IFC,ENTITY_MATCHED,2,1,false,false,false,true,true,2024,0,0,,,7651700,6650513,12806295,8166805,LIGHT,HIGH
9635da7a-4859-4a93-8bbd-dd9aaf719172,University of Oklahoma,Alpha Phi Alpha,NPHC,NEEDS_REVIEW,0,0,false,false,false,false,false,,0,0,,,,,,,UNKNOWN,NONE
9af85e36-e14d-43f7-bd73-ec661f5b6d3c,University of Oklahoma,Lambda Theta Alpha,MGC,NO_ENTITY_FOUND,1,0,false,false,false,true,false,2024,0,0,,,575588,519075,2038399,39114,LIGHT,NATIONAL_ONLY
9cddd6bb-6cb4-4a27-89f2-34a015ac5340,Louisiana State University,Phi Delta Theta,IFC,CANDIDATES_FOUND,1,0,false,false,false,true,false,2023,0,0,,,6642836,6441081,6956145,1366384,LIGHT,NATIONAL_ONLY
9cf68578-8c16-47a3-81fa-2c2709ac6acc,University of Oklahoma,Alpha Gamma Delta,Panhellenic,ENTITY_MATCHED,2,1,true,false,false,true,false,2023,8,8,LEE WOODHAM LANGUB,,4374047,5118555,11704156,7476350,LIGHT,HIGH
a0fc1862-c8bd-49b6-9ba3-457ddc1d0b10,Louisiana State University,Phi Gamma Delta,IFC,NEEDS_REVIEW,1,0,false,false,false,true,false,2023,5,10,TIM KILDUFF,DONALD J HERMAN,6882567,7250137,16972198,283891,LIGHT,NATIONAL_ONLY
ba567397-e177-4bd0-87fc-a14b1bd11adb,University of South Carolina,Delta Chi,IFC,NEEDS_REVIEW,1,0,false,false,false,true,false,2023,0,0,,,4512794,8407611,10805747,2221386,LIGHT,NATIONAL_ONLY
