chapter_id,campus,chapter,council,legal_entity_status,legal_entity_count,local_entity_count,local_entity_found,house_corporation_found,foundation_found,national_parent_found,alumni_corp_found,latest_990_year,officer_count_latest_filing,director_count_latest_filing,latest_reported_president,latest_reported_treasurer,latest_revenue,latest_expenses,latest_assets,latest_liabilities,alumni_governance_strength,data_confidence
bbe3c7b8-bc0c-47a7-b960-669d055788e0,University of Oklahoma,Omega Delta Phi,MGC,NO_ENTITY_FOUND,0,0,false,false,false,false,false,,0,0,,,,,,,UNKNOWN,NONE
c99e24f7-6445-42bb-92ae-535978415525,University of Oklahoma,Lambda Delta Psi,MGC,NO_ENTITY_FOUND,0,0,false,false,false,false,false,,0,0,,,,,,,UNKNOWN,NONE
e1c8eb70-3406-4439-b901-3b06ffd99974,Mississippi State University,Alpha Phi Alpha,NPHC,NEEDS_REVIEW,0,0,false,false,false,false,false,,0,0,,,,,,,UNKNOWN,NONE
444b2688-5501-4f13-afca-d413903da38a,Mississippi State University,Pi Kappa Alpha,IFC,NEEDS_REVIEW,1,0,false,false,false,true,false,2024,0,0,,,0,0,1,0,LIGHT,NATIONAL_ONLY
4b758f39-36ff-4fa9-be2c-80b6c78e703c,University of Texas at Austin,Sigma Lambda Alpha,MGC,ENTITY_MATCHED,2,1,true,false,false,true,false,,0,0,,,,,,,LIGHT,HIGH
51935596-ea0a-4f02-a791-dc905ffeaa46,University of Texas at Austin,Lambda Theta Alpha,MGC,NO_ENTITY_FOUND,1,0,false,false,false,true,false,2024,0,0,,,575588,519075,2038399,39114,LIGHT,NATIONAL_ONLY
543d367e-7086-4c74-9d6f-06f1588bbef1,University of South Carolina,Acacia,IFC,NOT_RUN,0,0,false,false,false,false,false,,0,0,,,,,,,UNKNOWN,NONE
54c86879-585e-45e8-992f-39f651514318,Mississippi State University,Delta Chi,IFC,ENTITY_MATCHED,3,2,false,true,false,true,true,2023,0,0,,,287560,341925,963836,786261,MODERATE,HIGH
5f6fbcee-0a33-4244-a9cd-dd8558b50674,Mississippi State University,Delta Kappa Epsilon,IFC,NO_ENTITY_FOUND,1,0,false,false,false,true,false,2023,0,0,,,1575740,1428396,1691763,243043,LIGHT,NATIONAL_ONLY
633c109d-a78d-429f-8ab6-50af8cc9502b,Mississippi State University,Alpha Gamma Rho,IFC,NO_ENTITY_FOUND,1,0,false,false,false,true,false,2024,0,0,,,1786541,2798515,4372490,1522014,LIGHT,NATIONAL_ONLY
6b31500f-ef66-41e1-a80a-8d6b9769197c,University of Texas at Austin,Alpha Kappa Delta Phi,MGC,NO_ENTITY_FOUND,0,0,false,false,false,false,false,,0,0,,,,,,,UNKNOWN,NONE
6d282a1c-057d-43cc-9bd0-b5c4602899e2,Mississippi State University,Omega Psi Phi,NPHC,ENTITY_MATCHED,2,1,true,false,false,true,false,2022,0,0,,,14895796,9895558,17720990,1151714,LIGHT,HIGH
70c1bb2f-0127-46ba-967f-934162e0f3c7,University of Texas at Austin,Delta Epsilon Psi,MGC,CANDIDATES_FOUND,0,0,false,false,false,false,false,,0,0,,,,,,,UNKNOWN,NONE
72ce6133-f7ea-4d44-985d-0f4a9828dce2,Mississippi State University,Delta Gamma,Panhellenic,NEEDS_REVIEW,1,0,false,false,false,true,false,2023,0,0,,,6798067,7007656,19676752,1853098,LIGHT,NATIONAL_ONLY
78f6b4d2-02a6-4c3d-a73a-c656850a99c9,Mississippi State University,Sigma Nu,IFC,NEEDS_REVIEW,1,0,false,false,false,true,false,2023,0,0,,,6291872,5989304,10968372,2625304,LIGHT,NATIONAL_ONLY
7e2f2c6a-9bb1-4cb2-adf1-4c35b547fa30,Mississippi State University,Iota Phi Theta,NPHC,NO_ENTITY_FOUND,0,0,false,false,false,false,false,,0,0,,,,,,,UNKNOWN,NONE
89ac982d-4c51-4d68-acd0-983c7e154160,Mississippi State University,Kappa Delta,Panhellenic,ENTITY_MATCHED,2,1,false,true,false,true,false,2023,0,0,,,1216074,1332178,3902613,2535187,MODERATE,HIGH
8bfaee7d-1516-4697-80c1-c6f99858b2de,Mississippi State University,Beta Upsilon Chi,IFC,NO_ENTITY_FOUND,0,0,false,false,false,false,false,,0,0,,,,,,,UNKNOWN,NONE
91b4b517-8f79-4b5c-9ea1-91093e23942e,Mississippi State University,Chi Omega,Panhellenic,NEEDS_REVIEW,1,0,false,false,false,true,false,2023,0,0,,,9326761,25219251,8372048,1503624,LIGHT,NATIONAL_ONLY
96560abd-23d7-48ae-9a56-6f5bfe6564f6,Mississippi State University,Sigma Lambda Beta,MGC,NO_ENTITY_FOUND,0,0,false,false,false,false,false,,0,0,,,,,,,UNKNOWN,NONE
9d07e7dd-3cff-489c-9713-dcc01af27544,Mississippi State University,Kappa Alpha Order,IFC,ENTITY_MATCHED,2,1,false,false,false,true,false,2023,9,0,,,606950,591652,23498,0,LIGHT,HIGH
a36421c0-11a1-4d78-affd-2bc699c1ea9e,Mississippi State University,Phi Beta Sigma,NPHC,NO_ENTITY_FOUND,0,0,false,false,false,false,false,,0,0,,,,,,,UNKNOWN,NONE
07f53403-547d-4188-9ae0-358d939581bb,Mississippi State University,Sigma Phi Epsilon,IFC,NEEDS_REVIEW,1,0,false,false,false,true,false,2021,0,0,,,7894444,7973017,70284165,47495636,LIGHT,NATIONAL_ONLY
0ad49680-be3f-46c0-b3e1-9bd34315f77c,Mississippi State University,Sigma Alpha Epsilon,IFC,ENTITY_MATCHED,2,1,true,false,false,true,false,2024,0,0,,,1138207,1146210,236825,128546,LIGHT,HIGH
0b4adfaf-e924-42a0-960a-22a9dc9710b9,Mississippi State University,Alpha Chi Omega,Panhellenic,NEEDS_REVIEW,1,0,false,false,false,true,false,2023,8,10,LYNNE BIGGIO HERNDON,LESLIE ABRAMSKY BLOCK,14721901,15897771,27766470,17951953,LIGHT,NATIONAL_ONLY
0f2f4486-f8e0-4254-b5c6-11d9f53f2598,Mississippi State University,Sigma Lambda Gamma,MGC,NO_ENTITY_FOUND,0,0,false,false,false,false,false,,0,0,,,,,,,UNKNOWN,NONE
2112f2da-fdac-4718-8c4c-21584d89f784,University of Texas at Austin,Kappa Delta Chi,MGC,CANDIDATES_FOUND,0,0,false,false,false,false,false,,0,0,,,,,,,UNKNOWN,NONE
2924b1ae-5f3c-4709-a4c4-acfa254d5920,University of Texas at Austin,Phi Beta Sigma,NPHC,ENTITY_MATCHED,1,1,true,false,false,false,false,,0,0,,,,,,,LIGHT,HIGH
2a6e7e4a-76eb-4049-8f5e-a275ffd10285,University of Texas at Austin,Sigma Lambda Beta,MGC,NO_ENTITY_FOUND,0,0,false,false,false,false,false,,0,0,,,,,,,UNKNOWN,NONE
2f4b21f1-8cf5-4081-98eb-41ec87616397,Mississippi State University,Pi Kappa Phi,IFC,NEEDS_REVIEW,1,0,false,false,false,true,false,2024,0,0,,,7651700,6650513,12806295,8166805,LIGHT,NATIONAL_ONLY
31df6c5a-d415-43bb-9db5-8e4d1909c0ea,University of Texas at Austin,Zeta Phi Beta,NPHC,NEEDS_REVIEW,1,0,false,false,false,true,false,2022,0,0,,,7208754,6749052,25467405,5042416,LIGHT,NATIONAL_ONLY
33e4ee81-06e2-4e4d-9afa-2f439f2e11fc,Mississippi State University,Zeta Phi Beta,NPHC,ENTITY_MATCHED,2,1,true,false,false,true,false,2022,0,0,,,7208754,6749052,25467405,5042416,LIGHT,HIGH
3507667a-d745-4047-b883-1471cce253f4,University of Texas at Austin,Sigma Lambda Gamma,MGC,NO_ENTITY_FOUND,0,0,false,false,false,false,false,,0,0,,,,,,,UNKNOWN,NONE
36b5d0b5-0f9e-4d61-9e01-c5c755d7b3e2,Mississippi State University,Sigma Gamma Rho,NPHC,ENTITY_MATCHED,4,3,true,false,false,true,false,2023,0,0,,,13810784,14676025,5801135,4995240,LIGHT,HIGH
3dce38f1-54c5-4649-9726-e435a16c105d,Mississippi State University,Kappa Sigma,IFC,NEEDS_REVIEW,1,0,false,false,false,true,false,2022,0,0,,,5863607,5483274,7857250,989095,LIGHT,NATIONAL_ONLY
3f9398af-5978-4816-87b5-80b8cb555632,Mississippi State University,Alpha Kappa Alpha,NPHC,NO_ENTITY_FOUND,1,0,false,false,false,true,false,2023,0,0,,,45276043,47246171,78704412,25926573,LIGHT,NATIONAL_ONLY
40d081ad-214a-4f76-859f-55f4c84076dd,University of Texas at Austin,Sigma Gamma Rho,NPHC,ENTITY_MATCHED,4,3,true,false,false,true,false,2023,0,0,,,13810784,14676025,5801135,4995240,LIGHT,HIGH
bdb38a1f-f98c-4491-b06e-eeec32eff183,Mississippi State University,Sigma Pi,IFC,NO_ENTITY_FOUND,1,0,false,false,false,true,false,2023,0,0,,,3247538,4404602,2773566,173335,LIGHT,NATIONAL_ONLY
c311d609-7e14-446c-95a3-8f5aab2c6460,Mississippi State University,Delta Xi Phi,MGC,NO_ENTITY_FOUND,0,0,false,false,false,false,false,,0,0,,,,,,,UNKNOWN,NONE
c91cbabf-a29e-4fef-b3db-9aca6fc3bfed,University of Texas at Austin,Kappa Alpha Psi,NPHC,ENTITY_MATCHED,3,2,true,false,false,true,false,2016,0,0,,,5407230,4580050,6573534,491114,LIGHT,HIGH
cc7ab4cb-090d-44e3-92a8-88375a44aa26,Mississippi State University,Zeta Tau Alpha,Panhellenic,NO_ENTITY_FOUND,1,0,false,false,false,true,false,2023,0,0,,,8374719,10057415,36753113,13449328,LIGHT,NATIONAL_ONLY
468c2896-918f-41e6-b261-8a7a1ab0cc93,University of Texas at Austin,Alpha Kappa Alpha,NPHC,NEEDS_REVIEW,1,0,false,false,false,true,false,2023,0,0,,,45276043,47246171,78704412,25926573,LIGHT,NATIONAL_ONLY
471de92e-3641-4af6-a998-709730662ff3,University of South Carolina,Delta Phi Omega,MGC,NO_ENTITY_FOUND,0,0,false,false,false,false,false,,0,0,,,,,,,UNKNOWN,NONE
da2059df-8a65-4fa5-a116-d1986da624d6,University of Texas at Austin,Alpha Delta Pi,Panhellenic,ENTITY_MATCHED,2,1,false,true,false,true,false,2023,11,19,Debbie Ellis,Jeannene Mills,1029511,910183,1509993,312823,STRONG,HIGH
4e5a15d4-563b-4644-826a-3a94053439c1,University of Texas at Austin,Delta Sigma Theta,NPHC,ENTITY_MATCHED,2,1,true,false,false,true,false,2022,0,0,,,31051194,25156563,57143857,24790550,LIGHT,HIGH
f37b4b25-404a-4a99-8437-14b292b739f2,University of Texas at Austin,Pi Kappa Phi,IFC,ENTITY_MATCHED,2,1,false,true,false,true,false,2024,0,0,,,7651700,6650513,12806295,8166805,MODERATE,HIGH
f4caa950-0384-4c5d-a6aa-6271030ff585,University of Texas at Austin,Beta Upsilon Chi,IFC,NEEDS_REVIEW,0,0,false,false,false,false,false,,0,0,,,,,,,UNKNOWN,NONE
52642911-5748-4eeb-8779-b8d7b7fe91cf,University of Texas at Austin,Lambda Chi Alpha,IFC,ENTITY_MATCHED,2,1,true,false,false,true,false,2023,0,0,,,7757361,9318779,6329265,6105805,LIGHT,HIGH
5b53cad0-c3e7-467c-a792-3415e702ef93,University of South Carolina,Lambda Theta Alpha,MGC,NO_ENTITY_FOUND,1,0,false,false,false,true,false,2024,0,0,,,575588,519075,2038399,39114,LIGHT,NATIONAL_ONLY
5c25abb8-31a0-40c9-b412-ae4506a6048d,University of South Carolina,Lambda Theta Phi,MGC,NO_ENTITY_FOUND,0,0,false,false,false,false,false,,0,0,,,,,,,UNKNOWN,NONE
fd9f136a-7357-417e-80c6-8ab014511a7b,University of Texas at Austin,Chi Omega,Panhellenic,ENTITY_MATCHED,3,2,true,false,false,true,false,2023,0,0,,,396171,418181,16556,0,LIGHT,HIGH
fec66e10-f3be-4c4a-a7df-4ec43231e402,University of Texas at Austin,Phi Delta Theta,IFC,NEEDS_REVIEW,1,0,false,false,false,true,false,2023,0,0,,,6642836,6441081,6956145,1366384,LIGHT,NATIONAL_ONLY
64a30c66-0de7-4055-951c-9aa7b973b6ff,University of Texas at Austin,Iota Phi Theta,NPHC,ENTITY_MATCHED,1,1,false,false,false,false,false,,0,0,,,,,,,LIGHT,HIGH
6ddc6a1a-35ca-4897-afd1-dcab1f642485,University of South Carolina,Kappa Alpha Psi,NPHC,ENTITY_MATCHED,4,3,true,false,false,true,false,2016,0,0,,,5407230,4580050,6573534,491114,LIGHT,HIGH
7d956d8c-a430-4d2b-93c4-1c64f0fcfec3,University of Texas at Austin,Kappa Alpha Order,IFC,ENTITY_MATCHED,2,1,false,false,false,true,false,2023,9,0,,,1200337,1182384,163790,0,LIGHT,HIGH
83c21d1f-20ae-4d2c-adb7-1a2804e04d31,University of Texas at Austin,Sigma Alpha Epsilon,IFC,ENTITY_MATCHED,2,1,true,false,false,true,false,2023,0,0,,,1687855,1736442,603542,326323,LIGHT,HIGH
98ad24fa-7bc6-4784-8898-64add8daed99,University of South Carolina,Sigma Lambda Gamma,MGC,NO_ENTITY_FOUND,0,0,false,false,false,false,false,,0,0,,,,,,,UNKNOWN,NONE
9a295ad2-3917-4ac7-809e-c07b77777d7c,University of South Carolina,Phi Beta Sigma,NPHC,NEEDS_REVIEW,0,0,false,false,false,false,false,,0,0,,,,,,,UNKNOWN,NONE
9e26078e-7060-4e17-b4b3-9513e47ca478,University of Texas at Austin,Kappa Alpha Theta,Panhellenic,ENTITY_MATCHED,3,2,true,false,false,true,false,2023,11,7,ERICA D'ANGELO OCHS,,8145905,7622433,35939184,20356979,LIGHT,HIGH
a62aad87-8262-4dcc-bdda-d63decd8b193,University of Texas at Austin,Alpha Chi Omega,Panhellenic,ENTITY_MATCHED,2,1,true,false,false,true,false,2023,8,10,LYNNE BIGGIO HERNDON,LESLIE ABRAMSKY BLOCK,14721901,15897771,27766470,17951953,LIGHT,HIGH
a70b3f7c-d000-4bf0-b909-fe11c66ee4b8,University of Texas at Austin,Tau Kappa Epsilon,IFC,ENTITY_MATCHED,2,1,true,false,false,true,false,2023,0,0,,,5693324,5797020,6866705,3063238,LIGHT,HIGH
abd3df90-d5ad-4daa-bba6-0e2380f2edff,University of South Carolina,Sigma Lambda Beta,MGC,NO_ENTITY_FOUND,0,0,false,false,false,false,false,,0,0,,,,,,,UNKNOWN,NONE
aeca7bbd-9687-4a25-acc5-cc34913e1b6b,University of Texas at Austin,Delta Tau Delta,IFC,ENTITY_MATCHED,3,2,true,true,false,true,false,2023,0,0,,,1313356,1242734,400301,863,MODERATE,HIGH
b584c132-a7c7-455f-aa66-2490021a3d68,University of South Carolina,Omega Psi Phi,NPHC,NEEDS_REVIEW,1,0,false,false,false,true,false,2022,0,0,,,14895796,9895558,17720990,1151714,LIGHT,NATIONAL_ONLY
08525c20-fd06-4cef-ace8-ce39b6398d51,University of Texas at Austin,Delta Gamma,Panhellenic,NEEDS_REVIEW,1,0,false,false,false,true,false,2023,0,0,,,6798067,7007656,19676752,1853098,LIGHT,NATIONAL_ONLY
d08a56d2-87f1-4e64-b0f8-2770db7c77f7,University of Texas at Austin,Phi Kappa Psi,IFC,NEEDS_REVIEW,1,0,false,false,false,true,false,2024,5,11,ROBERT MARCHESANI,CHARLES BRANDMAN,3462956,3596087,3874343,1368036,LIGHT,NATIONAL_ONLY
091c9058-4ecd-49cf-b42c-0ee91ac384e3,University of South Carolina,Zeta Phi Beta,NPHC,ENTITY_MATCHED,2,1,true,false,false,true,false,2023,0,0,,,35015,21943,78399,0,LIGHT,HIGH
12895a18-2ef1-4712-8ca1-0c99c09905aa,University of South Carolina,Sigma Gamma Rho,NPHC,ENTITY_MATCHED,5,4,true,false,false,true,false,2023,0,0,,,13810784,14676025,5801135,4995240,LIGHT,HIGH
1536e854-3e1b-4c4d-8dcb-b9916d3a80af,University of South Carolina,Alpha Kappa Alpha,NPHC,NO_ENTITY_FOUND,1,0,false,false,false,true,false,2023,0,0,,,45276043,47246171,78704412,25926573,LIGHT,NATIONAL_ONLY
1cc9aebc-6dd5-42d4-b738-cd05de6b46cd,University of Texas at Austin,Zeta Tau Alpha,Panhellenic,ENTITY_MATCHED,2,1,false,true,false,true,false,2023,0,0,,,90970,90774,2737679,0,MODERATE,HIGH
20a584d0-d276-4f7c-936d-214cad985938,University of Texas at Austin,Acacia,IFC,NOT_RUN,0,0,false,false,false,false,false,,0,0,,,,,,,UNKNOWN,NONE
2a857ca4-9eff-49a4-9d87-22f6d78d1d35,University of Texas at Austin,Kappa Sigma,IFC,NEEDS_REVIEW,1,0,false,false,false,true,false,2022,0,0,,,5863607,5483274,7857250,989095,LIGHT,NATIONAL_ONLY
2feb2102-d7fe-4e21-b2a2-ba24cdbaba48,University of Texas at Austin,Pi Beta Phi,Panhellenic,ENTITY_MATCHED,2,1,false,true,false,true,false,2023,8,7,CARRIE MCDOWELL,MELEESIA AVANT,999019,844105,4577015,0,STRONG,HIGH
37731bc8-6637-4e10-a32e-b1013baf5c23,University of Texas at Austin,Phi Gamma Delta,IFC,ENTITY_MATCHED,2,1,true,false,false,true,false,2023,5,10,TIM KILDUFF,DONALD J HERMAN,6882567,7250137,16972198,283891,LIGHT,HIGH
38b1d424-fb42-43ec-8e9c-fe4833bdf1b1,University of Texas at Austin,Alpha Xi Delta,Panhellenic,NEEDS_REVIEW,1,0,false,false,false,true,false,2023,6,11,ERIN MACDONALD PECK,JENNIFER UMBERGER,2870393,3398321,14410437,4124678,LIGHT,NATIONAL_ONLY
39869220-072e-47a7-b910-22b4da008c64,University of South Carolina,Iota Phi Theta,NPHC,NO_ENTITY_FOUND,0,0,false,false,false,false,false,,0,0,,,,,,,UNKNOWN,NONE
3e846834-9a1f-49b1-9dbb-d1c15d5bea03,University of Texas at Austin,Theta Chi,IFC,ENTITY_MATCHED,3,2,true,false,false,true,true,2023,0,0,,,5802095,6651701,1868008,1046790,LIGHT,HIGH
3fb924cd-f058-40fe-adbb-580bd44a3627,University of Texas at Austin,Alpha Epsilon Pi,IFC,ENTITY_MATCHED,2,1,true,false,false,true,false,2023,0,0,,,4685200,4269285,4595688,593080,LIGHT,HIGH
bd1d6e5b-b3b2-4808-9ebc-398941e381bd,University of Texas at Austin,Sigma Alpha Mu,IFC,ENTITY_MATCHED,2,1,true,false,false,true,false,2023,2,2,RANDY MALTZ,BRUCE GOLDEN,679952,549151,369700,0,LIGHT,HIGH
c24ad417-42e1-45ef-ad58-b3d6ef736cf3,University of South Carolina,Delta Sigma Theta,NPHC,ENTITY_MATCHED,3,2,true,false,false,true,false,2022,0,0,,,31051194,25156563,57143857,24790550,LIGHT,HIGH
c2f54fc5-1e40-44c2-8790-ae006c681a6d,University of Texas at Austin,Beta Theta Pi,IFC,NEEDS_REVIEW,1,0,false,false,false,true,false,2023,0,0,,,6378113,7611188,6605669,5491333,LIGHT,NATIONAL_ONLY
c53c2ebe-020c-4a5b-93b7-71add6f5f853,University of South Carolina,Phi Mu,Panhellenic,ENTITY_MATCHED,2,1,false,true,false,true,false,2023,0,0,,,986776,940467,3247544,1999965,MODERATE,HIGH
cf88d4f0-f75c-4241-a557-cd75457a36e1,"University of Tennessee, Knoxville",Delta Zeta,Panhellenic,ENTITY_MATCHED,2,1,true,false,false,true,false,2023,4,4,MICHELLE ALBRECHT SMITH,,26809001,20532278,96230431,29613757,LIGHT,HIGH
d03e5a10-55bf-419a-b1a3-97718ebe6ac3,University of South Carolina,Kappa Delta,Panhellenic,ENTITY_MATCHED,2,1,true,false,false,true,false,2024,0,0,,,537204,490636,400018,2407,LIGHT,HIGH
4e4dc338-04c9-45e9-a898-0dfb8f540a23,"University of Tennessee, Knoxville",Phi Kappa Tau,IFC,ENTITY_MATCHED,2,1,true,false,false,true,false,2023,0,0,,,1891353,2050531,4195963,1337387,LIGHT,HIGH
d906bbf5-2ee8-4ba0-bee1-e02b2c638afa,"University of Tennessee, Knoxville",Sigma Lambda Beta,MGC,NO_ENTITY_FOUND,0,0,false,false,false,false,false,,0,0,,,,,,,UNKNOWN,NONE
53af61e9-2310-4622-a559-3aa375db3a72,University of South Carolina,Zeta Beta Tau,IFC,NO_ENTITY_FOUND,1,0,false,false,false,true,false,2023,0,0,,,2944254,2608316,2736822,1252880,LIGHT,NATIONAL_ONLY
f3804906-967c-48f0-b29b-c2fb9561a746,University of South Carolina,Phi Kappa Sigma,IFC,ENTITY_MATCHED,2,0,false,false,false,true,false,2023,0,0,,,1004912,715799,1503648,172902,LIGHT,NATIONAL_ONLY
5b256776-eb78-4362-a07c-ed6732580dee,University of South Carolina,Pi Kappa Alpha,IFC,ENTITY_MATCHED,2,1,true,false,false,true,false,2024,0,0,,,247307,236866,11914,0,LIGHT,HIGH
f8ab16a7-7e23-4ff4-aace-aff49eeed11d,"University of Tennessee, Knoxville",Sigma Alpha Epsilon,IFC,ENTITY_MATCHED,3,2,true,false,false,true,true,2024,0,0,,,1051427,1110355,95570,0,LIGHT,HIGH
fc2b9acb-b491-4333-971d-4b51336d3035,University of South Carolina,Pi Kappa Phi,IFC,ENTITY_MATCHED,2,1,true,false,false,true,false,2024,0,0,,,7651700,6650513,12806295,8166805,LIGHT,HIGH
ffbf8e7e-2afd-4641-ac65-0c6a6e8723e6,"University of Tennessee, Knoxville",Zeta Beta Tau,IFC,NEEDS_REVIEW,1,0,false,false,false,true,false,2023,0,0,,,2944254,2608316,2736822,1252880,LIGHT,NATIONAL_ONLY
5cb7569c-60bb-4c79-8d38-f493817d6575,"University of Tennessee, Knoxville",Pi Kappa Phi,IFC,NEEDS_REVIEW,1,0,false,false,false,true,false,2024,0,0,,,7651700,6650513,12806295,8166805,LIGHT,NATIONAL_ONLY
67c4fec2-db43-4ed4-bf21-c9facda73fe4,"University of Tennessee, Knoxville",Delta Gamma,Panhellenic,ENTITY_MATCHED,2,1,true,false,false,true,false,2023,0,0,,,6798067,7007656,19676752,1853098,LIGHT,HIGH
6bbf0392-7967-45b1-af75-23fdad57aa3a,University of South Carolina,Sigma Phi Epsilon,IFC,ENTITY_MATCHED,2,1,true,false,false,true,false,2022,0,0,,,346885,358154,2368,0,LIGHT,HIGH
6f2b75d7-6316-48ef-9a02-5e38d9d1dd27,University of South Carolina,Sigma Alpha Epsilon,IFC,ENTITY_MATCHED,2,1,true,false,false,true,false,2024,0,0,,,605994,623860,13333,6583,LIGHT,HIGH
7d6aa336-1932-492d-a6a4-0e831070a14e,University of South Carolina,Gamma Phi Beta,Panhellenic,ENTITY_MATCHED,2,1,true,false,false,true,false,2024,0,0,,,391220,311574,278446,0,LIGHT,HIGH
8072b4ca-3844-4a0e-83c4-a1bc103050a0,University of South Carolina,Theta Xi,IFC,NO_ENTITY_FOUND,1,0,false,false,false,true,false,,0,0,,,,,,,LIGHT,NATIONAL_ONLY
81654ba2-66d9-4558-8158-83f55322338b,University of South Carolina,Theta Chi,IFC,NEEDS_REVIEW,1,0,false,false,false,true,false,2023,0,0,,,5802095,6651701,1868008,1046790,LIGHT,NATIONAL_ONLY
8a5232a1-d3bd-4b91-bf5c-ac792bc5a354,"University of Tennessee, Knoxville",Omega Psi Phi,NPHC,NEEDS_REVIEW,1,0,false,false,false,true,false,2022,0,0,,,14895796,9895558,17720990,1151714,LIGHT,NATIONAL_ONLY
9072d5a3-7639-4d3a-b7b4-40e3dd6a25ff,"University of Tennessee, Knoxville",Zeta Tau Alpha,Panhellenic,NO_ENTITY_FOUND,1,0,false,false,false,true,false,2023,0,0,,,8374719,10057415,36753113,13449328,LIGHT,NATIONAL_ONLY
9bb92210-342d-4562-9690-2a3a6216fb8b,"University of Tennessee, Knoxville",Sigma Nu,IFC,ENTITY_MATCHED,2,1,true,false,false,true,false,2023,0,0,,,577996,595236,13065,0,LIGHT,HIGH
9c08a668-c2aa-49ad-8a54-1e3e1be51616,"University of Tennessee, Knoxville",Alpha Kappa Alpha,NPHC,CANDIDATES_FOUND,1,0,false,false,false,true,false,2023,0,0,,,45276043,47246171,78704412,25926573,LIGHT,NATIONAL_ONLY
a0864b4b-8b47-4372-99b4-157b6aa17487,"University of Tennessee, Knoxville",Kappa Alpha Theta,Panhellenic,NEEDS_REVIEW,1,0,false,false,false,true,false,2023,11,7,ERICA D'ANGELO OCHS,,8145905,7622433,35939184,20356979,LIGHT,NATIONAL_ONLY
a3ae0626-40bb-4fd3-95a3-fecd7a74786e,"University of Tennessee, Knoxville",Sigma Chi,IFC,ENTITY_MATCHED,2,1,false,true,false,true,false,2023,2,6,TOMMY SCHMID,,192534,143370,1296346,693821,STRONG,HIGH
aa6492e4-c585-4831-96ed-181b43ac3ca9,"University of Tennessee, Knoxville",Delta Sigma Theta,NPHC,ENTITY_MATCHED,2,1,true,false,false,true,false,2022,0,0,,,31051194,25156563,57143857,24790550,LIGHT,HIGH
04ce30f2-1b62-479c-ac4a-27e00c4220c3,"University of Tennessee, Knoxville",Pi Kappa Alpha,IFC,ENTITY_MATCHED,2,1,true,false,false,true,false,2024,0,0,,,0,0,1,0,LIGHT,HIGH
05968d0a-932b-4ab0-97da-b5b7874c595e,"University of Tennessee, Knoxville",Alpha Kappa Delta Phi,MGC,NO_ENTITY_FOUND,0,0,false,false,false,false,false,,0,0,,,,,,,UNKNOWN,NONE
0f992b9a-20b2-4015-bcdf-6db642d5a049,"University of Tennessee, Knoxville",Phi Delta Theta,IFC,ENTITY_MATCHED,2,1,true,false,false,true,false,2023,0,0,,,6642836,6441081,6956145,1366384,LIGHT,HIGH
1ba73b2c-bd6e-445a-8e06-8fef41096958,University of South Carolina,Sigma Chi,IFC,NEEDS_REVIEW,1,0,false,false,false,true,false,2023,0,0,,,6258354,6354819,2876673,1885237,LIGHT,NATIONAL_ONLY
246196de-17f9-429b-b3a1-f709c27b8beb,University of South Carolina,Chi Omega,Panhellenic,ENTITY_MATCHED,3,2,true,true,false,true,false,2023,0,0,,,1058809,713135,7656704,23499,MODERATE,HIGH
2e46d771-e65f-448a-bf9e-76ea507356bb,"University of Tennessee, Knoxville",Phi Beta Sigma,NPHC,NEEDS_REVIEW,0,0,false,false,false,false,false,,0,0,,,,,,,UNKNOWN,NONE
309bfd0c-741e-42a5-8a1f-e08bd8981365,"University of Tennessee, Knoxville",Alpha Delta Pi,Panhellenic,ENTITY_MATCHED,2,1,false,true,false,true,false,2023,8,11,DAWN VICTOR-HERRING,,1253748,1076226,1963376,32171,STRONG,HIGH
372f0d9d-9067-4068-9345-69375d3fe460,University of South Carolina,Alpha Chi Omega,Panhellenic,NEEDS_REVIEW,1,0,false,false,false,true,false,2023,8,10,LYNNE BIGGIO HERNDON,LESLIE ABRAMSKY BLOCK,14721901,15897771,27766470,17951953,LIGHT,NATIONAL_ONLY
3a8ebe74-60a0-4afe-99d7-b2d609bf9c2d,"University of Tennessee, Knoxville",Lambda Theta Phi,MGC,NO_ENTITY_FOUND,0,0,false,false,false,false,false,,0,0,,,,,,,UNKNOWN,NONE
3f038e02-49ac-4001-88e0-bcdd7fc5f815,"University of Tennessee, Knoxville",Delta Delta Delta,Panhellenic,ENTITY_MATCHED,2,1,false,true,false,true,false,2024,0,0,,,506957,363447,4802330,2890083,MODERATE,HIGH
43084298-d8d2-4c3d-ac06-0bc5c380392d,"University of Tennessee, Knoxville",Theta Chi,IFC,NO_ENTITY_FOUND,1,0,false,false,false,true,false,2023,0,0,,,5802095,6651701,1868008,1046790,LIGHT,NATIONAL_ONLY
b0ff8d4e-2bd8-4f57-ae33-d562b3999616,"University of Tennessee, Knoxville",Phi Mu,Panhellenic,NO_ENTITY_FOUND,1,0,false,false,false,true,false,2023,0,0,,,7308750,6433972,31031034,10603689,LIGHT,NATIONAL_ONLY
b8d12871-cfe3-496f-bf9a-126eb11609c5,"University of Tennessee, Knoxville",Alpha Chi Omega,Panhellenic,ENTITY_MATCHED,2,1,true,false,false,true,false,2023,8,10,LYNNE BIGGIO HERNDON,LESLIE ABRAMSKY BLOCK,14721901,15897771,27766470,17951953,LIGHT,HIGH
