ein,legal_name,entity_type,tax_year,form_type,rich_filing_available,total_revenue,total_expenses,total_assets,total_liabilities,net_assets,source
630188910,SIGMA DELTA TAU SOCIETY,UNKNOWN,2025,990N,false,,,,,,PROPUBLICA_API
264795406,PHI THETA CHAPTER HOUSE CORPORATION OF DELTA DELTA DELTA FRATERNITY,HOUSE_CORPORATION,2025,990N,false,,,,,,PROPUBLICA_API
580574897,SIGMA CHI FRATERNITY,LOCAL_CHAPTER_ENTITY,2025,990N,false,,,,,,PROPUBLICA_API
616042959,KAPPA ALPHA ORDER,UNKNOWN,2025,990N,false,,,,,,PROPUBLICA_API
726034315,SIGMA GAMMA RHO SORORITY INC,LOCAL_CHAPTER_ENTITY,2025,990N,false,,,,,,PROPUBLICA_API
430661687,ALPHA EPSILON PI FRATERNITY,LOCAL_CHAPTER_ENTITY,2025,990N,false,,,,,,PROPUBLICA_API
620458346,PI KAPPA ALPHA FRATERNITY,NATIONAL_PARENT,2025,990N,false,,,,,,PROPUBLICA_API
350868356,PHI DELTA THETA FRATERNITY,LOCAL_CHAPTER_ENTITY,2024,990,true,261202,269757,7588,0,7588,PROPUBLICA_API
592339079,PHI DELTA THETA FRATERNITY,LOCAL_CHAPTER_ENTITY,2024,990,true,223651,246293,87119,106932,-19813,PROPUBLICA_API
593282583,PHI DELTA THETA CHAPTER HOUSE ASSOCIATION INC,HOUSE_CORPORATION,2024,990,true,728788,680541,2092922,2386420,-293498,PROPUBLICA_API
630164075,PHI DELTA THETA FRATERNITY,LOCAL_CHAPTER_ENTITY,2024,990,true,358842,321319,37677,7010,30667,PROPUBLICA_API
631053272,PHI DELTA THETA FRATERNITY,LOCAL_CHAPTER_ENTITY,2024,990,true,1630881,1656709,5302792,3687146,1615646,PROPUBLICA_API
630893932,PHI MU HOUSE CORPORATION,HOUSE_CORPORATION,2024,990,true,3606077,1963807,19312738,1516133,17796605,PROPUBLICA_API
640723232,KAPPA ALPHA CHAPTER OF PHI MU FRATERNITY HOUSE CORPORATION,HOUSE_CORPORATION,2024,990,true,1819273,1445934,8316536,2800874,5515662,PROPUBLICA_API
636091968,THE NU BETA CHAPTER OF THE CHI OMEGA HOUSE ASSOCIATION INC,HOUSE_CORPORATION,2024,990,true,4059216,2703283,19160094,7474824,11685270,PROPUBLICA_API
636050290,CHI OMEGA FRATERNITY,LOCAL_CHAPTER_ENTITY,2024,990,true,786903,727225,628486,298080,330406,PROPUBLICA_API
264170711,UNIVERSITY OF ALABAMA CHAPTER OF SIGMA PI FRATERNITY HOUSING,LOCAL_CHAPTER_ENTITY,2024,990,true,888889,798505,2718575,2277989,440586,PROPUBLICA_API
630164080,PHI GAMMA DELTA FRATERNITY,LOCAL_CHAPTER_ENTITY,2024,990,true,1661300,1605007,907471,874294,33177,PROPUBLICA_API
630188910,SIGMA DELTA TAU SOCIETY,UNKNOWN,2024,990N,false,,,,,,PROPUBLICA_API
936036290,PHI KAPPA PSI FRATERNITY,LOCAL_CHAPTER_ENTITY,2024,990,true,566464,644359,27213,29320,-2107,PROPUBLICA_API
237109085,ALPHA PHI ZETA HOUSE CORPORATION OF LAMBDA CHI ALPHA FRATERNITY,HOUSE_CORPORATION,2024,990,true,373380,309693,3434336,2163015,1271321,PROPUBLICA_API
237235595,ALPHA GAMMA DELTA FRATERNITY,LOCAL_CHAPTER_ENTITY,2024,990,true,1464194,919679,11894528,3910736,7983792,PROPUBLICA_API
320257409,BETA MU HOUSE CORP OF ALPHA PHI INTERNATIONAL FRATERNITY INC,HOUSE_CORPORATION,2024,990,true,3486455,2749210,16894066,8631675,8262391,PROPUBLICA_API
941367157,ALPHA PHI BUILDING CORPORATION,HOUSE_CORPORATION,2024,990,true,1255887,893923,3363533,20100,3343433,PROPUBLICA_API
630007510,ALPHA GAMMA DELTA FRATERNITY,LOCAL_CHAPTER_ENTITY,2024,990,true,4105706,4104655,2572465,2810,2569655,PROPUBLICA_API
630056965,DELTA KAPPA EPSILON COUNCIL,UNKNOWN,2024,990,true,1503240,1432286,945812,831801,114011,PROPUBLICA_API
621370853,GAMMA PHI BETA SORORITY,LOCAL_CHAPTER_ENTITY,2024,990,true,693516,558908,413543,0,413543,PROPUBLICA_API
631004292,GAMMA PHI BETA SORORITY INC,LOCAL_CHAPTER_ENTITY,2024,990,true,3058555,3045310,13419865,9189949,4229916,PROPUBLICA_API
630980702,KAPPA DELTA SORORITY,LOCAL_CHAPTER_ENTITY,2024,990,true,5396754,3820502,18193996,3306881,14887115,PROPUBLICA_API
630120537,LAMBDA CHI ALPHA FRATERNITY INC,LOCAL_CHAPTER_ENTITY,2024,990,true,1443545,1437635,113014,57162,55852,PROPUBLICA_API
630115520,KAPPA DELTA SORORITY,LOCAL_CHAPTER_ENTITY,2024,990,true,787739,840405,602813,136529,466284,PROPUBLICA_API
630233975,ZETA BETA TAU FRATERNITY,LOCAL_CHAPTER_ENTITY,2024,990,true,970930,960414,84695,52660,32035,PROPUBLICA_API
630188870,SIGMA ALPHA EPSILON FRATERNITY,LOCAL_CHAPTER_ENTITY,2024,990,true,494193,527113,28167,38322,-10155,PROPUBLICA_API
636049922,HOUSE BOARD OF GAMMA PI OF KAPPA KAPPA GAMMA,UNKNOWN,2024,990,true,3280520,2397718,18866804,7533955,11332849,PROPUBLICA_API
631030493,PSI OF DELTA KAPPA EPSILON HOUSE CORPORATION OF UNIVERSITY ALABAMA,HOUSE_CORPORATION,2024,990,true,1386288,534954,5272278,0,5272278,PROPUBLICA_API
380293670,ALPHA DELTA PHI PENINSULAR CHAPTER,PROPERTY_HOLDING_ENTITY,2024,990N,false,,,,,,PROPUBLICA_API
630040605,TAU CHAPTER OF CHI PHI,LOCAL_CHAPTER_ENTITY,2024,990,true,1397402,1687432,780052,749335,30717,PROPUBLICA_API
580596934,PI KAPPA PHI FRATERNITY,LOCAL_CHAPTER_ENTITY,2024,990,true,663370,651855,434867,310951,123916,PROPUBLICA_API
630164600,PI KAPPA PHI FRATERNITY,LOCAL_CHAPTER_ENTITY,2024,990,true,1962255,1988205,111738,103353,8385,PROPUBLICA_API
630020370,KAPPA SIGMA FRATERNITY,LOCAL_CHAPTER_ENTITY,2024,990,true,1596195,1607248,235658,140555,95103,PROPUBLICA_API
630289642,KAPPA ALPHA ORDER,UNKNOWN,2024,990,true,2099957,2183010,181256,49580,131676,PROPUBLICA_API
581648136,IOTA ALUMNI OF PI KAPPA PHI INC,ALUMNI_CORPORATION,2024,990,true,134701,119539,660945,0,660945,PROPUBLICA_API
430349090,THE ALPHA KAPPA CHAPTER OF THE KAPPA ALPHA FRATERNITY,LOCAL_CHAPTER_ENTITY,2024,990,true,379142,216572,896452,42036,854416,PROPUBLICA_API
590641930,GAMMA IOTA CHAPTER OF ALPHA DELTA PI HOUSE CORPORATION,HOUSE_CORPORATION,2024,990,true,1792860,1638256,12473897,9660921,2812976,PROPUBLICA_API
351780304,PI KAPPA PHI INC,UNKNOWN,2024,990,true,926954,781499,1790607,266218,1524389,PROPUBLICA_API
630007530,ALPHA TAU OMEGA FRATERNITY,LOCAL_CHAPTER_ENTITY,2024,990,true,2056016,2010130,8229462,3102368,5127094,PROPUBLICA_API
581793975,ZETA IOTA CHAPTER OF ALPHA DELTA PI HOUSE CORPORATION,HOUSE_CORPORATION,2024,990,true,111653,118379,782659,2915,779744,PROPUBLICA_API
474051390,DELTA SIGMA CHAPTER OF ALPHA DELTA PI HOUSE CORPORATION,HOUSE_CORPORATION,2024,990,true,1974080,1450842,9282305,6475993,2806312,PROPUBLICA_API
630457980,BETA THETA PI FRATERNITY,LOCAL_CHAPTER_ENTITY,2024,990,true,1816367,1975736,411689,87059,324630,PROPUBLICA_API
630056950,DELTA CHI FRATERNITY,LOCAL_CHAPTER_ENTITY,2024,990,true,1557887,1565773,132273,36637,95636,PROPUBLICA_API
812173665,BETA RHO CHAPTER OF ALPHA OMEGA EPSILON,LOCAL_CHAPTER_ENTITY,2024,990N,false,,,,,,PROPUBLICA_API
862447294,TAU KAPPA EPSILON FRATERNITY OMICRON-XI CHAPTER INC,LOCAL_CHAPTER_ENTITY,2024,990N,false,,,,,,PROPUBLICA_API
716061509,CHI OMEGA FRATERNITY,LOCAL_CHAPTER_ENTITY,2024,990,true,526987,461087,252489,12681,239808,PROPUBLICA_API
812277045,SIGMA PHI EPSILON FRATERNITY INC,LOCAL_CHAPTER_ENTITY,2024,990,true,1264415,1222728,97660,-450,98110,PROPUBLICA_API
631006177,GAMMA ALPHA OF PI KAPPA ALPHA HOUSE CORPORATIONS,UNKNOWN,2024,990,true,480363,431051,4611267,2906872,1704395,PROPUBLICA_API
272795242,DELTA CHI-UNIVERSITY OF ALABAMA CHAPTER HOUSE CORPORATION,HOUSE_CORPORATION,2024,990,true,387990,342068,4164619,3264601,900018,PROPUBLICA_API
630188940,SIGMA NU FRATERNITY,LOCAL_CHAPTER_ENTITY,2024,990,true,1714663,1606190,1041433,956434,84999,PROPUBLICA_API
710237930,KAPPA SIGMA FRATERNITY,LOCAL_CHAPTER_ENTITY,2024,990,true,393060,395074,24578,10000,14578,PROPUBLICA_API
472160158,KAPPA ALPHA ORDER,UNKNOWN,2024,990,true,1189692,1045782,265371,0,265371,PROPUBLICA_API
710673722,KAPPA DELTA SORORITY,LOCAL_CHAPTER_ENTITY,2024,990,true,543285,455930,192870,0,192870,PROPUBLICA_API
636066478,GAMMA PHI BETA SORORITY INC,LOCAL_CHAPTER_ENTITY,2024,990,true,656053,658959,131606,0,131606,PROPUBLICA_API
636056644,PHI GAMMA DELTA FRATERNITY,LOCAL_CHAPTER_ENTITY,2024,990,true,1548528,1558235,125891,0,125891,PROPUBLICA_API
636050289,CHI OMEGA FRATERNITY,LOCAL_CHAPTER_ENTITY,2024,990,true,627692,581732,299069,96800,202269,PROPUBLICA_API
636050218,ALPHA GAMMA DELTA FRATERNITY,LOCAL_CHAPTER_ENTITY,2024,990,true,570681,551337,271400,0,271400,PROPUBLICA_API
581804021,CHI PHI FRATERNITY INC,LOCAL_CHAPTER_ENTITY,2024,990,true,20007,1750,972018,0,972018,PROPUBLICA_API
630838676,CHI PHI FRATERNITY INC,LOCAL_CHAPTER_ENTITY,2024,990EZ,true,117005,116519,6843,0,6843,PROPUBLICA_API
630289644,LAMBDA CHI ALPHA FRATERNITY INC,LOCAL_CHAPTER_ENTITY,2024,990,true,1360693,1218112,425639,0,425639,PROPUBLICA_API
630454765,KAPPA ALPHA ORDER,UNKNOWN,2024,990,true,1287964,1263594,50613,0,50613,PROPUBLICA_API
630962722,DELTA CHI FRATERNITY,LOCAL_CHAPTER_ENTITY,2024,990,true,539491,485197,196550,0,196550,PROPUBLICA_API
630837474,AUBURN DELTA CHI ALUMNI CONTROL BOARD INC,PROPERTY_HOLDING_ENTITY,2024,990,true,90935,75400,734767,44975,689792,PROPUBLICA_API
911903532,ALABAMA BETA CHAPTER OF THE PHI DELTA THETA FRATERNITY,LOCAL_CHAPTER_ENTITY,2024,990,true,901706,832927,165033,0,165033,PROPUBLICA_API
264795406,PHI THETA CHAPTER HOUSE CORPORATION OF DELTA DELTA DELTA FRATERNITY,HOUSE_CORPORATION,2024,990EZ,true,60960,32740,281932,0,281932,PROPUBLICA_API
200293448,DELTA TAU DELTA FRATERNITY,LOCAL_CHAPTER_ENTITY,2024,990,true,300647,353058,10416,0,10416,PROPUBLICA_API
237091513,ALABAMA GAMMA OF PI BETA PHI HOUSE ASSOCIATION INCORPORATED,HOUSE_CORPORATION,2024,990N,false,,,,,,PROPUBLICA_API
590639987,SIGMA ALPHA EPSILON FRATERNITY,LOCAL_CHAPTER_ENTITY,2024,990,true,925205,859723,235355,4722,230633,PROPUBLICA_API
591755953,SIGMA ALPHA EPSILON FRATERNITY,LOCAL_CHAPTER_ENTITY,2024,990,true,197315,83993,634944,0,634944,PROPUBLICA_API
874250391,PHI KAPPA TAU FRATERNITY,LOCAL_CHAPTER_ENTITY,2024,990,true,589118,618628,143063,2871,140192,PROPUBLICA_API
590638774,KAPPA DELTA SORORITY,LOCAL_CHAPTER_ENTITY,2024,990,true,374415,360601,157249,0,157249,PROPUBLICA_API
636053862,KAPPA DELTA SORORITY,LOCAL_CHAPTER_ENTITY,2024,990,true,715401,698541,238462,52,238410,PROPUBLICA_API
364817535,GAMMA PHI BETA SORORITY INC,LOCAL_CHAPTER_ENTITY,2024,990,true,415682,432203,299319,0,299319,PROPUBLICA_API
596153391,CHI OMEGA FRATERNITY,LOCAL_CHAPTER_ENTITY,2024,990,true,314807,259787,155818,0,155818,PROPUBLICA_API
800830267,PI KAPPA PHI FRATERNITY,LOCAL_CHAPTER_ENTITY,2024,990,true,301832,301832,0,0,0,PROPUBLICA_API
593350147,DELTA TAU DELTA FRATERNITY,LOCAL_CHAPTER_ENTITY,2024,990,true,688183,762098,67696,2145,65551,PROPUBLICA_API
591515489,THETA CHI FRATERNITY INC,LOCAL_CHAPTER_ENTITY,2024,990,true,1711462,1774966,2701388,1254566,1446822,PROPUBLICA_API
203675713,CHI PHI FRATERNITY,LOCAL_CHAPTER_ENTITY,2024,990,true,934035,846893,208142,7862,200280,PROPUBLICA_API
436049304,KAPPA ALPHA ORDER,UNKNOWN,2024,990,true,475722,496145,18953,0,18953,PROPUBLICA_API
871533047,ALPHA GAMMA RHO FRATERNITY,LOCAL_CHAPTER_ENTITY,2024,990,true,570409,516668,74348,75,74273,PROPUBLICA_API
596203032,PHI MU FRATERNITY,PROPERTY_HOLDING_ENTITY,2024,990,true,1295521,1242685,5063114,1938442,3124672,PROPUBLICA_API
581657154,GAMMA PHI BETA SORORITY INC,LOCAL_CHAPTER_ENTITY,2024,990,true,1221891,1261955,182493,0,182493,PROPUBLICA_API
596139328,BETA PI OF KAPPA DELTA HOUSE CORP,HOUSE_CORPORATION,2024,990,true,1052345,1044022,2375424,197500,2177924,PROPUBLICA_API
586067925,KAPPA DELTA SORORITY,LOCAL_CHAPTER_ENTITY,2024,990,true,454720,467786,188529,18681,169848,PROPUBLICA_API
580574897,SIGMA CHI FRATERNITY,LOCAL_CHAPTER_ENTITY,2024,990N,false,,,,,,PROPUBLICA_API
616034813,EPSILON OMEGA OF KAPPA DELTA HOUSE,PROPERTY_HOLDING_ENTITY,2024,990,true,814396,807709,5534345,5498272,36073,PROPUBLICA_API
580581268,DELTA TAU DELTA FRATERNITY,LOCAL_CHAPTER_ENTITY,2024,990EZ,true,192510,171299,59109,0,59109,PROPUBLICA_API
610469791,KAPPA DELTA SORORITY,LOCAL_CHAPTER_ENTITY,2024,990,true,261483,289428,185639,0,185639,PROPUBLICA_API
616042960,KAPPA ALPHA ORDER,UNKNOWN,2024,990,true,203231,193168,51444,0,51444,PROPUBLICA_API
620256693,KAPPA SIGMA FRATERNITY,LOCAL_CHAPTER_ENTITY,2024,990,true,599383,591703,18062,0,18062,PROPUBLICA_API
610446350,CHI OMEGA FRATERNITY,LOCAL_CHAPTER_ENTITY,2024,990,true,749379,754857,122326,0,122326,PROPUBLICA_API
310905748,LAMBDA ALPHA OF CHI OMEGA HOUSE CORPORATION INCORPORATED,HOUSE_CORPORATION,2024,990,true,538960,527642,622688,108902,513786,PROPUBLICA_API
616042959,KAPPA ALPHA ORDER,UNKNOWN,2024,990N,false,,,,,,PROPUBLICA_API
526036185,PHI GAMMA DELTA EDUCATIONAL FOUNDATION,EDUCATIONAL_FOUNDATION,2024,990,true,4215768,2492902,29803315,446726,29356589,PROPUBLICA_API
521345266,BETA BETA ZETA CHAPTER ZETA PHI BETA SORORITY INCORPORATED,LOCAL_CHAPTER_ENTITY,2024,990N,false,,,,,,PROPUBLICA_API
620495178,TENNESSEE KAPPA CHAPTER OF SIGMA ALPHA EPSILON,LOCAL_CHAPTER_ENTITY,2024,990,true,1051427,1110355,95570,0,95570,PROPUBLICA_API
726027982,PI KAPPA ALPHA FRATERNITY,LOCAL_CHAPTER_ENTITY,2024,990,true,826335,831245,2834640,1096208,1738432,PROPUBLICA_API
720603683,DELTA KAPPA OF ZETA TAU ALPHA HOUSE CORPORATION,HOUSE_CORPORATION,2024,990,true,428253,267132,1109097,89,1109008,PROPUBLICA_API
726021413,CHI OMEGA FRATERNITY,LOCAL_CHAPTER_ENTITY,2024,990,true,1924277,1635414,9937734,8377017,1560717,PROPUBLICA_API
576025458,KAPPA DELTA SORORITY,LOCAL_CHAPTER_ENTITY,2024,990,true,537204,490636,400018,2407,397611,PROPUBLICA_API
931715399,DELTA TAU DELTA FRATERNITY,LOCAL_CHAPTER_ENTITY,2024,990EZ,true,185176,128790,56386,0,56386,PROPUBLICA_API
720482627,PI KAPPA ALPHA FATERNITY,UNKNOWN,2024,990EZ,true,168420,165220,7666,0,7666,PROPUBLICA_API
726032539,HOUSE CORPORATION OF DELTA TAU DELTA L S U INC,HOUSE_CORPORATION,2024,990N,false,,,,,,PROPUBLICA_API
726034315,SIGMA GAMMA RHO SORORITY INC,LOCAL_CHAPTER_ENTITY,2024,990EZ,true,77685,51648,89275,45140,44135,PROPUBLICA_API
430661687,ALPHA EPSILON PI FRATERNITY,LOCAL_CHAPTER_ENTITY,2024,990N,false,,,,,,PROPUBLICA_API
852032822,SIGMA PHI EPSILON FRATERNITY INC,LOCAL_CHAPTER_ENTITY,2024,990,true,187367,177950,14378,0,14378,PROPUBLICA_API
861831306,LAMBDA ALPHA CHAPTER OF OMEGA PSI PHI FRATERNITY INC,LOCAL_CHAPTER_ENTITY,2024,990N,false,,,,,,PROPUBLICA_API
726027878,KAPPA DELTA SORORITY,LOCAL_CHAPTER_ENTITY,2024,990,true,557892,425224,572414,53,572361,PROPUBLICA_API
721523824,PHI MU FRATERNITY,LOCAL_CHAPTER_ENTITY,2024,990,true,603261,884208,2353853,1185623,1168230,PROPUBLICA_API
640310946,SIGMA ALPHA EPSILON FRATERNITY,LOCAL_CHAPTER_ENTITY,2024,990,true,1138207,1146210,236825,128546,108279,PROPUBLICA_API
463509823,BETA BETA ALUMNI OF THE DELTA SIGMA PHI FRATERNITY,ALUMNI_CORPORATION,2024,990,true,235405,367558,2403389,1320701,1082688,PROPUBLICA_API
436059582,GAMMA PHI BETA SORORITY INC,LOCAL_CHAPTER_ENTITY,2024,990,true,1350331,1201539,7978041,5686449,2291592,PROPUBLICA_API
436050433,ALPHA PHI HOUSE CORPORATION BOARD- UNIVERSITY OF MISSOURI,HOUSE_CORPORATION,2024,990,true,1588846,1570311,14764675,10953108,3811567,PROPUBLICA_API
430282880,GAMMA PHI BETA SORORITY INC,LOCAL_CHAPTER_ENTITY,2024,990,true,328271,241309,258955,0,258955,PROPUBLICA_API
431098570,KAPPA DELTA SORORITY,LOCAL_CHAPTER_ENTITY,2024,990,true,539128,533928,237983,663,237320,PROPUBLICA_API
430214640,CHI OMEGA FRATERNITY,LOCAL_CHAPTER_ENTITY,2024,990,true,301674,301068,150912,74381,76531,PROPUBLICA_API
436031386,DELTA XI BLDG CORP OF DELTA DELTA DELTA,UNKNOWN,2024,990,true,560234,306291,4745137,2547077,2198060,PROPUBLICA_API
436052949,RHO ALPHA OF CHI OMEGA INC,PROPERTY_HOLDING_ENTITY,2024,990,true,1228934,1006467,4335490,1549074,2786416,PROPUBLICA_API
430156640,ALPHA GAMMA RHO FRATERNITY,LOCAL_CHAPTER_ENTITY,2024,990,true,424217,405556,89245,21000,68245,PROPUBLICA_API
900767327,KAPPA SIGMA FRATERNITY,LOCAL_CHAPTER_ENTITY,2024,990,true,507194,506753,28189,0,28189,PROPUBLICA_API
436061869,ALPHA CHI OMEGA HOUSE CORP FOR ALPHA NU CHAPTER,HOUSE_CORPORATION,2024,990,true,373662,200734,3611824,391775,3220049,PROPUBLICA_API
730580030,DELTA TAU DELTA FRATERNITY,LOCAL_CHAPTER_ENTITY,2024,990,true,329913,305828,28719,0,28719,PROPUBLICA_API
300407306,BETA KAPPA OF SIGMA CHI WHITE CROSS FOUNDATION,EDUCATIONAL_FOUNDATION,2024,990PF,true,61677,22367,300058,1,300057,PROPUBLICA_API
237432859,SIGMA NU FRATERNITY,LOCAL_CHAPTER_ENTITY,2024,990,true,981072,1047486,59441,22801,36640,PROPUBLICA_API
900353708,THETA CHI FRATERNITY UNIVERSITY OF MISSOURI IOTA MU CHAPTER,LOCAL_CHAPTER_ENTITY,2024,990,true,584401,623842,50933,0,50933,PROPUBLICA_API
430519030,SIGMA NU HOUSE CORPORATION,HOUSE_CORPORATION,2024,990,true,258410,423360,5558727,2261922,3296805,PROPUBLICA_API
446013887,DELTA TAU DELTA ASSOCIATION OF COLUNBIA MO,UNKNOWN,2024,990,true,561367,580074,7372673,4701594,2671079,PROPUBLICA_API
730181175,CHI OMEGA FRATERNITY,LOCAL_CHAPTER_ENTITY,2024,990,true,411459,388576,103451,28841,74610,PROPUBLICA_API
430240451,DELTA TAU DELTA FRATERNITY,LOCAL_CHAPTER_ENTITY,2024,990,true,1218460,1202659,412114,88057,324057,PROPUBLICA_API
730589378,TRUSTEES OF OKLAHOMA ALPHA CHAPTER OF PI BETA PHI FRATERNITY INC,LOCAL_CHAPTER_ENTITY,2024,990,true,630899,695085,1518088,5762,1512326,PROPUBLICA_API
730579972,GAMMA PHI BETA SORORITY INC,LOCAL_CHAPTER_ENTITY,2024,990,true,1402149,1301801,5067752,3110770,1956982,PROPUBLICA_API
510178981,GAMMA PHI BETA SORORITY INC,LOCAL_CHAPTER_ENTITY,2024,990,true,306550,334668,173243,0,173243,PROPUBLICA_API
731233879,BUILDING ASSOCIATION OF THE EPSILON ALPHA CHAPT CHI OMEGA FRATERNITY,HOUSE_CORPORATION,2024,990,true,1401174,1202935,7544735,0,7544735,PROPUBLICA_API
640304773,SIGMA NU FRATERNITY,LOCAL_CHAPTER_ENTITY,2024,990,true,2054675,2039138,118659,0,118659,PROPUBLICA_API
640307108,CHI OMEGA FRATERNITY,LOCAL_CHAPTER_ENTITY,2024,990,true,559825,570299,87245,0,87245,PROPUBLICA_API
237128453,LAMBDA CHI ALPHA FRATERNITY INC,LOCAL_CHAPTER_ENTITY,2024,990,true,0,0,740,0,740,PROPUBLICA_API
576034943,KAPPA SIGMA FRATERNITY,LOCAL_CHAPTER_ENTITY,2024,990,true,105005,106423,3250,0,3250,PROPUBLICA_API
237145973,SIGMA ALPHA EPSILON SOUTH CAROLINA DELTA CHAPTER,LOCAL_CHAPTER_ENTITY,2024,990,true,605994,623860,13333,6583,6750,PROPUBLICA_API
383878997,ALPHA GAMMA DELTA FRATERNITY,LOCAL_CHAPTER_ENTITY,2024,990,true,989583,1006632,312644,102551,210093,PROPUBLICA_API
201554454,GAMMA PHI BETA SORORITY INC,LOCAL_CHAPTER_ENTITY,2024,990,true,391220,311574,278446,0,278446,PROPUBLICA_API
824644973,PHI DELTA THETA FRATERNITY,LOCAL_CHAPTER_ENTITY,2024,990,true,388240,380382,15885,0,15885,PROPUBLICA_API
576027420,PI KAPPA ALPHA FRATERNITY,LOCAL_CHAPTER_ENTITY,2024,990,true,247307,236866,11914,0,11914,PROPUBLICA_API
742188211,SIGMA PHI EPSILON EDUCATION FOUNDATION OF TEXAS ALPHA,EDUCATIONAL_FOUNDATION,2024,990EZ,true,61069,131769,423098,749813,-326715,PROPUBLICA_API
626042374,DELTA SIGMA HOUSE CORPORATION OF DELTA DELTA DELTA,HOUSE_CORPORATION,2024,990,true,506957,363447,4802330,2890083,1912247,PROPUBLICA_API
371916316,PHI GAMMA DELTA FRATERNITY,LOCAL_CHAPTER_ENTITY,2024,990,true,714215,714145,20278,0,20278,PROPUBLICA_API
741130614,SIGMA PHI EPSILON FRATERNITY INC,LOCAL_CHAPTER_ENTITY,2024,990,true,1481983,1439010,186300,0,186300,PROPUBLICA_API
626047671,KAPPA DELTA SORORITY,LOCAL_CHAPTER_ENTITY,2024,990,true,821660,774540,512836,95515,417321,PROPUBLICA_API
621386377,PI CHAPTER CHI OMEGA FRATERNITY HOUSE CORP,HOUSE_CORPORATION,2024,990,true,900884,720687,868223,13804,854419,PROPUBLICA_API
741120034,PI KAPPA ALPHA FRATERNITY,LOCAL_CHAPTER_ENTITY,2024,990,true,1248905,1305098,144114,179210,-35096,PROPUBLICA_API
741932980,XI KAPPA OF CHI OMEGA HOUSE CORP,HOUSE_CORPORATION,2024,990,true,829706,802115,2357593,43890,2313703,PROPUBLICA_API
742205939,KAPPA DELTA SORORITY,LOCAL_CHAPTER_ENTITY,2024,990,true,370831,359224,166008,8858,157150,PROPUBLICA_API
742155975,SIGMA EPSILON OF KAPPA DELTA HOUSE CORP,HOUSE_CORPORATION,2024,990,true,1214202,1004809,2727115,804793,1922322,PROPUBLICA_API
134264657,GAMMA PHI BETA SORORITY INC,LOCAL_CHAPTER_ENTITY,2024,990,true,387563,334552,204397,0,204397,PROPUBLICA_API
732350514,TEXAS ETA CHAPTER OF PI BETA PHI HOUSE CORPORATION,HOUSE_CORPORATION,2024,990,true,354250,398505,1019429,229184,790245,PROPUBLICA_API
742930349,ETA ALPHA HOUSE CORPORATION OF KAPPA DELTA SORORITY,HOUSE_CORPORATION,2024,990,true,803432,783437,1040449,522529,517920,PROPUBLICA_API
742205743,KAPPA ALPHA ORDER,UNKNOWN,2024,990,true,525477,518552,25935,0,25935,PROPUBLICA_API
273674898,PI KAPPA ALPHA FRATERNITY,LOCAL_CHAPTER_ENTITY,2024,990,true,1393481,1281379,116604,0,116604,PROPUBLICA_API
621218011,ALPHA DELTA PI HOUSE CORPORATION,HOUSE_CORPORATION,2024,990,true,112946,98825,615074,2534,612540,PROPUBLICA_API
621793998,KAPPA DELTA SORORITY,LOCAL_CHAPTER_ENTITY,2024,990,true,611109,572244,136281,589,135692,PROPUBLICA_API
626074044,CHI OMEGA FRATERNITY,LOCAL_CHAPTER_ENTITY,2024,990EZ,true,173810,171213,241305,0,241305,PROPUBLICA_API
900652699,FIFTH DISTRICT OF OMEGA PSI PHI FRATERNITY INC,LOCAL_CHAPTER_ENTITY,2024,990N,false,,,,,,PROPUBLICA_API
237279516,NASHVILLE ALUMNI CHAPTER KAPPA ALPHA PSI FRATERNITY INC,ALUMNI_CORPORATION,2024,990EZ,true,92883,91080,82208,26887,55321,PROPUBLICA_API
263623864,KAPPA SIGMA FRATERNITY,LOCAL_CHAPTER_ENTITY,2024,990,true,161752,157464,7843,0,7843,PROPUBLICA_API
473151737,PI KAPPA ALPHA FRATERNITY,LOCAL_CHAPTER_ENTITY,2024,990EZ,true,90892,95275,2266,0,2266,PROPUBLICA_API
010158948,SIGMA KAPPA SORORITY,NATIONAL_PARENT,2024,990,true,6149087,4574786,14487244,7002321,7484923,PROPUBLICA_API
621466616,BETA TAU HOUSE CORPORATION OF KAPPA DELTA SORORITY,HOUSE_CORPORATION,2024,990EZ,true,98760,116942,267641,11352,256289,PROPUBLICA_API
621781729,ZETA PHI BETA SORORITY INC PI ZETA CHAPTER,LOCAL_CHAPTER_ENTITY,2024,990EZ,true,38106,33627,71011,0,71011,PROPUBLICA_API
626047662,KAPPA DELTA SORORITY,LOCAL_CHAPTER_ENTITY,2024,990EZ,true,192171,199685,193839,0,193839,PROPUBLICA_API
362362161,PHI KAPPA PSI FRATERNITY,NATIONAL_PARENT,2024,990,true,3462956,3596087,3874343,1368036,2506307,PROPUBLICA_API
362077508,ALPHA PHI INTERNATIONAL FRATERNITY INC,NATIONAL_PARENT,2024,990,true,11454559,8872758,66006797,33308311,32698486,PROPUBLICA_API
570340150,PI KAPPA PHI FRATERNITY,NATIONAL_PARENT,2024,990,true,7651700,6650513,12806295,8166805,4639490,PROPUBLICA_API
620458346,PI KAPPA ALPHA FRATERNITY,NATIONAL_PARENT,2024,990EZ,true,0,0,1,0,1,PROPUBLICA_API
370152080,ALPHA GAMMA RHO FRATERNITY,NATIONAL_PARENT,2024,990,true,1786541,2798515,4372490,1522014,2850476,PROPUBLICA_API
