ein,legal_name,entity_type,tax_year,form_type,rich_filing_available,total_revenue,total_expenses,total_assets,total_liabilities,net_assets,source
746084213,CHI OMEGA FRATERNITY IOTA CHAPTER UNIV OF TX AT AUSTIN,LOCAL_CHAPTER_ENTITY,2022,990,true,412150,455447,38566,0,38566,PROPUBLICA_API
743004321,TEXAS DELTA CHI HOUSING CORP,HOUSE_CORPORATION,2022,990,true,33692,5384,450658,0,450658,PROPUBLICA_API
741116912,SIGMA CHI FRATERNITY,LOCAL_CHAPTER_ENTITY,2022,990,true,855054,798745,136546,48250,88296,PROPUBLICA_API
741130611,SIGMA ALPHA EPSILON FRATERNITY,LOCAL_CHAPTER_ENTITY,2022,990,true,1682670,1718378,657671,331865,325806,PROPUBLICA_API
741120034,PI KAPPA ALPHA FRATERNITY,LOCAL_CHAPTER_ENTITY,2022,990,true,1045382,1013515,211734,157907,53827,PROPUBLICA_API
740555581,CHI OMEGA FRATERNITY,LOCAL_CHAPTER_ENTITY,2022,990,true,1202394,1019719,2340750,73599,2267151,PROPUBLICA_API
510165062,CHI OMEGA FRATERNITY,LOCAL_CHAPTER_ENTITY,2022,990,true,581954,491289,253149,0,253149,PROPUBLICA_API
741493205,KAPPA CHAPTER OF ZETA TAU ALPHA HOUSE CORPORATION,HOUSE_CORPORATION,2022,990,true,165112,88794,2737483,0,2737483,PROPUBLICA_API
746060984,TEXAS ALPHA HOUSE CORPORATION OF PI BETA PHI,HOUSE_CORPORATION,2022,990,true,1201753,622488,4464392,1363,4463029,PROPUBLICA_API
740481786,ALPHA EPSILON PHI SORORITY OMEGA CHAPTER,LOCAL_CHAPTER_ENTITY,2022,990,true,351654,329911,442403,62020,380383,PROPUBLICA_API
510207538,SIGMA CHI FRATERNITY,LOCAL_CHAPTER_ENTITY,2022,990,true,972471,938434,84890,0,84890,PROPUBLICA_API
812525354,ALPHA SIGMA PHI FRATERNITY INC,LOCAL_CHAPTER_ENTITY,2022,990EZ,true,55523,59157,5286,0,5286,PROPUBLICA_API
742155975,SIGMA EPSILON OF KAPPA DELTA HOUSE CORP,HOUSE_CORPORATION,2022,990,true,1129466,796522,2806685,1150005,1656680,PROPUBLICA_API
741932980,XI KAPPA OF CHI OMEGA HOUSE CORP,HOUSE_CORPORATION,2022,990,true,745567,594184,2316036,28895,2287141,PROPUBLICA_API
834409140,LAMBDA CHI ALPHA FRATERNITY INC,LOCAL_CHAPTER_ENTITY,2022,990EZ,true,51816,41774,13093,0,13093,PROPUBLICA_API
134264657,GAMMA PHI BETA SORORITY INC,LOCAL_CHAPTER_ENTITY,2022,990,true,300431,299974,170165,0,170165,PROPUBLICA_API
732350514,TEXAS ETA CHAPTER OF PI BETA PHI HOUSE CORPORATION,HOUSE_CORPORATION,2022,990,true,343336,311706,1166188,279102,887086,PROPUBLICA_API
742205939,KAPPA DELTA SORORITY,LOCAL_CHAPTER_ENTITY,2022,990,true,419213,371559,163302,39371,123931,PROPUBLICA_API
742930349,ETA ALPHA HOUSE CORPORATION OF KAPPA DELTA SORORITY,HOUSE_CORPORATION,2022,990,true,830410,717924,1221336,682607,538729,PROPUBLICA_API
741116922,DELTA TAU DELTA FRATERNITY,LOCAL_CHAPTER_ENTITY,2022,990,true,1211023,1206606,329679,863,328816,PROPUBLICA_API
810575553,PHI GAMMA DELTA FRATERNITY,LOCAL_CHAPTER_ENTITY,2022,990,true,642567,662960,9609,0,9609,PROPUBLICA_API
742205743,KAPPA ALPHA ORDER,UNKNOWN,2022,990,true,317210,354826,27634,0,27634,PROPUBLICA_API
746082351,DELTA TAU DELTA BUILDING ASSN,PROPERTY_HOLDING_ENTITY,2022,990,true,499236,30946,2994410,129594,2864816,PROPUBLICA_API
273674898,PI KAPPA ALPHA FRATERNITY,LOCAL_CHAPTER_ENTITY,2022,990,true,555937,545668,12841,0,12841,PROPUBLICA_API
530209696,OMEGA PSI PHI FRATERNITY,NATIONAL_PARENT,2022,990,true,14895796,9895558,17720990,1151714,16569276,PROPUBLICA_API
900652699,FIFTH DISTRICT OF OMEGA PSI PHI FRATERNITY INC,LOCAL_CHAPTER_ENTITY,2022,990EZ,true,89460,106909,187072,0,187072,PROPUBLICA_API
621218011,ALPHA DELTA PI HOUSE CORPORATION,HOUSE_CORPORATION,2022,990,true,104807,104569,611985,4705,607280,PROPUBLICA_API
621793998,KAPPA DELTA SORORITY,LOCAL_CHAPTER_ENTITY,2022,990,true,616764,652354,96240,80206,16034,PROPUBLICA_API
626074044,CHI OMEGA FRATERNITY,LOCAL_CHAPTER_ENTITY,2022,990EZ,true,164338,173664,242568,0,242568,PROPUBLICA_API
742244833,DELTA TAU DELTA FRATERNITY,LOCAL_CHAPTER_ENTITY,2022,990,true,360746,366382,29161,0,29161,PROPUBLICA_API
530261012,ZETA PHI BETA SORORITY INC,NATIONAL_PARENT,2022,990,true,7208754,6749052,25467405,5042416,20424989,PROPUBLICA_API
362426170,GAMMA PHI BETA SORORITY INC,NATIONAL_PARENT,2022,990,true,12603697,11471431,31209730,11882661,19327069,PROPUBLICA_API
237279516,NASHVILLE ALUMNI CHAPTER KAPPA ALPHA PSI FRATERNITY INC,ALUMNI_CORPORATION,2022,990EZ,true,91930,73398,66602,0,66602,PROPUBLICA_API
620671306,KAPPA ALPHA ORDER,UNKNOWN,2022,990EZ,true,180043,184999,2663,0,2663,PROPUBLICA_API
263623864,KAPPA SIGMA FRATERNITY,LOCAL_CHAPTER_ENTITY,2022,990,true,162462,156408,9721,0,9721,PROPUBLICA_API
473151737,PI KAPPA ALPHA FRATERNITY,LOCAL_CHAPTER_ENTITY,2022,990EZ,true,64040,56160,57314,3431,53883,PROPUBLICA_API
010158948,SIGMA KAPPA SORORITY,NATIONAL_PARENT,2022,990,true,4440817,4170290,12933828,6669222,6264606,PROPUBLICA_API
815056843,TAMU BETA THETA PI MOMS CLUB,UNKNOWN,2022,990EZ,true,57438,56560,2407,0,2407,PROPUBLICA_API
621466616,BETA TAU HOUSE CORPORATION OF KAPPA DELTA SORORITY,HOUSE_CORPORATION,2022,990EZ,true,89061,78493,272022,10852,261170,PROPUBLICA_API
621771326,PHI BETA SIGMA FRATERNITY-ETA BETA SIGMA CHAPTER INCORPORATED,LOCAL_CHAPTER_ENTITY,2022,990,true,44113,51735,38501,0,38501,PROPUBLICA_API
621781729,ZETA PHI BETA SORORITY INC PI ZETA CHAPTER,LOCAL_CHAPTER_ENTITY,2022,990EZ,true,18731,19258,59784,0,59784,PROPUBLICA_API
626047662,KAPPA DELTA SORORITY,LOCAL_CHAPTER_ENTITY,2022,990EZ,true,140293,142535,182480,0,182480,PROPUBLICA_API
381543609,SIGMA ALPHA IOTA FRATERNITY,NATIONAL_PARENT,2022,990,true,603942,827890,1195504,366461,829043,PROPUBLICA_API
430765719,THETA TAU,NATIONAL_PARENT,2022,990,true,1113924,883395,3869927,8000,3861927,PROPUBLICA_API
310406470,PHI DELTA THETA FRATERNITY,NATIONAL_PARENT,2022,990,true,5560379,5154074,6590375,1142559,5447816,PROPUBLICA_API
356020472,SIGMA GAMMA RHO SORORITY INC,NATIONAL_PARENT,2022,990,true,8732728,8361541,12325123,10997782,1327341,PROPUBLICA_API
310851686,CHI OMEGA FRATERNITY,NATIONAL_PARENT,2022,990,true,9626899,7351792,23658110,336136,23321974,PROPUBLICA_API
350141875,ALPHA CHI OMEGA FRATERNITY INC,NATIONAL_PARENT,2022,990,true,16507869,14683753,29119055,18517293,10601762,PROPUBLICA_API
361996950,ZETA TAU ALPHA INTL FRATERNITY & FRATERNITY HOUSING CORPORATION,NATIONAL_PARENT,2022,990,true,10920261,10362459,36616628,13527461,23089167,PROPUBLICA_API
221281800,SIGMA PI FRATERNITY INTERNATIONAL,NATIONAL_PARENT,2022,990,true,3002787,2561576,4010997,350957,3660040,PROPUBLICA_API
221550561,ALPHA GAMMA DELTA FRATERNITY,NATIONAL_PARENT,2022,990,true,5499858,5656056,13038202,8098833,4939369,PROPUBLICA_API
131306360,SIGMA ALPHA MU FRATERNITY INC,NATIONAL_PARENT,2022,990,true,2188027,1941361,8680089,3791183,4888906,PROPUBLICA_API
362362161,PHI KAPPA PSI FRATERNITY,NATIONAL_PARENT,2022,990,true,3577760,3220135,3086235,811409,2274826,PROPUBLICA_API
210577978,THETA CHI FRATERNITY INC,NATIONAL_PARENT,2022,990,true,5783656,9661080,2675472,1004825,1670647,PROPUBLICA_API
382900287,PHI SIGMA RHO NATIONAL SORORITY,NATIONAL_PARENT,2022,990,true,495563,561249,514515,0,514515,PROPUBLICA_API
314164901,DELTA GAMMA FRATERNITY,NATIONAL_PARENT,2022,990,true,7575219,6192118,19466376,1873572,17592804,PROPUBLICA_API
620533776,PHI MU FRATERNITY,NATIONAL_PARENT,2022,990,true,5230581,4224764,29222626,10293017,18929609,PROPUBLICA_API
350459180,LAMBDA CHI ALPHA FRATERNITY INC,NATIONAL_PARENT,2022,990,true,7162533,9895761,5400944,3497907,1903037,PROPUBLICA_API
350267650,DELTA TAU DELTA FRATERNITY,NATIONAL_PARENT,2022,990,true,5543080,4942658,13800462,1943441,11857021,PROPUBLICA_API
530125862,PHI GAMMA DELTA FRATERNITY,NATIONAL_PARENT,2022,990,true,5950769,5335152,16891307,424958,16466349,PROPUBLICA_API
131496630,ZETA PSI FRATERNITY OF NORTH AMERICA,NATIONAL_PARENT,2022,990,true,844211,1087211,650645,624147,26498,PROPUBLICA_API
730593444,KAPPA KAPPA PSI FRATERNITY,NATIONAL_PARENT,2022,990,true,821244,1029484,1821222,331339,1489883,PROPUBLICA_API
362077508,ALPHA PHI INTERNATIONAL FRATERNITY INC,NATIONAL_PARENT,2022,990,true,12398073,8680894,56554412,30159811,26394601,PROPUBLICA_API
430689936,SIGMA TAU GAMMA FRATERNITY,NATIONAL_PARENT,2022,990,true,3953336,3791340,5058507,3816331,1242176,PROPUBLICA_API
361773950,SIGMA ALPHA EPSILON FRATERNITY,NATIONAL_PARENT,2022,990,true,7199867,6351692,12822677,3238764,9583913,PROPUBLICA_API
131714532,KAPPA SIGMA FRATERNITY,NATIONAL_PARENT,2022,990,true,5863607,5483274,7857250,989095,6868155,PROPUBLICA_API
580191430,CHI PHI FRATERNITY INC,NATIONAL_PARENT,2022,990,true,1581919,1357759,1837605,215311,1622294,PROPUBLICA_API
430769468,ALPHA EPSILON PI FRATERNITY INC,NATIONAL_PARENT,2022,990,true,4570626,3623918,3914099,305436,3608663,PROPUBLICA_API
570340150,PI KAPPA PHI FRATERNITY,NATIONAL_PARENT,2022,990,true,6117819,5963293,8562340,4914058,3648282,PROPUBLICA_API
440500006,KAPPA DELTA SORORITY INC,NATIONAL_PARENT,2022,990,true,8590699,6430254,70333068,8415884,61917184,PROPUBLICA_API
580310956,KAPPA ALPHA ORDER,NATIONAL_PARENT,2022,990,true,5326752,4984446,4493264,3146635,1346629,PROPUBLICA_API
362152330,ALPHA KAPPA ALPHA SORORITY INC,NATIONAL_PARENT,2022,990,true,51536928,53169601,75647473,24880818,50766655,PROPUBLICA_API
130604310,DELTA KAPPA EPSILON FRATERNITY,NATIONAL_PARENT,2022,990,true,1776461,1402329,1555873,254497,1301376,PROPUBLICA_API
370464584,PI BETA PHI FRATERNITY,NATIONAL_PARENT,2022,990,true,9219516,7041467,45635121,4577191,41057930,PROPUBLICA_API
131496610,ZETA BETA TAU FRATERNITY,NATIONAL_PARENT,2022,990,true,2454706,2546181,1606323,458319,1148004,PROPUBLICA_API
311353726,DELTA ZETA NATIONAL HOUSING CORPORATION,NATIONAL_PARENT,2022,990,true,22719151,19603103,87996446,28235431,59761015,PROPUBLICA_API
314359813,ALPHA SIGMA PHI FRATERNITY INC,NATIONAL_PARENT,2022,990,true,4239555,3935986,4486738,537391,3949347,PROPUBLICA_API
361305568,KAPPA ALPHA THETA FRATERNITY,NATIONAL_PARENT,2022,990,true,8037771,6039713,35578476,21221530,14356946,PROPUBLICA_API
310531047,BETA THETA PI FRATERNITY,NATIONAL_PARENT,2022,990,true,6268729,6349131,10733585,3762708,6970877,PROPUBLICA_API
314221880,KAPPA KAPPA GAMMA FRATERNITY INC,NATIONAL_PARENT,2022,990,true,7778696,7236693,12888537,2120254,10768283,PROPUBLICA_API
580638489,ALPHA DELTA PI SORORITY,NATIONAL_PARENT,2022,990,true,7828626,5276465,18010902,2898089,15112813,PROPUBLICA_API
310406478,PHI KAPPA TAU FRATERNITY,NATIONAL_PARENT,2022,990,true,1862133,1933689,4347554,1329333,3018221,PROPUBLICA_API
370152140,ALPHA TAU OMEGA FRATERNITY,NATIONAL_PARENT,2022,990,true,6148609,5499819,3234261,1841071,1393190,PROPUBLICA_API
362374316,DELTA DELTA DELTA,NATIONAL_PARENT,2022,990,true,9451933,11297608,12604452,3030618,9573834,PROPUBLICA_API
620458346,PI KAPPA ALPHA FRATERNITY,NATIONAL_PARENT,2022,990EZ,true,0,0,1,0,1,PROPUBLICA_API
530215218,DELTA SIGMA THETA SORORITY INC,NATIONAL_PARENT,2022,990,true,31051194,25156563,57143857,24790550,32353307,PROPUBLICA_API
361773960,SIGMA CHI FRATERNITY,NATIONAL_PARENT,2022,990,true,6615292,5657831,14445620,1828052,12617568,PROPUBLICA_API
370152080,ALPHA GAMMA RHO FRATERNITY,NATIONAL_PARENT,2022,990,true,1935536,2336670,5273875,1392286,3881589,PROPUBLICA_API
230967790,PHI KAPPA SIGMA FRATERNITY GRAND CHAPTER,NATIONAL_PARENT,2022,990,true,800168,930485,1196871,181533,1015338,PROPUBLICA_API
300174261,TAU KAPPA EPSILON FRATERNITY INC,NATIONAL_PARENT,2022,990,true,5058540,4728724,5851438,1838095,4013343,PROPUBLICA_API
730654150,SIGMA SIGMA SIGMA INC,NATIONAL_PARENT,2022,990,true,3411916,2898540,10477407,3537807,6939600,PROPUBLICA_API
620950113,ALPHA OMICRON PI FRATERNITY INC,NATIONAL_PARENT,2022,990,true,5824656,5372782,36571341,4289424,32281917,PROPUBLICA_API
840405009,DELTA SIGMA PHI FRATERNITY INC NATIONAL HEADQUARTERS,NATIONAL_PARENT,2022,990,true,4245160,5310185,984432,1275361,-290929,PROPUBLICA_API
420212285,DELTA CHI FRATERNITY,NATIONAL_PARENT,2022,990,true,3329113,2405003,12748729,514295,12234434,PROPUBLICA_API
540628798,SIGMA NU FRATERNITY INC,NATIONAL_PARENT,2022,990,true,6498156,5864519,9926388,2073747,7852641,PROPUBLICA_API
431971836,DELTA PHI EPSILON SORORITY INC,NATIONAL_PARENT,2022,990,true,2232843,2579930,2808095,1988366,819729,PROPUBLICA_API
223530740,LAMBDA THETA ALPHA,NATIONAL_PARENT,2022,990,true,531794,472917,1907722,1991,1905731,PROPUBLICA_API
562163357,THETA NU XI MULTICULTURAL SORORITY INCORPORATED,NATIONAL_PARENT,2022,990EZ,true,164379,152496,363481,0,363481,PROPUBLICA_API
386089059,CHI PSI FRATERNITY,NATIONAL_PARENT,2022,990,true,1614364,1718281,3526602,1991417,1535185,PROPUBLICA_API
362024274,SIGMA DELTA TAU SOCIETY,NATIONAL_PARENT,2022,990,true,2027551,2404100,4699167,598941,4100226,PROPUBLICA_API
231500981,THE GRAND CHAPTER OF PHI SIGMA KAPPA,NATIONAL_PARENT,2022,990,true,2252578,2043283,1767112,197107,1570005,PROPUBLICA_API
131368460,TAU EPSILON PHI FRATERNITY INC,NATIONAL_PARENT,2022,990,true,364350,466511,588866,1924,586942,PROPUBLICA_API
352103442,ALPHA XI DELTA NATIONAL HOUSING CORPORATION INC,NATIONAL_PARENT,2022,990,true,5534855,2641059,15118086,4304399,10813687,PROPUBLICA_API
042200265,PHI KAPPA THETA FRATERNITY,NATIONAL_PARENT,2022,990,true,770851,937558,240852,299818,-58966,PROPUBLICA_API
350868356,PHI DELTA THETA FRATERNITY,LOCAL_CHAPTER_ENTITY,2021,990,true,201479,216548,20845,4115,16730,PROPUBLICA_API
592339079,PHI DELTA THETA FRATERNITY,LOCAL_CHAPTER_ENTITY,2021,990,true,335277,307474,52239,49128,3111,PROPUBLICA_API
593282583,PHI DELTA THETA CHAPTER HOUSE ASSOCIATION INC,HOUSE_CORPORATION,2021,990,true,457671,449522,1405078,1940642,-535564,PROPUBLICA_API
630164075,PHI DELTA THETA FRATERNITY,LOCAL_CHAPTER_ENTITY,2021,990EZ,true,129159,149257,3051,9019,-5968,PROPUBLICA_API
631053272,PHI DELTA THETA FRATERNITY,LOCAL_CHAPTER_ENTITY,2021,990,true,1282468,1307780,5889800,4104410,1785390,PROPUBLICA_API
630893932,PHI MU HOUSE CORPORATION,HOUSE_CORPORATION,2021,990,true,3048803,1859124,18700636,4863799,13836837,PROPUBLICA_API
640723232,KAPPA ALPHA CHAPTER OF PHI MU FRATERNITY HOUSE CORPORATION,HOUSE_CORPORATION,2021,990,true,1659895,1205355,8407602,3977565,4430037,PROPUBLICA_API
596135388,CHI OMEGA HOUSING CORPORATION,HOUSE_CORPORATION,2021,990,true,894535,786713,3505038,35398,3469640,PROPUBLICA_API
636091968,THE NU BETA CHAPTER OF THE CHI OMEGA HOUSE ASSOCIATION INC,HOUSE_CORPORATION,2021,990,true,3183819,2308536,15427368,6845617,8581751,PROPUBLICA_API
636050290,CHI OMEGA FRATERNITY,LOCAL_CHAPTER_ENTITY,2021,990,true,524000,377444,226221,0,226221,PROPUBLICA_API
640392826,CHI OMEGA FRATERNITY,LOCAL_CHAPTER_ENTITY,2021,990,true,259455,223471,221626,0,221626,PROPUBLICA_API
264170711,UNIVERSITY OF ALABAMA CHAPTER OF SIGMA PI FRATERNITY HOUSING,LOCAL_CHAPTER_ENTITY,2021,990,true,639829,698770,2981117,2528561,452556,PROPUBLICA_API
371866424,SIGMA PI MISSISSIPPI HOUSE CORPORATION,HOUSE_CORPORATION,2021,990,true,465877,599162,477002,388593,88409,PROPUBLICA_API
636103404,PHI GAMMA DELTA FRATERNITY,LOCAL_CHAPTER_ENTITY,2021,990,true,408286,135546,3439878,0,3439878,PROPUBLICA_API
560548249,PHI GAMMA DELTA FRATERNITY,LOCAL_CHAPTER_ENTITY,2021,990,true,484622,458215,73021,0,73021,PROPUBLICA_API
630164080,PHI GAMMA DELTA FRATERNITY,LOCAL_CHAPTER_ENTITY,2021,990,true,1379131,1332136,132690,27691,104999,PROPUBLICA_API
420467540,PHI KAPPA PSI FRATERNITY,LOCAL_CHAPTER_ENTITY,2021,990,true,453881,438184,45013,0,45013,PROPUBLICA_API
936036290,PHI KAPPA PSI FRATERNITY,LOCAL_CHAPTER_ENTITY,2021,990,true,339434,362622,76117,0,76117,PROPUBLICA_API
630289653,THETA CHI FRATERNITY INC,LOCAL_CHAPTER_ENTITY,2021,990,true,1103097,881588,342200,1911,340289,PROPUBLICA_API
237109085,ALPHA PHI ZETA HOUSE CORPORATION OF LAMBDA CHI ALPHA FRATERNITY,HOUSE_CORPORATION,2021,990,true,315334,297753,3680757,2464469,1216288,PROPUBLICA_API
380293927,SIGMA KAPPA CORPORATION,UNKNOWN,2021,990,true,238378,402577,1786842,12525,1774317,PROPUBLICA_API
320257409,BETA MU HOUSE CORP OF ALPHA PHI INTERNATIONAL FRATERNITY INC,HOUSE_CORPORATION,2021,990,true,2938142,2243183,15783927,9327197,6456730,PROPUBLICA_API
941367157,ALPHA PHI BUILDING CORPORATION,HOUSE_CORPORATION,2021,990,true,455942,672559,2634703,22387,2612316,PROPUBLICA_API
630007510,ALPHA GAMMA DELTA FRATERNITY,LOCAL_CHAPTER_ENTITY,2021,990,true,2911792,2885183,2519966,0,2519966,PROPUBLICA_API
451298367,UNIVERSITY OF ALABAMA CHAPTER OF THETA CHI HOUSING CORPORATION,HOUSE_CORPORATION,2021,990,true,25106,214193,6704905,4552720,2152185,PROPUBLICA_API
630056965,DELTA KAPPA EPSILON COUNCIL,UNKNOWN,2021,990,true,1509079,1452703,891182,800310,90872,PROPUBLICA_API
621370853,GAMMA PHI BETA SORORITY,LOCAL_CHAPTER_ENTITY,2021,990,true,421515,330301,282396,0,282396,PROPUBLICA_API
631004292,GAMMA PHI BETA SORORITY INC,LOCAL_CHAPTER_ENTITY,2021,990,true,2044605,2341761,14042301,10150912,3891389,PROPUBLICA_API
630818055,ALABAMA BETA OF PI BETA PHI HOUSE ASSOCIATION INCORPORATED,HOUSE_CORPORATION,2021,990,true,2691404,2796949,16350321,14001524,2348797,PROPUBLICA_API
630980702,KAPPA DELTA SORORITY,LOCAL_CHAPTER_ENTITY,2021,990,true,3357016,2608916,18544101,7539564,11004537,PROPUBLICA_API
630733120,ZETA BETA TAU FRATERNITY,LOCAL_CHAPTER_ENTITY,2021,990,true,833952,662351,5108263,2792964,2315299,PROPUBLICA_API
630120537,LAMBDA CHI ALPHA FRATERNITY INC,LOCAL_CHAPTER_ENTITY,2021,990,true,976848,932624,47380,67543,-20163,PROPUBLICA_API
630115520,KAPPA DELTA SORORITY,LOCAL_CHAPTER_ENTITY,2021,990,true,669247,522679,693741,210540,483201,PROPUBLICA_API
237114590,EPSILON CHI ZETA HOUSE CORPORATION OF LAMBDA CHI ALPHA FRATERNITY,HOUSE_CORPORATION,2021,990,true,246733,167198,2915942,2550593,365349,PROPUBLICA_API
630233975,ZETA BETA TAU FRATERNITY,LOCAL_CHAPTER_ENTITY,2021,990,true,924027,963221,96829,31132,65697,PROPUBLICA_API
566062593,DELTA KAPPA EPSILON COUNCIL,UNKNOWN,2021,990,true,440750,512761,88186,23040,65146,PROPUBLICA_API
630188870,SIGMA ALPHA EPSILON FRATERNITY,LOCAL_CHAPTER_ENTITY,2021,990,true,361655,368943,37292,4775,32517,PROPUBLICA_API
636049922,HOUSE BOARD OF GAMMA PI OF KAPPA KAPPA GAMMA,UNKNOWN,2021,990,true,3314934,2770364,18947796,9195363,9752433,PROPUBLICA_API
631030493,PSI OF DELTA KAPPA EPSILON HOUSE CORPORATION OF UNIVERSITY ALABAMA,HOUSE_CORPORATION,2021,990,true,602904,416958,5043019,371644,4671375,PROPUBLICA_API
593078421,KAPPA ALPHA HOUSING ASSOCIATION OF FLORIDA INC,UNKNOWN,2021,990EZ,true,130364,138750,203506,4700,198806,PROPUBLICA_API
741132044,KAPPA SIGMA FRATERNITY,LOCAL_CHAPTER_ENTITY,2021,990,true,353495,410517,13439,0,13439,PROPUBLICA_API
630040605,TAU CHAPTER OF CHI PHI,LOCAL_CHAPTER_ENTITY,2021,990,true,912663,828117,107158,14449,92709,PROPUBLICA_API
580596934,PI KAPPA PHI FRATERNITY,LOCAL_CHAPTER_ENTITY,2021,990,true,571322,598181,118446,9876,108570,PROPUBLICA_API
630164600,PI KAPPA PHI FRATERNITY,LOCAL_CHAPTER_ENTITY,2021,990,true,1330449,1185928,681650,679754,1896,PROPUBLICA_API
630020370,KAPPA SIGMA FRATERNITY,LOCAL_CHAPTER_ENTITY,2021,990,true,726878,751194,76588,38652,37936,PROPUBLICA_API
630289642,KAPPA ALPHA ORDER,UNKNOWN,2021,990,true,1763688,1566723,325359,18021,307338,PROPUBLICA_API
581648136,IOTA ALUMNI OF PI KAPPA PHI INC,ALUMNI_CORPORATION,2021,990,true,152035,93755,862722,75633,787089,PROPUBLICA_API
430349090,THE ALPHA KAPPA CHAPTER OF THE KAPPA ALPHA FRATERNITY,LOCAL_CHAPTER_ENTITY,2021,990,true,-5897,67046,734744,21879,712865,PROPUBLICA_API
590641930,GAMMA IOTA CHAPTER OF ALPHA DELTA PI HOUSE CORPORATION,HOUSE_CORPORATION,2021,990,true,1632239,1397002,10908699,8672730,2235969,PROPUBLICA_API
386068594,ALPHA DELTA PHI INTERNATIONAL INC,UNKNOWN,2021,990,true,323877,269968,2916045,1312766,1603279,PROPUBLICA_API
351780304,PI KAPPA PHI INC,UNKNOWN,2021,990,true,554319,642297,1628060,386608,1241452,PROPUBLICA_API
630007530,ALPHA TAU OMEGA FRATERNITY,LOCAL_CHAPTER_ENTITY,2021,990,true,1484299,1707640,8463995,3437295,5026700,PROPUBLICA_API
581793975,ZETA IOTA CHAPTER OF ALPHA DELTA PI HOUSE CORPORATION,HOUSE_CORPORATION,2021,990,true,144188,106388,801147,266,800881,PROPUBLICA_API
630164580,PI KAPPA ALPHA FRATERNITY,LOCAL_CHAPTER_ENTITY,2021,990,true,1167019,1156275,185593,45248,140345,PROPUBLICA_API
474051390,DELTA SIGMA CHAPTER OF ALPHA DELTA PI HOUSE CORPORATION,HOUSE_CORPORATION,2021,990,true,1680797,1356440,1547847,25459,1522388,PROPUBLICA_API
630457980,BETA THETA PI FRATERNITY,LOCAL_CHAPTER_ENTITY,2021,990,true,1253377,1222491,333330,52131,281199,PROPUBLICA_API
630056950,DELTA CHI FRATERNITY,LOCAL_CHAPTER_ENTITY,2021,990,true,1080498,957830,590709,576330,14379,PROPUBLICA_API
630164090,PHI KAPPA SIGMA FRATERNITY,LOCAL_CHAPTER_ENTITY,2021,990,true,125997,146876,103451,0,103451,PROPUBLICA_API
546038429,PSI CHAPTER OF SIGMA CHI HOUSE CORP,HOUSE_CORPORATION,2021,990,true,-4103,18880,2296662,833896,1462766,PROPUBLICA_API
630188910,SIGMA DELTA TAU SOCIETY,UNKNOWN,2021,990EZ,true,162189,126876,95301,0,95301,PROPUBLICA_API
710245516,SIGMA CHI FRATERNITY,LOCAL_CHAPTER_ENTITY,2021,990,true,975548,855735,425671,10882,414789,PROPUBLICA_API
716061509,CHI OMEGA FRATERNITY,LOCAL_CHAPTER_ENTITY,2021,990,true,256519,303086,131764,0,131764,PROPUBLICA_API
812277045,SIGMA PHI EPSILON FRATERNITY INC,LOCAL_CHAPTER_ENTITY,2021,990,true,761377,777226,8917,0,8917,PROPUBLICA_API
710230717,PHI DELTA THETA FRATERNITY,LOCAL_CHAPTER_ENTITY,2021,990,true,416493,538933,161570,0,161570,PROPUBLICA_API
631006177,GAMMA ALPHA OF PI KAPPA ALPHA HOUSE CORPORATIONS,UNKNOWN,2021,990,true,150492,268816,4861282,3026608,1834674,PROPUBLICA_API
630289650,SIGMA CHI FRATERNITY,LOCAL_CHAPTER_ENTITY,2021,990,true,241026,237599,83892,0,83892,PROPUBLICA_API
462071035,ALABAMA BETA CHAPTER OF THE SIGMA PHI EPSILON FRATERNITY,LOCAL_CHAPTER_ENTITY,2021,990,true,963473,852289,123614,161,123453,PROPUBLICA_API
630188930,SIGMA NU FRATERNITY,LOCAL_CHAPTER_ENTITY,2021,990,true,934941,933707,99302,4096,95206,PROPUBLICA_API
272795242,DELTA CHI-UNIVERSITY OF ALABAMA CHAPTER HOUSE CORPORATION,HOUSE_CORPORATION,2021,990,true,418465,555514,4374656,3454148,920508,PROPUBLICA_API
590626226,SIGMA CHI FRATERNITY,LOCAL_CHAPTER_ENTITY,2021,990,true,555986,892176,453532,294145,159387,PROPUBLICA_API
630188940,SIGMA NU FRATERNITY,LOCAL_CHAPTER_ENTITY,2021,990,true,1203283,1303993,644782,650913,-6131,PROPUBLICA_API
716057345,DELTA DELTA DELTA FRATERNITY DELTA IOTA HOUSE CORP,HOUSE_CORPORATION,2021,990,true,1714935,1533289,15926703,12149152,3777551,PROPUBLICA_API
710237930,KAPPA SIGMA FRATERNITY,LOCAL_CHAPTER_ENTITY,2021,990EZ,true,127979,159158,52531,0,52531,PROPUBLICA_API
710296927,ALPHA DELTA PI SORORITY,LOCAL_CHAPTER_ENTITY,2021,990,true,1265725,1031614,12093091,9120896,2972195,PROPUBLICA_API
472160158,KAPPA ALPHA ORDER,UNKNOWN,2021,990,true,337358,430255,63761,0,63761,PROPUBLICA_API
710673722,KAPPA DELTA SORORITY,LOCAL_CHAPTER_ENTITY,2021,990,true,1756733,1833233,30948,12095,18853,PROPUBLICA_API
237114376,ARKANSAS PI BETA PHI HOUSE ASSOC,UNKNOWN,2021,990,true,972024,1233763,10510796,8246942,2263854,PROPUBLICA_API
