ein,legal_name,entity_type,person_name,title_as_reported,normalized_title,stakeholder_class,is_officer,is_director,years,latest_filing_year,source
840405009,DELTA SIGMA PHI FRATERNITY INC NATIONAL HEADQUARTERS,NATIONAL_PARENT,COURTNEY WILLIAMS,CHIEF FINANCIAL OFFICER,CHIEF FINANCIAL OFFICER,NATIONAL_ORG_LEADERSHIP,true,false,2022,2022,IRS_990_XML
840405009,DELTA SIGMA PHI FRATERNITY INC NATIONAL HEADQUARTERS,NATIONAL_PARENT,NATHAN WIGHT,CHIEF ADVANCEMENT OFFICER,CHIEF ADVANCEMENT OFFICER,NATIONAL_ORG_LEADERSHIP,false,false,2022,2022,IRS_990_XML
474051390,DELTA SIGMA CHAPTER OF ALPHA DELTA PI HOUSE CORPORATION,HOUSE_CORPORATION,TINA BARNETT HOWELL,DIRECTOR,Director,HOUSE_CORPORATION_LEADERSHIP,false,true,2025,2025,PROPUBLICA_OFFICERS_MIGRATED
474051390,DELTA SIGMA CHAPTER OF ALPHA DELTA PI HOUSE CORPORATION,HOUSE_CORPORATION,MARY WHITAKER,DIRECTOR,Director,HOUSE_CORPORATION_LEADERSHIP,false,true,2025,2025,PROPUBLICA_OFFICERS_MIGRATED
474051390,DELTA SIGMA CHAPTER OF ALPHA DELTA PI HOUSE CORPORATION,HOUSE_CORPORATION,SAMANTHA THOMAS,DIRECTOR,Director,HOUSE_CORPORATION_LEADERSHIP,false,true,2025,2025,PROPUBLICA_OFFICERS_MIGRATED
474051390,DELTA SIGMA CHAPTER OF ALPHA DELTA PI HOUSE CORPORATION,HOUSE_CORPORATION,CHERYL GILLIS OGLESBY,PRESIDENT,President,HOUSE_CORPORATION_LEADERSHIP,true,false,2025,2025,PROPUBLICA_OFFICERS_MIGRATED
474051390,DELTA SIGMA CHAPTER OF ALPHA DELTA PI HOUSE CORPORATION,HOUSE_CORPORATION,MELANIE LANDRUM WOODALL,SECRETARY,Secretary,HOUSE_CORPORATION_LEADERSHIP,true,false,2025,2025,PROPUBLICA_OFFICERS_MIGRATED
237160987,TAU OF CHI OMEGA FRATERNITY HOUSE CORPORATION,HOUSE_CORPORATION,Maury Ball,Vice President,President,HOUSE_CORPORATION_LEADERSHIP,true,false,2025,2025,PROPUBLICA_OFFICERS_MIGRATED
932302343,CHAPTER HOUSE ASSOCIATION OF PI CHAPTER OF THE DELTA TAU DELTA FRA,HOUSE_CORPORATION,Brad Garrett,Vice President,President,HOUSE_CORPORATION_LEADERSHIP,true,false,2025,2025,PROPUBLICA_OFFICERS_MIGRATED
932302343,CHAPTER HOUSE ASSOCIATION OF PI CHAPTER OF THE DELTA TAU DELTA FRA,HOUSE_CORPORATION,Amy Flanagan,Secretary,Secretary,HOUSE_CORPORATION_LEADERSHIP,true,false,2025,2025,PROPUBLICA_OFFICERS_MIGRATED
