priority,campus_id,campus,state,reason,detail,status
3,219109ba-69a3-44d4-87d9-ec01570b4e8e,Anderson University IN,IN,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,21d50e49-537c-4f56-829e-90c3d7307451,Columbus State University,GA,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,233b5757-3c57-4670-8646-49c83abe263d,Norfolk State University,VA,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,237b083b-8fd3-4662-bfea-b9b52919a7dc,Rochester Inst of Technology,NY,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,238792eb-7de7-4568-a96a-43356a756fe2,Western Illinois University,IL,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,239b5fd1-f932-49cf-b416-f4e7215a0572,Pulaski Technical College,AR,ambiguous_course_identity_no_code,discover_course_code,FAILED
3,24265ab0-ff8f-4428-8bd9-7a60ba5a39c2,University of Louisiana at Lafayette,LA,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,25423fc1-42f6-409b-8238-65442b6d86b6,Iscte – Instituto Universitário de Lisboa,LX,ambiguous_course_identity_no_code,discover_course_code,NO_RESULT
3,2547e625-3204-4a9f-9a1a-0f257e64f2ad,Chandler–Gilbert Community College,AZ,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,2549e4aa-15b7-4286-92b9-5042805a6e5a,Chipola College,FL,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,255bc3e7-e679-429e-9e07-c32fcbece318,William Paterson University,NJ,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,2615bd8c-9631-467d-b9c3-2e128212ddfe,College of the Rockies,BC,ambiguous_course_identity_no_code,discover_course_code,COMPLETE
3,263926a7-4015-4b52-8066-c0f1682fb0e8,Winona State University,MN,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,26e8e9bc-b64d-4126-8c54-288c9a379a2c,Rutgers University-Newark,NJ,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,27ba2556-1124-4a4a-9f65-447bc45bbc09,Germanna Virginia Community College,VA,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,28653455-0e18-4437-b092-07b9d11dd0e3,Boston University,MA,ambiguous_course_identity_no_code,discover_course_code,NO_RESULT
3,2880ad1b-4158-4b1c-a3d9-7c0b30b9ed5c,Yale University New,CT,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,28b71fa7-96f8-4793-bbd2-2b9300b4b925,University of Evansville,IN,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,292dce80-939c-4482-9070-f5da1d10ee61,Hobart William Smith Colleges,,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,29965458-b9bd-44c8-a837-4910eff23d36,Anderson University SC,SC,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,2add23d8-7a54-45a0-be98-55f2e911a905,Ozarks Technical Community College,MO,ambiguous_course_identity_no_code,discover_course_code,FAILED
3,2c434afb-1227-464b-9876-da717055f353,Uof Minnesota Duluth,MN,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,2c4a27b0-8a7e-47f8-94bc-ee1f94c88d37,Community College of Rhode Island,RI,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,2c9dad4c-7c68-473a-a4f4-da84ad6bd3fb,Naugatuck Valley Community College,CT,ambiguous_course_identity_no_code,discover_course_code,NO_RESULT
3,2d23ea54-35d6-4f68-8a2b-5c53849a61be,Texas A&M Univ-Texarkana,TX,ambiguous_course_identity_no_code,discover_course_code,COMPLETE
3,2dabde00-bd6d-47af-bbe6-afe142c3b1ac,Denison University,,ambiguous_course_identity_no_code,await_course_code_backfill,WAITING_FOR_COURSE
3,2ec60732-9510-4ee0-a694-b9e2e7231bab,Alma College,MI,ambiguous_course_identity_no_code,discover_course_code,FAILED
3,2fe42442-8bc8-41d3-aaad-468c81a94eb6,King’s University College,ON,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,300b679c-d17d-412b-8a4f-ca4b11e42306,Winthrop University Rock,SC,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,30433ce3-11b6-4587-82a3-1933561e59da,Southeast College,SK,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,318d6a61-b955-4242-9b0c-1c471a14791a,Franklin University,OH,ambiguous_course_identity_no_code,discover_course_code,COMPLETE
3,32dca893-1ddb-4ed6-a702-65258c2e8176,New York University New,NY,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,334e7a3a-7055-41a9-901c-0a9459d4fddf,Los Angeles Southwest College,CA,ambiguous_course_identity_no_code,discover_course_code,NO_RESULT
3,336bd28f-485a-48af-a24c-9794cf742cfa,San Jacinto College,TX,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,33b67a71-d3bb-4b72-b388-e4ac8cebe84e,Rockland Community College,NY,ambiguous_course_identity_no_code,discover_course_code,NO_RESULT
3,342bca14-34bc-49fa-bac0-b7bc73bdbfb8,Harrisburg Area Community College,PA,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,349eaec1-12e2-4168-888f-9371ce7a828e,Boise State University,ID,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,35477678-ec10-42e4-b8d7-9cec7bd719c5,Penn State Mont Alto,PA,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,355ac638-046f-446e-84b7-0122e594e64c,University of California-Irvine,,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,35fbc3cc-96b8-446e-885c-5edafd8cbb57,North Carolina Wilmington,NC,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,3603b53c-af52-4632-b942-d2a2fe8cf8ff,Valley City State University,ND,ambiguous_course_identity_no_code,discover_course_code,NO_RESULT
3,36b634ee-8202-4a0d-8ff6-0f45ce3a000b,Evangel University,MO,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,36cbc0fe-6655-4c06-84bc-5f6f72c6f892,Clark University,MA,ambiguous_course_identity_no_code,discover_course_code,NO_RESULT
3,36fe540d-615e-48f4-a8e6-1d3658ba2497,Appalachian State Univ,NC,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,378aee56-c546-4fd6-9e1f-1eb73502f55a,University of Akron,OH,ambiguous_course_identity_no_code,discover_course_code,COMPLETE
3,37fd8b58-b0fe-4251-891f-90066c835ebd,University of Michigan Ann,MI,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,38500765-705e-4dd6-b69e-ccc0372713f4,Claremont McKenna College,CA,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,38d26c62-4217-42fb-861b-5a4dd2d6d85e,Western Nevada College,NV,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,391db14a-eec4-471d-8348-74078e451fdc,Universidad Carlos III de Madrid,MD,ambiguous_course_identity_no_code,discover_course_code,COMPLETE
3,3b9a452c-0df8-47ec-ae4e-7d64bac8b4f1,Babson College Babson,MA,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,3bc8c84a-aa2f-4aab-a49c-a0a35192717e,Francis Marion University,SC,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,3c705af5-e9b4-48a5-a06d-eda9bd395ce8,Howard Community College,MD,ambiguous_course_identity_no_code,discover_course_code,NO_RESULT
3,3ca36c37-faca-4790-a3fb-42c5ebda3d8d,SUNY College at Geneseo,,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,3ec89a8b-86fa-40ff-9757-76e073ef99be,Occidental College,,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,3efb7f4b-cfc3-4e01-a51b-b989d9a8a90b,SUNY College of Environmental Science and Forestry,,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,3f4a6d65-464a-4c43-a656-fe4a2309ff67,Mid-State Technical College,WI,ambiguous_course_identity_no_code,discover_course_code,NO_RESULT
3,3f5fcb44-a23c-4fd4-97b6-c52555db9c3e,"University of Nevada, Reno",NV,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,3f984578-bf7d-49ec-aa49-f69f4740b3e9,Kenyon College,,ambiguous_course_identity_no_code,manual_review_no_public_docs,FAILED
3,3f988607-eaa9-49ee-b07f-e50be118690f,Central Connecticut St Univ New,CT,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,3fae48fa-9213-438f-a213-f777a26ed6f3,Purdue University-Main Campus,,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,40e687ef-df5d-49e1-887f-f482f5df6e42,Washington University St.,MO,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,4114870f-aa70-4029-aaab-e6790b43f623,Louisiana State University Alexandria,LA,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,41176dec-0dbe-4c9d-8ede-070856e8883b,Zane State College,OH,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,41429690-d8eb-48ba-8335-ae92e477173f,Augsburg College,MN,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,41596046-afe7-4f6b-bfb6-bdd4f43d64db,Bladen Community College,NC,ambiguous_course_identity_no_code,discover_course_code,NO_RESULT
3,422237cd-f175-4edb-acac-5a5fe4b5eb7a,Tecnológico de Monterrey,NL,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,4277ee6f-3ba3-490c-aac0-1034bb15a547,Laney College,CA,ambiguous_course_identity_no_code,discover_course_code,NO_RESULT
3,42d6ef0d-de7b-48ad-a717-ae341b8d4ea3,Brigham Young University,UT,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,433969d6-efa9-49de-956b-c0078b5a4872,Southern Utah University Cedar,UT,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,439997eb-bc7f-4225-98e5-09b2bdc4ad14,Fontbonne University St.,MO,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,43eae681-5034-48a1-84f2-087d12eeefc4,Kettering University,,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,440f7ded-6e38-4620-b284-da1d335321e3,Univ of Hawaii at Manoa,HI,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,4467ec8d-e660-46df-a418-15e9ee1846b7,Thunderbird Sch Global Mgt,AZ,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,44d2a610-af4f-4e3d-9323-215220109005,Universidad de Alcalá,Madrid,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,4511c588-2713-4e82-99e3-7c3a05824108,Westmont College,CA,ambiguous_course_identity_no_code,discover_course_code,NO_RESULT
3,454397c7-d71d-4259-b7ca-e93a5338467e,Northwestern Polytechnic,AB,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,45ba56b7-2a0b-4483-be22-190189083ce8,Ithaca College,NY,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,46116ec2-efd9-470f-85bb-d5356fa3a3d6,Yale University,,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,462eb615-e29e-49c5-b3e1-254e604d9398,Georgia Institute of Tech,GA,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,46d72a89-a706-4361-9169-87f52d3412b1,Wesleyan University,,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,46e2c9bf-c4c4-4a7f-bc4a-5fe00bfce1aa,Purdue University W,IN,ambiguous_course_identity_no_code,discover_course_code,NO_RESULT
3,4805af64-d782-4e17-a635-04e05ae8cb07,Millsaps College,MS,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,4864a01b-855f-4a2c-88be-7c89ea366c61,Indiana U-Purdue U Indy,IN,ambiguous_course_identity_no_code,discover_course_code,NO_RESULT
3,48694acd-4eea-48a7-9591-60a6cf341ae3,Muskegon Community College,MI,ambiguous_course_identity_no_code,discover_course_code,NO_RESULT
3,4935004d-15b5-4d10-a450-32d12e0aefda,Loyola Marymount Univ Los,CA,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,4a1720da-d044-42a3-bdde-1542ae9e096c,Stanford University,CA,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,4b7ba858-9367-4f7a-b0a8-9bab4028555f,Naval Postgraduate School,CA,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,4ba93766-716e-4019-87ab-9181e6bba681,Nagoya University,OH,ambiguous_course_identity_no_code,discover_course_code,COMPLETE
3,4bd98964-3625-4197-9c14-9e0c64ebe87d,Western New Mexico University,NM,ambiguous_course_identity_no_code,discover_course_code,NO_RESULT
3,4c146400-e96d-4d2c-b06a-49f2ba596d02,New Jersey In of Technology,NJ,ambiguous_course_identity_no_code,discover_course_code,COMPLETE
3,4d35ff12-865b-431e-869b-dc2c0212e56a,Florida College,FL,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,4d3d2512-cf8e-4061-9ce1-329bf3918490,Texas A&M University-Commerce,TX,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,4e4f2d99-2f1b-4db0-b53b-298d709a8d8d,Pasadena City College,CA,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,4f018d9f-31e9-4473-a6c6-50d9b6937c07,Danville Community College,VA,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,4f484e24-355c-4ef4-b50f-87b3767f9894,Maastricht University,NL,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,4f493dd7-0ec5-480a-a857-46e8c84ff5a4,Thompson Rivers University,BC,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,4f988627-0f47-4341-abbc-4e48f4fc87d1,Miami Dade College,FL,ambiguous_course_identity_no_code,discover_course_code,NO_RESULT
3,4ff7d415-b812-4ef2-9f95-3219beb24f9f,Universidad Publica de Navarra,NA,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,50609aee-1e7c-4718-b0ad-f3ef6f05fb17,Calif State U - San Marcos San,CA,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,51a5f06a-ffe1-4d26-bd70-1b89c242a82f,McMaster University,ON,ambiguous_course_identity_no_code,discover_course_code,COMPLETE
3,520243a8-73d8-45ea-80d6-3b1e7a7f1fa3,Webster University St.,MO,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,523452b0-3bac-473c-a9be-d8537ab5365f,Walla Walla Community College,WA,ambiguous_course_identity_no_code,discover_course_code,NO_RESULT
3,53cd6d0b-a9ab-4cbf-bb19-ee9ba3564314,Menlo College,CA,ambiguous_course_identity_no_code,discover_course_code,NO_RESULT
3,540e2567-9d61-460f-9afc-cff3783bda4c,Shorter University,GA,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,54110fb9-3a7e-42fb-9cd0-f8e441f5587a,University of Exeter,EX,ambiguous_course_identity_no_code,discover_course_code,COMPLETE
3,54240b28-04bf-435e-af0c-f7b60f26c3af,North Central Texas College,TX,ambiguous_course_identity_no_code,discover_course_code,COMPLETE
3,55262f96-e712-463b-bf70-01c2ddde5e7e,Metropolitan Community College,NE,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,55717554-6abb-4da8-bfa4-67f85ca6d582,University of Coimbra,PT,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,55bdaf15-10b6-4e78-b41c-6498c94db332,"Calif St U, San Bernardino S",CA,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,56273372-c4cc-4ac9-a826-7ec570e89952,"Univ of Calif, Riverside",CA,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,569ea866-31b2-4e34-bd4a-c9fd5ed8570d,Irvine Valley College,CA,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,57c1c76b-7ff9-407f-82f4-d8767198e199,Yukon University,YT,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,592b7b48-8c25-4f49-a5cb-891e50b1a190,Univ of California San Diego La,CA,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,59575c9b-3309-4500-9f5b-700d1b82e6cf,Lakeland Community College,OH,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,59a61d79-e406-4d25-aa97-5bc067e002c2,Northwest Missouri St Univ,MO,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,5a0ea0ba-1598-44be-9ac6-20117745ab68,Anne Arundel Community College,MD,ambiguous_course_identity_no_code,discover_course_code,FAILED
3,5e606899-5078-49f6-838f-a2a34e143c32,New Mexico Junior College,NM,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,5e6610d2-c113-4dc3-8b49-6fe9eb27007d,Trevecca Nazarene University,TN,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,5ecc7590-129b-4dec-885d-904a25aaa79f,Dartmouth College,NH,ambiguous_course_identity_no_code,discover_course_code,COMPLETE
3,5f09e5d9-bf5b-4672-8fde-5c1f5f4af107,Augusta University,GA,ambiguous_course_identity_no_code,discover_course_code,COMPLETE
3,5fb03ee8-3e82-4143-98d6-9210e0132aec,Xavier University,OH,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,5fb17f2e-cbe9-4b34-8e6e-c0cd2c01ca87,Willamette University,OR,ambiguous_course_identity_no_code,discover_course_code,NO_RESULT
3,5fe1d763-45d7-4e52-9afe-2b3d45a0e5b5,University of the West Indies,New Providence,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,6011c41d-c350-49bf-872c-7e72d4270a60,Rose-Hulman Institute of Technology,,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,6048af64-37f0-412f-be1c-c084567bd209,Uof Arkansas at Fort Smith Ft.,AR,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,6090d3b9-9696-405e-aae3-fcf467daf9d3,Technical University of Liberec,CZ,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,60b48e65-7249-4a6e-8f07-5b9be8cb5dcf,Three Rivers Community College,CT,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,610ceccb-2051-41c9-b827-70391e26ce3e,Ferris State University Big,MI,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,61914461-c30b-40d7-8658-989d53b62047,Okanagan College,BC,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,61c58928-adb6-49ca-aa57-faf958bf241d,"Calif State U, Stanislaus",CA,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,61dbe784-bee6-42fd-9413-3efdd27dbf9d,SUNYat Binghamton,NY,ambiguous_course_identity_no_code,discover_course_code,NO_RESULT
3,6432dced-bb87-4968-ba01-d5ab3c7075e5,Wilkes University,PA,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,643ebee4-9857-4c8d-8d6b-34a45cdb0c7b,Tulane University New,LA,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,64409137-92b9-40ff-aa60-398116a04afa,California State Polytechnic University-Pomona,,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,64a30d2a-feaa-4bf3-ac47-b582e1a8ab53,James A. Rhodes State College,OH,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,64d5eb76-7c75-4e16-9b83-771d954f9a20,Northern Alberta Institute of Technology,AB,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,656b5758-4296-42e5-8ce3-cd4a188b3c05,University of South Dakota,SD,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,660a501d-b0eb-4426-98c8-4ab4ba9142ad,University of Manitoba,MB,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,66f2f8af-6af5-48d2-b1fe-c46b82f1082b,Schiller International University,FL,ambiguous_course_identity_no_code,discover_course_code,NO_RESULT
3,6707d6e6-c02f-4053-8357-1e82d88f365d,University of North Carolina Chapel,NC,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,670b60f9-b633-4984-b6ba-cef32a0bbc51,Centre College,,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,675fd9e9-bb80-446e-9a75-9b5a722d3797,University of the Pacific,CA,ambiguous_course_identity_no_code,discover_course_code,FAILED
3,678fb645-37f4-4a2e-a533-a83d5e5798d7,Greenville Technical College,SC,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,67d4f9e2-5cb4-4662-af97-da0d6eca0743,Tarrant County College,TX,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,68c57016-e4d4-4ac3-863f-8355c9c769e3,Sheridan College,ON,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,68c682f8-1712-4606-9e9d-3faa467a2748,British Columbia Institute of Technology,BC,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,69189032-e251-48ca-86b2-9ac8b8a67c39,Univ of District of Columbia,DC,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,691e247f-d841-483d-8052-c937bff5b80b,Lone Star College,TX,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,6920f319-ad8f-49fb-84e1-d08fbe841fa7,University of Chicago,IL,ambiguous_course_identity_no_code,discover_course_code,COMPLETE
3,695149ba-2389-45e3-8164-f29a9f46de55,Alabama A&M University,AL,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,6a5adfa7-2b07-4254-ae83-c2b2a90055dc,Eastern Illinois Univ,IL,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,6ae849d0-f506-4742-9231-abaccc8c562d,Marietta College,OH,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,6b5433eb-a6da-4beb-a18c-ebc5e6a1fab5,Northern Virginia Community College,VA,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,6bea086d-17cb-4ab3-ad7c-417d811e7650,California State University-Fresno,,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,6c2bfcd5-86ff-4126-a9a8-c617ff3bfb33,College of the Redwoods,CA,ambiguous_course_identity_no_code,discover_course_code,COMPLETE
3,6c3227b1-ac79-4962-931e-7700a8bcc96f,Golden West College,CA,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,6c3dc7c0-7b2c-47eb-8926-2d6175b5af5d,Western Conn State Univ,CT,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,6cad7402-9304-43d7-951a-91aa2b183778,St. John's University,NY,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,6e18e239-bfbe-481b-be4a-38a3f2740641,Southeast Missouri St Univ C,MO,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,6e228c88-6be0-4c7c-a70f-d2854aac448b,Tuskegee University,AL,ambiguous_course_identity_no_code,discover_course_code,NO_RESULT
3,6ec0e41d-4faf-4648-aac9-c4bc0b13b58e,Virginia Commonwealth,VA,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,6f5f6dd5-04f8-49df-b326-6bd2851e5d9c,"Calif State Univ, Fullerton",CA,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,6f64b325-7d6d-4bd4-8f24-edcf98168ca1,Cornell College,,ambiguous_course_identity_no_code,await_course_code_backfill,WAITING_FOR_COURSE
3,706dd741-cfb2-4ca6-bd3c-897471067515,Central Michigan University Mt.,MI,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,70dbdd53-9b50-44d3-81c1-407dc3d97427,Abilene Christian Univ,TX,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,70eee749-b3df-4b53-bd6d-5546e97c4757,Culver-Stockton College,MO,ambiguous_course_identity_no_code,discover_course_code,NO_RESULT
3,7148ae85-ca10-4541-89d6-dfb8dce8b24a,Tulsa Community College,OK,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,729c2dec-45af-4237-a35d-ff547002f993,Stony Brook University,,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,731da80c-a223-4103-a4a7-44777cc89a13,Columbia College,BC,ambiguous_course_identity_no_code,discover_course_code,NO_RESULT
3,73469d67-a9f4-40a3-bc7a-350bba5661b3,Concordia University,QC,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,739175c4-6de3-40a8-a3e6-cf7d60124c00,North Carolina A&T State Un,NC,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,743b800e-466a-4230-bfe2-8dcb86839a0b,George Brown College,ON,ambiguous_course_identity_no_code,discover_course_code,COMPLETE
3,74ef8b14-c57e-434e-a7ea-d40e98017070,University of Northern Iowa Cedar,IA,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,76ddaad2-9bb1-4144-9493-b5dd39c3d8a5,Clarkson University,NY,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,76f02913-0d56-49e0-8468-ceac474870e8,University of California-Merced,,ambiguous_course_identity_no_code,await_course_code_backfill,WAITING_FOR_COURSE
3,774fdd9c-50fc-446e-8f16-4c80ad19bb64,Harding University,AR,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,77721583-6490-42e1-af25-c92ac0c829af,Western Michigan University,MI,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,77bb1c71-2791-4cd4-8083-8cf5fa4acd67,John Carroll University,OH,ambiguous_course_identity_no_code,discover_course_code,NO_RESULT
3,7874a5d5-5dcd-4a2d-8a6f-77e62b44078c,Illinois State University,IL,ambiguous_course_identity_no_code,discover_course_code,FAILED
3,78d31aa9-0aa4-4eeb-8b04-391d7783285a,University at Buffalo,,ambiguous_course_identity_no_code,await_course_code_backfill,WAITING_FOR_COURSE
3,78fc9d08-b381-45ee-b219-a45e2b10b8c0,Olympic College,WA,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,793f90ba-450b-472d-a6e1-0b26b1164277,University of Parma,IT,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,79474d56-4f60-46c2-8305-edf089d42737,East Tennessee State Univ Johnson,TN,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,7a187453-8a9d-46ab-8966-bf5e4ae97bc1,"Auburn Univ, Montgomery",AL,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,7a2e14b5-e5aa-4536-9120-4612c793109a,Indiana University of Pennsylvania,PA,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,7a3714f4-c34f-4ceb-8565-ec506a73d391,University of Richmond,VA,ambiguous_course_identity_no_code,discover_course_code,COMPLETE
3,7a5d59b8-53d3-47a6-983c-c3009234af1a,Uof Alabama in Huntsville,AL,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,7aeecdb0-004f-4de6-a097-4247b72cbc6e,Milwaukee School of Engineering,,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,7af9a67c-c045-4a19-9d5a-d0a5a3d723c7,Sault College,ON,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
