priority,campus_id,campus,state,reason,detail,status
3,7b202c04-686d-413f-878f-a2bd3675a1f0,Uof Arkansas at Monticello,AR,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,7b462501-d1b5-4a82-a76c-281e975de3d5,Wharton County Junior College,TX,ambiguous_course_identity_no_code,discover_course_code,NO_RESULT
3,7b5a4d9b-0e32-4dcd-9da0-d7e4419131d5,Collin College,TX,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,7c06eaea-9a16-4010-a9b9-2e20c245b7a0,Lower Columbia College,WA,ambiguous_course_identity_no_code,discover_course_code,NO_RESULT
3,7c12b848-fed4-47c7-87c6-1613ffd16c0c,Evergreen Valley College,CA,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,7c7090fb-dd70-4435-bafc-a5504af4d3f2,Univ of Nebraska-Lincoln,NE,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,7d00a6d0-1d67-4be5-a70d-2a038ee11bbc,Univ of Tennessee at Martin,TN,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,7d82054c-5736-4513-b932-0d77321f2655,University of California-Riverside,,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,7e8be616-afcd-4961-830d-87a484b80a50,Rice University,TX,ambiguous_course_identity_no_code,discover_course_code,COMPLETE
3,7ea2234b-16ca-4beb-b177-25e1cf1f4eb2,University of Lethbridge,AB,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,7f4afacd-e2fb-423d-8519-42ce3ede62a1,Texas A&M International University,TX,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,8084398c-7b9c-40d9-8271-f3efc47ba142,University of Utah Salt Lake,UT,ambiguous_course_identity_no_code,discover_course_code,COMPLETE
3,80f0a71a-4c1d-4ee6-8203-4713f3fe867f,Albion College,MI,ambiguous_course_identity_no_code,discover_course_code,NO_RESULT
3,81a0e240-292a-4319-a272-aee496cc7632,Aquinas College Grand,MI,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,81dabe5c-3158-48a7-91d7-0118f1f7fc21,University of Augsburg,Bavaria,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,8211857b-67fa-4a29-9cc0-e143bca60d3b,Fresno City College,CA,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,82634e4a-b0a0-48a7-bb15-d604e3fd8f77,Commonweath Univ - Bloomsb,PA,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,826884a5-9a66-41e8-9a4e-0c3417955bd4,Univ of California-Davis,CA,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,82a8f268-daae-4557-a54a-80b23f68ed7f,Coastline Community College,CA,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,82d2d96d-bd68-413c-b8af-7931ceea020b,University of St. Thomas-TX,TX,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,83d8767f-45f5-4ebe-9782-06e2077e358e,University of Maryland College,MD,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,841cb304-a0fd-4bf7-9ae9-e450bd5d9d0a,Lawrence University,,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,85541c29-e394-4484-8370-ac07ba1ac189,"Calif State Univ, Chico",CA,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,85bc073a-5ea9-45ca-b7be-c397206e9169,West Los Angeles College,CA,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,85edc1b3-e5d1-4b5a-96cf-a8ece23cb652,New Bulgarian University,BG,ambiguous_course_identity_no_code,discover_course_code,NO_RESULT
3,8613ae59-6df6-4198-a892-327d6bf0c8db,Niagara University Niagara,NY,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,8666d5d1-85ec-4e4c-af1c-8e25a7c5d880,Sul Ross State University,TX,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,869cfc8a-c5bb-4bb9-8354-d11f86252e6a,Alaska Pacific University,AK,ambiguous_course_identity_no_code,discover_course_code,NO_RESULT
3,86d84cfa-181c-4333-8c01-e93bf9555f97,SUNY Polytechnic Institute,NY,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,86dc6ecb-0e19-450d-b71f-97325b948926,Santa Clara University Santa,CA,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,883ae647-a3f8-4382-9e9d-0cc592171ff0,Cottey College,MO,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,88939f16-1d5a-42f4-86bd-77c8ddcd3d1f,Suffolk County Community College,NY,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,88a0c6af-4245-4928-8951-dd76ffb17af5,Virginia Commonwealth University,,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,88a469fd-df9a-4680-8a8f-523c2eca122d,Maryville Univ St. Louis St.,MO,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,88b53812-431e-4416-b30e-0c965380f53d,Odessa College,TX,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,89759e20-f828-4ff3-bab1-342c20c777e3,Trinity University San,TX,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,8b5bd50a-9d62-40b3-bd1a-c38d919179a2,Arkansas Northeastern College,AR,ambiguous_course_identity_no_code,discover_course_code,NO_RESULT
3,8b60f73d-7924-45a5-92b2-35824107948e,St. Edward's University,TX,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,8bdfbb11-8b2a-489c-aa45-884feeb84bef,Boston College Chestnut,MA,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,8c611872-ff7f-4e8c-9d21-6e57bd4a8ef0,Governors State University,IL,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,8df14f57-cf02-4996-a7e9-53ef9730e6f4,University of Toronto,ON,ambiguous_course_identity_no_code,discover_course_code,COMPLETE
3,8eb60afc-bad2-480f-bafc-efb0f53ffbf0,Columbia University New,NY,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,8f26c44b-1aed-4104-97ad-67c4574e956b,Ivy Technical Community College Kokomo S In Ivy Technical Community College Lafayette,IN,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,8f442115-9b6b-4cdf-a6d0-428257b4eecb,Clayton State University,GA,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,8f469f4c-2082-4008-be23-49b0e1b5c349,"Calif State Univ, Fresno",CA,ambiguous_course_identity_no_code,discover_course_code,NO_RESULT
3,8f528d96-6ddf-4e5a-ad92-c005d2ed4c64,Portland State University,OR,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,8fe9ccdc-a26b-414d-a410-986d6c651097,New Jersey City University,NJ,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,902eef5e-867a-4379-9f36-9490c2a7a396,Clark Atlanta University,GA,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,9186a65e-e745-4c08-9896-25e746359ab2,Emporia State University,KS,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,9220ee33-22b4-46b6-9ca5-86528da2ec47,CUNY-Baruch College New,NY,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,9242c526-7842-4b60-b13f-34a6589c8e55,Wayne State University,MI,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,9261c4f6-7fb7-4000-aaa7-12022e2464f0,Calvary Bible College,MO,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,92a79654-e795-47cc-9a38-3b4d03be6375,Chapman University,CA,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,92a8c453-b8a0-46d6-a871-57b08ac53965,University of Portland,OR,ambiguous_course_identity_no_code,discover_course_code,NO_RESULT
3,92e2c12c-b56b-4012-b97d-acdc0396d71e,Nassau Community College,NY,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,93078365-5338-47a5-a275-1339b9812dba,College of New Caledonia,BC,ambiguous_course_identity_no_code,discover_course_code,COMPLETE
3,9311c065-92df-486b-9852-97cb17107c69,Florida State College at Jacksonville,FL,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,937aa008-9316-4e4c-acfd-1c28cd6629b6,"College at Brockport, SUNY",NY,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,938e0768-ff62-4cea-b212-c57f6ebfd82c,Calvin College Grand,MI,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,942659b0-c399-4802-b095-4cee98f767ef,University of Houston - Victoria,TX,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,942c7c2b-196c-4158-8d12-42f518ed998a,Calif State Poly U-Pomona,CA,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,948a28f0-c21c-401f-9ded-5325025fdfd1,VSB - Technical University of Ostrava,CZ,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,959d2a70-6fd1-462b-a312-328eab64a393,Albright College,PA,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,95f44ca2-4006-412f-bc21-8b59ba5e2340,Johnston Community College,NC,ambiguous_course_identity_no_code,discover_course_code,NO_RESULT
3,9608bb77-b019-460a-b907-92e56493e21c,Langara College,BC,ambiguous_course_identity_no_code,discover_course_code,COMPLETE
3,963c6010-45d8-4773-8e03-ea282d7124aa,Arkansas Tech University,AR,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,964be11f-f306-4df2-9671-835a053ace33,Univ of Central Arkansas,AR,ambiguous_course_identity_no_code,discover_course_code,NO_RESULT
3,971f9332-c7d9-4467-8e5f-40171e863e35,Univ of Colorado at Denver,CO,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,977ba395-f54d-4746-af3d-6524a4835e4b,Western University,ON,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,98098d5c-fe07-4462-9efb-b7657f81a3c3,Michigan State University East,MI,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,98516247-4fc7-4e24-9dd6-a32f638a6420,Crowder College Neosho,MO,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,98ee430a-ae7d-4d1c-9522-606ca41ae950,El Paso Community College,TX,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,992a2fd0-da9b-44ed-ae81-790e2f65afa0,Shoreline Community College,WA,ambiguous_course_identity_no_code,discover_course_code,NO_RESULT
3,99517fab-c7e6-4267-9af4-c26726960518,Valencia College,FL,ambiguous_course_identity_no_code,discover_course_code,NO_RESULT
3,99b0c569-e225-48ba-8f76-e506192efce2,Fairfield University,CT,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,99e11f5f-f412-4933-acb6-3281890e1f02,University of Rhode Island,RI,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,9a2a8eae-cc53-4fe9-843f-9fff41401846,Frostburg State University,MD,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,9abc52dc-600d-4529-8de8-eaf45d54cd9d,University of Hartford W,CT,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,9ac3cbcb-4a60-4405-8d96-ee7fcf80584c,Prince George's Community College,MD,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,9b132b31-63f3-42e6-8f70-4a2d5d640120,Saint Xavier University,IL,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,9b18e705-fe9c-4685-a1de-7ca0e9ce8ab1,Weber State University,UT,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,9c470742-b64f-49bb-a7ec-fd30cea6422d,Long Island U.-LIU Post,NY,ambiguous_course_identity_no_code,discover_course_code,NO_RESULT
3,9c52dc54-5fa9-41cf-8526-50501e74df46,Louisiana St in Shreveport,LA,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,9d3c5ea8-f147-46b6-b81b-7a5fe08de8a4,Alfred University,NY,ambiguous_course_identity_no_code,discover_course_code,NO_RESULT
3,9d49fc62-9150-4ffc-bd20-a5b60b60e7c2,Manhattan College,NY,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,9d769837-cb0d-4da8-9e48-fdbe72f9b534,Walsh College,MI,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,9d92ff92-0651-441b-94ca-4e6ca696bafe,Grand Valley State University Allendal,MI,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,9e61454f-9c58-4bc7-9fdb-3394746b105d,Owensboro Community and Technical College,KY,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,9ed8c466-4196-4225-96a6-be527a2823e4,Bethune-Cookman University Daytona,FL,ambiguous_course_identity_no_code,discover_course_code,NO_RESULT
3,9f980c00-1149-4376-b1b3-fd9c7e6ebd48,Miami Dade College Virtual Campu,FL,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,9fe12d29-01ee-4c7a-965c-dee6767e4409,University of Tennessee,TN,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,a0945c4f-7aac-41ca-8b66-44cf9daf39ce,Kutztown Univ of Penn,PA,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,a107c3fb-796d-4259-ba0a-1997aa70398b,Drake University Des,IA,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,a11b7477-a844-437f-a44c-8a4f2457c6f3,Hope College,,ambiguous_course_identity_no_code,await_course_code_backfill,WAITING_FOR_COURSE
3,a12fd983-9c9e-4e52-bec1-af8b7246036e,Andrews University Berrien,MI,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,a15b74b4-1830-41e3-b9b1-535d2b5c0673,St. Mary's University San,TX,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,a19c66da-129a-4816-826e-1876586b5eb5,Aurora University,IL,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,a22f95ff-580c-4a29-b272-de814eb3afda,Notre Dame de Namur University,CA,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,a233cd40-1ea1-4c91-9d10-4a475bd69f71,Seminole State College,OK,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,a257517a-7ea1-4ff1-b6bb-c2ba9d0dad3e,Cooper Union for the Advancement of Science and Art,,ambiguous_course_identity_no_code,await_course_code_backfill,WAITING_FOR_COURSE
3,a2d4e198-012c-4b71-98a8-9bd851f8d6cf,CUNY-Brooklyn College,NY,ambiguous_course_identity_no_code,discover_course_code,COMPLETE
3,a321dfc0-787d-4435-b679-5f63e9bf2379,Villanova University,PA,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,a348048e-fc82-46b7-a488-22b20e51e009,Uof Alabama at Birmingham,AL,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,a41b86e6-01e0-41e1-b9d1-c01c9ace5db2,Ivy Tech Community College,IN,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,a424acd3-1900-4dc0-b4e4-456106d0fff6,University of Minnesota Crookston,MN,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,a4e6567b-2e3b-4ef4-a2f5-e20631d87f2f,Arcadia University,PA,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,a5a70954-2eda-4491-8b5c-568d577edbb3,Truman State University,MO,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,a69a3ac3-44e3-423a-ac88-78e331864335,Mercer University,,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,a77d0008-6465-4ede-bfff-995d7a2777f6,Washington and Lee Univ,VA,ambiguous_course_identity_no_code,discover_course_code,NO_RESULT
3,a80edc34-2642-4523-914e-9b5fc55648e6,SUNYat New Paltz New,NY,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,a812801e-bfdf-47fa-af80-4b4ee6fe52fa,SUNYat Buffalo,NY,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,a83c1c6d-af52-45f2-99aa-ebf765272bf1,Bryant University,RI,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,a8528f4c-570c-40eb-b385-4c357aedb55b,"Calif State U., Bakersfield",CA,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,a87efea2-a1e6-40e8-bece-26f4accddae8,Saint Mary's College of CA,CA,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,a8bc67f2-6641-4ef3-a98b-03dc605d4fd8,University of Regensburg,Bavaria,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,a8d586a7-d54e-4b0c-b35d-661e8cdf5aaa,Lewis and Clark Community College,IL,ambiguous_course_identity_no_code,discover_course_code,COMPLETE
3,a975d81f-9737-44f3-adc8-3f33e1aa6754,Western New England Univ,MA,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,a97a7a2b-1c87-499b-8fde-67d5cf9df329,University at Albany-SUNY,NY,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,a9e5ecb0-efcc-47f2-acfb-ca973240b0c7,East Central University,OK,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,aa44b165-a6cc-4c71-b271-e34d92118f3a,University of Detroit Mercy,MI,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,acd721bb-d2a0-49b8-8932-5f849ae27fb7,Everett Community College,WA,ambiguous_course_identity_no_code,discover_course_code,NO_RESULT
3,ad7da69c-8adf-4484-b9e2-0e0705bc0921,Virginia Western Community College,VA,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,ada6e940-608d-4e39-920a-3268ea02c07f,San Jose State University,,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,af045436-976c-4f48-85b0-c7a5e0ce3000,Saint Louis University St.,MO,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,af1d8651-43c0-4f2d-82dd-4c1d4a4009cb,Minnesota St Univ Mankato,MN,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,afae29c6-5742-421f-b1ad-5a2d0096cac4,Uof Texas of Permian Basin,TX,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,afc34f5a-4dd9-47f0-972a-e72d579052bb,Colorado State Univ-Pueblo,CO,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,b0b219b5-1880-4f16-a94d-af044068f061,University of Guelph-Humber,ON,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,b228b0cd-5021-448b-a8d0-66473108d126,College of the Siskiyous,CA,ambiguous_course_identity_no_code,discover_course_code,NO_RESULT
3,b230da3f-ad97-4124-864a-2b126ffa8eac,Rensselaer Poly Institute,NY,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,b26313fa-a73d-4072-99fe-a8c6ba0faf52,Black Hills State University,SD,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,b27f9bf6-16b4-4782-9931-9d31dc11ad9e,Colorado State University Fort,CO,ambiguous_course_identity_no_code,discover_course_code,NO_RESULT
3,b3093949-cf55-4b02-9e52-d33ad895fa46,Bucks County Community College,PA,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,b319a0e7-46ee-49b7-8fac-93fca757a527,Salem Community College,NJ,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,b35e85a6-d715-4b69-965a-fb920c9188a4,Rappahannock Community College,VA,ambiguous_course_identity_no_code,discover_course_code,NO_RESULT
3,b38e972d-a01b-44db-8e06-cf840a98743d,Sonoma State University Rohnert,CA,ambiguous_course_identity_no_code,discover_course_code,NO_RESULT
3,b3d05deb-1b8c-415c-affe-ea7a707e5e1a,Ventura College,CA,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,b3f40783-beaf-44f7-a90d-3c924710437a,Meredith College,NC,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,b43fc4ee-c28e-41f4-a24f-39bc666e03a4,"Rutgers, The State University of New Jersey",NJ,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,b44d9ead-b5c3-4317-a27a-a6bf73b88a38,Simon Fraser University,BC,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,b452d7d4-1e15-42f8-a6e4-afecea0f5bf7,Worcester Polytechnic Inst,MA,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,b4b6aba9-702e-4bdf-8541-90e566653ee1,University of Tampa,FL,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,b6129ff5-854a-4a3e-a4f3-96572aef3fab,Texas Christian University Fort,TX,ambiguous_course_identity_no_code,discover_course_code,COMPLETE
3,b6670695-2dfb-48ef-b7f6-4793e5d8d9fe,University of Hradec Králové,CZ,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,b6679ac5-dc5d-4f0d-b1e0-d8905cdee00d,University of Genoa,IT,ambiguous_course_identity_no_code,discover_course_code,COMPLETE
3,b671450d-60aa-448d-91e0-2d57bcb25d74,Copenhagen Business School,Capital Region,ambiguous_course_identity_no_code,discover_course_code,NO_RESULT
3,b6a2cb0d-02a6-44a1-8631-826bb107c107,West Texas A&M University,TX,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,b7b85c1d-0b2b-45ed-988d-13a3142a4ee8,Marist College,,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,b840ea4e-049e-4ad4-acfa-594f15dfd70a,Southwest Tennessee Community College,TN,ambiguous_course_identity_no_code,discover_course_code,NO_RESULT
3,b842ce16-a903-49e8-ad1e-1e6dc5d72b41,University of Amsterdam,North Holland,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,b8634bfc-6cb4-4dc0-9b1e-28f1b5f0a505,Clovis Community College,NM,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,b86b4da0-c6a0-4fc1-b76c-4622a87c26b0,Comenius University Bratislava,SK,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,b8ab4988-2d30-4eaa-8b82-58cccdb9fec6,Central Virginia Community College,VA,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,b913ad43-1616-4c37-8125-338976942c8a,Lourdes University,OH,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,b92684a6-c0d1-4ffe-8e2c-1d0877706896,East Georgia State College,GA,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,b9ea128c-d602-46c5-8be3-b8c8af227538,Simmons College,MA,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,b9ea8457-71d7-4e88-8da9-833bc04c41b4,Bow Valley College,AB,ambiguous_course_identity_no_code,discover_course_code,NO_RESULT
3,ba2925de-c5bf-4f7e-8c18-9c155cb04851,Union College,,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,ba92cd6a-6a0c-4d27-a73e-acaf35196aef,Algonquin College,ON,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,badee7d8-d0ac-40d6-808e-312282fde591,Wichita State University,KS,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,bb44fb26-0e2b-4e03-9d2a-b3ad8028a7a0,Washburn University,KS,ambiguous_course_identity_no_code,discover_course_code,COMPLETE
3,bcea8237-a35e-4b1c-ae0f-0831acb066ef,Univ of Central Oklahoma,OK,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,bdeb1f43-8b3b-433c-9f75-2046a52d6e59,Santa Rosa Junior College,CA,ambiguous_course_identity_no_code,human_review,NEEDS_REVIEW
3,bea3ef96-1085-44e3-a25b-6f90750f02e5,University of Guam,GU,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,c01a3034-759e-4f51-9356-ac0cdf772813,University of Regina,SK,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,c09bc369-6ce4-4603-8ddf-910417927605,Dakota College at Bottineau,ND,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,c1625287-0894-4dd0-ba43-ed915ceb160b,University of North Carolina-Wilmington,,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,c1a80a4b-0acb-4a94-831e-06680837522b,Jefferson Community and Technical College,KY,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,c2443e77-e8d8-4492-b503-2989f29dd590,Bemidji State University,MN,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,c25d661c-930b-478f-b1de-8ae1456cbf0b,Somerset Community College,KY,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,c344c808-1d67-44ff-a972-092a832c39db,Cuesta College,CA,ambiguous_course_identity_no_code,discover_course_code,NEEDS_REVIEW
3,c45a706a-15c7-42e2-b488-a4d6c2a8d799,Penn State Shenango,PA,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,c47176e3-d0e5-4e38-939b-89180bb0556c,Front Range Community College,CO,ambiguous_course_identity_no_code,await_course_code_backfill,WAITING_FOR_COURSE
3,c51895f9-2dd1-45aa-9d51-c54fa90b7359,Fordham University New,NY,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,c5f9fe2f-2922-46cb-977d-78d9faeebc32,Kauai Community College,HI,ambiguous_course_identity_no_code,retry_later_rate_limited,NO_RESULT
3,c6f2425e-f4fb-4145-a230-429cd9359057,William Jewell College,MO,ambiguous_course_identity_no_code,retry_later_rate_limited,NO_RESULT
3,c7641d1b-7a81-42a5-a284-627f5cd1c3d8,The Citadel,SC,ambiguous_course_identity_no_code,retry_later_rate_limited,NO_RESULT
3,c8a2760d-7168-4b10-86e7-8c3ec7b83f76,Southwestern Oklahoma State University,OK,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,c8fa3dd9-e7bb-44c3-a5eb-641b422b2d0f,Charleston Southern Univ,SC,ambiguous_course_identity_no_code,retry_later_rate_limited,NO_RESULT
3,c973ec84-2505-4cb7-8594-41e1de90c857,Barry University Miami,FL,ambiguous_course_identity_no_code,retry_later_rate_limited,NO_RESULT
3,c98a229e-d53c-4ba8-ac2c-0eae9c12a64c,Lander University,SC,ambiguous_course_identity_no_code,retry_later_rate_limited,NO_RESULT
3,cb524a76-1b2c-43b3-a9cd-4bec051cd146,University of San Diego San,CA,ambiguous_course_identity_no_code,retry_later_rate_limited,NO_RESULT
3,ccc501d6-e3db-4756-a90e-d6ba018e7af5,University of Scranton,PA,ambiguous_course_identity_no_code,retry_later_rate_limited,NO_RESULT
3,cdad3007-6eac-4111-8c1b-be946e69e632,Pepperdine Univ-Malibu,CA,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,cf2aa238-eda2-4487-ad36-d5f0cc409791,Virginia State University,VA,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,cf5e7aa4-be8a-4bc7-b5ca-9dd8854b9d87,Illinois Institute of Technology,,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
3,cfa13e53-1907-4ffb-bb69-b3bd182f9beb,Tennessee Technological Un,TN,ambiguous_course_identity_no_code,resolve_campus_domain,NO_RESULT
