target_tier,target_score,campus,state,course_code,greek_pct,greek_chapters,greek_elig,live_picker,doc_confirmed_profs,doc_likely_profs,exam1_chapters,textbook,syllabus,documents,high_value,market_priority,intel_status,recommended_action
A,128,Louisiana State University,LA,ACCT 2001,41,45,eligible,Y,1,2,1-5,Y,Y,14,0,,COMPLETE,TARGET NOW — strong Greek + prof + exam map
A,117,University of Florida,FL,ACG 2021,43,63,eligible,Y,1,0,1-5,,Y,20,2,,NEEDS_REVIEW,TARGET NOW — strong Greek + prof + exam map
A,113,University of Arkansas,AR,ACCT 2013,64,49,eligible,Y,0,4,1-24,Y,Y,14,0,,COMPLETE,HIGH — strong Greek + course intel; outreach
A,108,University of South Carolina,SC,ACCT 225,66,65,eligible,Y,0,2,1-7,Y,Y,20,0,,NEEDS_REVIEW,HIGH — strong Greek + course intel; outreach
A,98,The University of Texas at Austin,TX,ACC 311,31,,eligible,,1,10,1-13,Y,Y,14,0,,COMPLETE,TARGET NOW — strong Greek + prof + exam map
A,95,University of Georgia,GA,ACCT 2101,57,67,eligible,Y,3,3,,,Y,8,0,,NEEDS_REVIEW,HIGH — strong Greek + course intel; outreach
A,95,University of Kentucky,KY,ACC 201,48,57,eligible,Y,2,0,,,Y,18,0,,NEEDS_REVIEW,HIGH — strong Greek + course intel; outreach
A,89,Ball State University,IN,ACC 201,,28,,,3,0,1-2,Y,Y,8,1,,COMPLETE,TARGET NOW — strong Greek + prof + exam map
A,89,Florida Atlantic University,FL,ACG 2021,18,27,eligible,,1,2,1-8,Y,Y,13,1,,COMPLETE,TARGET NOW — strong Greek + prof + exam map
A,88,De Anza College,CA,ACCT 1A,,29,,,4,5,1-4,Y,Y,25,0,,COMPLETE,TARGET NOW — strong Greek + prof + exam map
A,88,Western Kentucky University,KY,ACCT 200,,33,,,1,6,1-4,Y,Y,23,0,,COMPLETE,TARGET NOW — strong Greek + prof + exam map
A,88,Austin Community College,TX,ACCT 2301,,58,,,1,12,1-7,Y,Y,16,0,,COMPLETE,TARGET NOW — strong Greek + prof + exam map
A,83,Stephen F. Austin State University,TX,ACCT 2301,,33,,,2,5,1-6,Y,Y,9,0,,NEEDS_REVIEW,TARGET NOW — strong Greek + prof + exam map
A,80,New York University,NY,ACCT-UB 1,9,16,eligible,,8,3,1-4,Y,Y,12,0,,COMPLETE,TARGET NOW — strong Greek + prof + exam map
A,76,University of Texas at El Paso,TX,ACCT 2301,,10,,,3,6,1-4,Y,Y,15,0,,NEEDS_REVIEW,TARGET NOW — strong Greek + prof + exam map
A,75,Gustavus Adolphus College,,B/E 110,24,3,eligible,,1,2,1-6,,Y,15,0,,NEEDS_REVIEW,TARGET NOW — strong Greek + prof + exam map
A,75,Florida State College at Jacksonville,FL,,43,,eligible,,1,0,1-4,,Y,10,0,,NEEDS_REVIEW,TARGET NOW — strong Greek + prof + exam map
B,74,James Madison University,VA,COB 241,,46,,,0,4,1-16,Y,Y,9,1,,COMPLETE,HIGH — strong Greek + course intel; outreach
B,73,Univ No Carolina Greensboro,NC,ACC 201,,,,,1,1,1-3,Y,Y,9,0,,COMPLETE,HIGH — confirmed prof + exam map; ready for outreach
B,73,Oral Roberts University,OK,ACT 215,,,,,1,4,1-4,Y,Y,11,0,,COMPLETE,HIGH — confirmed prof + exam map; ready for outreach
B,73,King's College - Pennsylvania,PA,ACCT 115,,,,,1,16,1-7,Y,Y,25,0,,COMPLETE,HIGH — confirmed prof + exam map; ready for outreach
B,73,Cerritos College,CA,ACCT 101,,36,,,0,4,13-15,Y,Y,17,0,,COMPLETE,HIGH — strong Greek + course intel; outreach
B,71,Texas A&M University,TX,ACCT 229,,63,eligible,Y,0,2,,,Y,15,1,,NEEDS_REVIEW,course known; needs prof + exam evidence
B,70,University of Mississippi,MS,ACCY 201,91,37,eligible,Y,0,0,,,Y,9,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
B,70,Mississippi State University,MS,ACC 2013,49,43,eligible,Y,0,0,,,Y,19,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
B,70,Vanderbilt University,TN,BUS 1100,52,39,eligible,Y,0,0,,,Y,9,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
B,70,"University of Tennessee, Knoxville",TN,ACCT 200,57,59,eligible,Y,0,0,,,Y,11,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
B,67,Doane University,NE,ACC 103,,20,,,0,4,1-12,Y,Y,12,1,,COMPLETE,HIGH — strong Greek + course intel; outreach
B,67,University of Oklahoma,OK,ACCT 2113,59,55,eligible,Y,0,0,,,,21,2,,NEEDS_REVIEW,course known; needs prof + exam evidence
B,66,The University of Texas at Arlington,TX,ACCT 2301,,21,,,0,3,1-3,Y,Y,7,0,,COMPLETE,HIGH — strong Greek + course intel; outreach
B,65,Auburn University,AL,ACCT 2110,74,56,eligible,Y,0,0,,,,11,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
B,65,University of Missouri,MO,ACCTCY 2026,55,62,eligible,Y,0,0,,,,6,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
B,64,Drexel University,PA,ACCT 115,19,30,eligible,,0,1,1-3,,Y,6,4,,NEEDS_REVIEW,HIGH — strong Greek + course intel; outreach
B,63,University of Utah Salt Lake,UT,,,,,,5,1,12-14,Y,Y,10,0,,COMPLETE,HIGH — confirmed prof + exam map; ready for outreach
B,63,North Central Texas College,TX,,,,,,4,0,1-4,Y,Y,9,0,,COMPLETE,HIGH — confirmed prof + exam map; ready for outreach
B,63,University of Toronto,ON,,,,,,3,3,1-12,Y,Y,6,0,,COMPLETE,HIGH — confirmed prof + exam map; ready for outreach
B,63,Seminole State College of Florida,FL,ACG 2021,,54,,,2,0,,Y,Y,3,0,,NEEDS_REVIEW,HIGH — strong Greek + course intel; outreach
B,63,Rice University,TX,,,,,,2,7,1-3,Y,Y,9,0,,COMPLETE,HIGH — confirmed prof + exam map; ready for outreach
B,63,University of Montana,MT,,,,,,1,8,8-14,Y,Y,10,0,,COMPLETE,HIGH — confirmed prof + exam map; ready for outreach
B,63,Texas A&M Univ-Texarkana,TX,,,,,,1,2,7-8,Y,Y,16,0,,COMPLETE,HIGH — confirmed prof + exam map; ready for outreach
B,63,University of North Carolina at Charlotte,NC,ACCT 2121,15,33,eligible,,0,0,1-4,Y,Y,16,0,,COMPLETE,HIGH — strong Greek + course intel; outreach
B,61,City College of San Francisco,CA,ACCT 1,,12,,,4,5,,Y,Y,15,0,,COMPLETE,HIGH — strong Greek + course intel; outreach
B,61,Florida Gulf Coast University,FL,ACG 2021,,18,,,0,1,1-16,Y,Y,7,0,,NEEDS_REVIEW,HIGH — strong Greek + course intel; outreach
B,60,"University of Nevada, Las Vegas",NV,ACC 201,,29,,,0,1,1-3,,Y,23,0,,NEEDS_REVIEW,HIGH — strong Greek + course intel; outreach
B,58,Univ of California-Davis,CA,,,,,,4,5,1-7,Y,Y,18,0,,NEEDS_REVIEW,HIGH — confirmed prof + exam map; ready for outreach
B,58,University of North Georgia,GA,ACCT 2101,,,,,0,1,1-2,Y,Y,13,0,,COMPLETE,exam map known; find professor (Pass B)
B,58,Binghamton University,NY,ACCT 211,32,49,eligible,,0,1,,Y,,14,0,,COMPLETE,course known; needs prof + exam evidence
B,58,Bradley University,IL,ATG 157,,1,,,0,2,1-4,Y,Y,15,0,,COMPLETE,exam map known; find professor (Pass B)
B,55,University of West Georgia,GA,ACCT 2101,,28,,,5,0,,,Y,19,0,,NEEDS_REVIEW,HIGH — strong Greek + course intel; outreach
B,55,University of North Texas,TX,ACCT 2010,,40,,,1,0,,,Y,29,0,,NEEDS_REVIEW,HIGH — strong Greek + course intel; outreach
B,55,The University of Texas at San Antonio,TX,ACC 2013,,28,,,1,0,,,Y,12,0,,NEEDS_REVIEW,HIGH — strong Greek + course intel; outreach
B,55,University of Alabama,AL,AC 210,14,71,eligible,Y,0,0,,,,4,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
B,53,Florida International University,FL,ACG 2021,,34,eligible,,0,4,,Y,Y,11,0,,COMPLETE,course known; needs prof + exam evidence
B,51,American University,DC,ACCT 240,,28,eligible,,3,12,,,,11,1,,NEEDS_REVIEW,HIGH — strong Greek + course intel; outreach
B,51,Northwestern State University,LA,ACCT 2000,32,18,eligible,,0,2,,,Y,8,1,,NEEDS_REVIEW,course known; needs prof + exam evidence
B,50,Rochester Institute of Technology,NY,ACCT 110,18,27,eligible,,1,1,,,,8,0,,NEEDS_REVIEW,HIGH — strong Greek + course intel; outreach
B,50,George Mason University,VA,ACCT 203,7,35,eligible,,0,0,1-18,Y,Y,6,0,,NEEDS_REVIEW,HIGH — strong Greek + course intel; outreach
B,48,Wayland Baptist University,TX,ACCT 2305,,,,,2,4,,Y,Y,21,0,,NEEDS_REVIEW,confirmed prof; parse/verify exam map next
B,48,Wilmington College,OH,EC 238,,2,,,1,0,,Y,Y,2,0,,NEEDS_REVIEW,confirmed prof; parse/verify exam map next
B,48,University of Maine,ME,,,,,,0,1,1-4,Y,Y,6,0,,COMPLETE,thin evidence; human review
B,48,University of Akron,OH,,,,,,0,8,1-3,Y,Y,8,0,,COMPLETE,thin evidence; human review
B,48,CUNY-Brooklyn College,NY,,,,,,0,2,8-9,Y,Y,5,0,,COMPLETE,thin evidence; human review
B,48,Washburn University,KS,,,,,,0,4,1-13,Y,Y,7,0,,COMPLETE,thin evidence; human review
B,48,Prairie View A&M University,TX,,,,,,0,7,1-4,Y,Y,14,0,,COMPLETE,thin evidence; human review
C,47,University of Illinois Chicago,IL,ACTG 210,8,28,eligible,,4,4,,,Y,10,0,,NEEDS_REVIEW,HIGH — strong Greek + course intel; outreach
C,47,University of Wisconsin–Milwaukee,WI,BUS ADM 201,,17,,,0,5,,Y,Y,9,1,,COMPLETE,course known; needs prof + exam evidence
C,47,Trinity College,,2001,,12,eligible,,0,4,,Y,Y,9,1,,COMPLETE,course known; needs prof + exam evidence
C,46,University of Wisconsin–Oshkosh,WI,ACCT 206,,17,,,0,1,,Y,Y,16,0,,COMPLETE,course known; needs prof + exam evidence
C,45,Sul Ross State University,TX,,,,,,2,0,1-4,,,8,0,,NEEDS_REVIEW,HIGH — confirmed prof + exam map; ready for outreach
C,45,Dakota College at Bottineau,ND,,,,,,1,1,14-14,,,3,0,,NEEDS_REVIEW,HIGH — confirmed prof + exam map; ready for outreach
C,45,Tennessee State University,TN,ACCT 2010,,,,,0,1,1-8,,Y,16,0,,NEEDS_REVIEW,exam map known; find professor (Pass B)
C,44,University of Houston - Downtown,TX,ACC 2301,,36,,,0,1,,Y,,14,1,,NEEDS_REVIEW,course known; needs prof + exam evidence
C,43,McMaster University,ON,,,,,,4,4,,Y,Y,3,0,,COMPLETE,confirmed prof; parse/verify exam map next
C,43,University of Genoa,IT,,,,,,3,2,,Y,Y,6,0,,COMPLETE,confirmed prof; parse/verify exam map next
C,43,Mercer University-Macon,GA,ACC 204,,,,,3,1,,Y,,9,0,,NEEDS_REVIEW,confirmed prof; parse/verify exam map next
C,43,Nagoya University,OH,,,,,,2,2,,Y,Y,8,0,,COMPLETE,confirmed prof; parse/verify exam map next
C,43,Waseda University,JP,,,,,,2,2,,Y,Y,8,0,,COMPLETE,confirmed prof; parse/verify exam map next
C,43,South Plains College,TX,,,,,,1,2,,Y,Y,10,0,,COMPLETE,confirmed prof; parse/verify exam map next
C,43,Univ of Hawaii at Manoa,HI,,,,,,0,1,1-3,Y,Y,15,0,,NEEDS_REVIEW,thin evidence; human review
C,43,Eastern Illinois Univ,IL,,,,,,0,3,1-5,Y,Y,7,0,,NEEDS_REVIEW,thin evidence; human review
C,43,Yeshiva University New,NY,,,,,,0,2,1-4,Y,Y,8,0,,NEEDS_REVIEW,thin evidence; human review
C,43,Pratt Institute-Main,,ACCT-1971,,3,eligible,,0,7,,Y,Y,12,1,,COMPLETE,course known; needs prof + exam evidence
C,41,Rhode Island College,RI,ACCT 201,52,6,eligible,,0,0,,,Y,10,1,,NEEDS_REVIEW,course known; needs prof + exam evidence
C,41,Missouri State University,MO,ACC 201,,31,,,0,2,,,Y,21,1,,NEEDS_REVIEW,course known; needs prof + exam evidence
C,40,Kent State University,OH,ACCT 23020,,1,,,1,10,,,Y,12,0,,NEEDS_REVIEW,confirmed prof; parse/verify exam map next
C,40,Howard University,DC,ACCT 201,2,6,eligible,,0,2,,Y,Y,18,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
C,40,University of Southern Mississippi,MS,ACC 200,117,28,eligible,,0,0,,,Y,15,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
C,40,Orange Coast College,CA,ACCT A101,,28,,,0,15,,,Y,12,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
C,39,Colorado College,,BU205,,6,eligible,,6,4,,,,15,0,,NEEDS_REVIEW,confirmed prof; parse/verify exam map next
C,38,Tulsa Community College,OK,,,14,,,6,0,,,Y,4,0,,NEEDS_REVIEW,HIGH — strong Greek + course intel; outreach
C,38,Stanford University,CA,,,23,,,2,3,,,Y,4,0,,NEEDS_REVIEW,HIGH — strong Greek + course intel; outreach
C,38,Memorial University of Newfoundland,NL,,,,,,1,0,,Y,Y,8,0,,NEEDS_REVIEW,confirmed prof; parse/verify exam map next
C,38,University of Chicago,IL,,,1,,,1,0,,Y,,1,0,,COMPLETE,confirmed prof; parse/verify exam map next
C,38,Northern Arizona University,AZ,ACC 255,,,,,0,2,,Y,Y,8,0,,COMPLETE,course known; needs prof + exam evidence
C,38,University of North Dakota Grand,ND,,,,,,0,0,1-4,Y,Y,3,0,,COMPLETE,thin evidence; human review
C,38,Massachusetts Inst of Tech,MA,15.501,,,,,0,1,,Y,Y,18,0,,COMPLETE,course known; needs prof + exam evidence
C,37,"University of California, Los Angeles",CA,MGMT 1A,,,eligible,,0,1,,Y,Y,29,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
C,35,Penn State University Univ,PA,ACCTG 201,,,,,1,0,,,,12,0,,NEEDS_REVIEW,confirmed prof; parse/verify exam map next
C,35,Hanover College,,BSP 325,76,8,eligible,,0,0,,,,1,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
C,35,Muhlenberg College,,ACT 101,44,10,eligible,,0,0,,,,0,0,,FAILED,course known; needs prof + exam evidence
C,35,Grove City College,,ACCT 201,37,,eligible,,0,0,,,,14,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
C,35,Davidson College,,ECO 211,62,10,eligible,,0,0,,,,0,0,,WAITING_FOR_PROFESSORS,course known; needs prof + exam evidence
C,35,The College of Wooster,,BUEC 11900,100,2,eligible,,0,0,,,,0,0,,FAILED,course known; needs prof + exam evidence
C,35,College of Charleston,,ACC101,45,32,eligible,,0,0,,,,0,0,,NO_RESULT,course known; needs prof + exam evidence
C,35,Furman University,SC,ACC 111,69,15,eligible,,0,0,,,,3,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
C,35,St. Lawrence University,,ACC-203,32,6,eligible,,0,0,,,,2,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
C,35,Allegheny College,,ECON 285,37,12,eligible,,0,0,,,,5,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
C,35,Eastern Michigan University,MI,ACC 240,26,25,eligible,,0,0,,,,16,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
C,35,Delaware Valley University,PA,ACC 1101,45,2,eligible,,0,0,,,,0,0,,NO_RESULT,course known; needs prof + exam evidence
C,34,Johns Hopkins University,MD,EN.660.203,,25,,,0,0,,,Y,7,4,,NEEDS_REVIEW,course known; needs prof + exam evidence
C,33,University of Illinois,IL,,,,,,4,0,,Y,,4,0,,NEEDS_REVIEW,confirmed prof; parse/verify exam map next
C,33,Utah Tech University,UT,ACCT 2010,19,18,eligible,,0,0,,Y,,14,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
C,33,Rollins College Winter,FL,ACC 501,,,,,0,2,,Y,Y,2,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
C,33,Dominican Univ of Calif San,CA,ACCT 101,,,,,0,4,,Y,Y,7,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
C,33,Salisbury University,MD,ACCT 201,,12,,,0,1,,,Y,10,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
C,32,University of Louisville,KY,ACCT 201,24,32,eligible,,0,0,,,Y,13,2,,NEEDS_REVIEW,course known; needs prof + exam evidence
C,30,"Calif State Univ, Long Beach Long",CA,,,,,,12,3,,,Y,5,0,,NEEDS_REVIEW,confirmed prof; parse/verify exam map next
C,30,Foothill College,CA,,,,,,6,0,,,Y,6,0,,NEEDS_REVIEW,confirmed prof; parse/verify exam map next
C,30,Lakeland Community College,OH,,,,,,3,0,,,Y,1,0,,NEEDS_REVIEW,confirmed prof; parse/verify exam map next
C,30,Simon Fraser University,BC,,,,,,3,0,,,Y,6,0,,NEEDS_REVIEW,confirmed prof; parse/verify exam map next
C,30,Univ of Central Oklahoma,OK,,,,,,3,0,,,Y,2,0,,NEEDS_REVIEW,confirmed prof; parse/verify exam map next
C,30,University of Alberta,AB,,,,,,1,0,,,Y,3,0,,NEEDS_REVIEW,confirmed prof; parse/verify exam map next
C,30,Washington University St.,MO,,,,,,1,0,,,Y,4,0,,NEEDS_REVIEW,confirmed prof; parse/verify exam map next
C,30,University of Northern Iowa Cedar,IA,,,,,,1,0,,,Y,4,0,,NEEDS_REVIEW,confirmed prof; parse/verify exam map next
C,30,Carleton University,ON,,,,,,1,3,,,Y,10,0,,NEEDS_REVIEW,confirmed prof; parse/verify exam map next
C,30,Purdue University-Main Campus,,,30,61,eligible,,0,0,,,Y,6,0,,NEEDS_REVIEW,thin evidence; human review
C,30,Dallas Baptist University,TX,ACCT 2301,,51,,,0,0,,,Y,10,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
C,30,Bryant & Stratton College,NY,ACCT 100,17,10,eligible,,0,0,,,Y,1,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
C,30,Indiana University Indianapolis,IN,BUS-A 201,,19,,,0,1,,,,18,2,,NEEDS_REVIEW,course known; needs prof + exam evidence
C,30,University of Toledo,OH,ACCT 2100,,25,,,0,0,,,Y,24,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
C,30,University of Wisconsin–Madison,WI,ACCT IS 100,17,60,eligible,,0,0,,,Y,16,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
C,30,Tufts University,,BUS 1101,24,13,eligible,,0,0,,,Y,5,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
C,30,Chabot College,CA,BUS 1A,,36,,,0,0,,,Y,12,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
C,28,Universidad Carlos III de Madrid,MD,,,,,,0,1,,Y,Y,7,0,,COMPLETE,thin evidence; human review
C,28,New Jersey In of Technology,NJ,,,,,,0,5,,Y,Y,7,0,,COMPLETE,thin evidence; human review
C,28,Troy University,AL,ACT 2291,,23,,,0,1,,,,31,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
C,28,University of Exeter,EX,,,,,,0,7,,Y,Y,6,0,,COMPLETE,thin evidence; human review
C,28,Dartmouth College,NH,,,,,,0,2,,Y,Y,2,0,,COMPLETE,thin evidence; human review
C,28,Augusta University,GA,,,,,,0,5,,Y,Y,4,0,,COMPLETE,thin evidence; human review
C,28,College of the Redwoods,CA,,,,,,0,4,,Y,Y,5,0,,COMPLETE,thin evidence; human review
C,28,Texas Christian University Fort,TX,,,,,,0,1,,Y,Y,6,0,,COMPLETE,thin evidence; human review
C,28,University of Waterloo,ON,,,,,,0,2,,Y,Y,6,0,,COMPLETE,thin evidence; human review
C,28,DePaul University,IL,,,,,,0,6,,Y,Y,5,0,,COMPLETE,thin evidence; human review
C,28,University of New Orleans New,LA,,,,,,0,2,,Y,Y,3,0,,COMPLETE,thin evidence; human review
C,27,Knox College,IL,BUS 211,8,,eligible,,0,1,,,,7,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
C,26,Adrian College,MI,,,,,,2,0,,,,4,1,,NEEDS_REVIEW,confirmed prof; parse/verify exam map next
C,26,Towson University,MD,ACCT 201,,27,,,0,0,,,,18,1,,NEEDS_REVIEW,course known; needs prof + exam evidence
C,25,Brandeis University,MA,BUS 6a,,8,no_social_greek,,3,4,,,Y,14,0,,NEEDS_REVIEW,HIGH — strong Greek + course intel; outreach
C,25,Owensboro Community and Technical College,KY,,,,,,2,0,,,,1,0,,NEEDS_REVIEW,confirmed prof; parse/verify exam map next
C,25,Santa Rosa Junior College,CA,,,7,,,2,0,,,,3,0,,NEEDS_REVIEW,confirmed prof; parse/verify exam map next
C,25,Jefferson Community and Technical College,KY,,,,,,2,0,,,,1,0,,NEEDS_REVIEW,confirmed prof; parse/verify exam map next
C,25,Somerset Community College,KY,,,,,,2,0,,,,1,0,,NEEDS_REVIEW,confirmed prof; parse/verify exam map next
C,25,Uof California-Berkeley,CA,,,,,,1,1,,,,3,0,,NEEDS_REVIEW,confirmed prof; parse/verify exam map next
C,25,Boise State University,ID,,,,,,1,0,,,,5,0,,NEEDS_REVIEW,confirmed prof; parse/verify exam map next
C,25,Jacksonville State University,AL,ACC 200,,20,,,0,0,,,Y,17,2,,NEEDS_REVIEW,course known; needs prof + exam evidence
C,25,University of Puget Sound,,,36,9,eligible,,0,0,,,,0,0,,WAITING_FOR_COURSE,dark — needs domain/course-code backfill
C,25,Illinois Wesleyan University,,,38,12,eligible,,0,0,,,,0,0,,WAITING_FOR_COURSE,dark — needs domain/course-code backfill
C,25,Ursinus College,,,25,3,eligible,,0,0,,,,0,0,,WAITING_FOR_COURSE,dark — needs domain/course-code backfill
C,25,Hamilton College,,,25,11,eligible,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
C,25,University of Delaware,DE,ACCT 207,,53,,,0,0,,,,0,0,,NO_RESULT,course known; needs prof + exam evidence
C,25,Old Dominion University,VA,ACCT 201,,32,,,0,0,,,,18,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
C,25,Trinity University,,,27,,eligible,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
C,25,Florida Institute of Technology,,EAC 2211,12,14,eligible,,0,0,,,,0,0,,FAILED,course known; needs prof + exam evidence
C,25,Denison University,,,53,25,eligible,,0,0,,,,0,0,,WAITING_FOR_COURSE,dark — needs domain/course-code backfill
C,25,Kennesaw State University,GA,ACCT 2101,,29,,,0,0,,,,0,0,,NO_RESULT,course known; needs prof + exam evidence
C,25,SUNY College at Geneseo,,,36,,eligible,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
C,25,Northeastern University,MA,ACCT 1201,14,29,eligible,,0,0,,,,6,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
C,25,Kenyon College,,,48,9,eligible,,0,0,,,,0,0,,FAILED,dark — needs domain/course-code backfill
C,25,Kettering University,,,25,17,eligible,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
C,25,Cedar Crest College,PA,ACC 101,,37,,,0,0,,,,2,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
C,25,Catawba College,NC,ACC 1901,,29,,,0,0,,,,3,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
C,25,Rose-Hulman Institute of Technology,,,58,11,eligible,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
C,25,James A. Rhodes State College,OH,,67,,eligible,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
C,25,Centre College,,,105,11,eligible,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
C,25,Cornell College,,,48,61,eligible,,0,0,,,,0,0,,WAITING_FOR_COURSE,dark — needs domain/course-code backfill
C,25,Indiana University Northwest,IN,BUS-A 201,,61,,,0,0,,,,0,0,,NO_RESULT,course known; needs prof + exam evidence
C,25,Ivy Technical Community College Kokomo S In Ivy Technical Community College Lafayette,IN,,59,,eligible,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
C,25,Sam Houston State University,TX,ACCT 2301,,29,,,0,0,,,,18,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
C,25,Hope College,,,34,2,eligible,,0,0,,,,0,0,,WAITING_FOR_COURSE,dark — needs domain/course-code backfill
C,25,Mercer University,,,43,,eligible,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
C,25,University of Massachusetts Dartmouth,MA,ACT 211,,54,,,0,0,,,,14,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
C,25,Columbia International University,SC,ACC 2101,,21,,,0,0,,,Y,3,2,,NEEDS_REVIEW,course known; needs prof + exam evidence
C,25,Southwestern Oklahoma State University,OK,,63,,eligible,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
C,25,University of Redlands,,ACCT210,12,19,eligible,,0,0,,,,0,0,,FAILED,course known; needs prof + exam evidence
C,25,Loyola University Chicago,IL,ACCT 201,13,13,eligible,,0,0,,,,0,0,,NO_RESULT,course known; needs prof + exam evidence
C,25,University of North Texas at Dallas,TX,ACCT 2301,,41,,,0,0,,,,0,0,,NO_RESULT,course known; needs prof + exam evidence
C,25,Parkland College,IL,BUS 121,,64,,,0,0,,,,0,0,,NO_RESULT,course known; needs prof + exam evidence
C,25,Grambling State University,LA,ACCT 201,,39,,,0,0,,,,5,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
C,25,Colorado School of Mines,,,34,11,eligible,,0,0,,,,0,0,,WAITING_FOR_COURSE,dark — needs domain/course-code backfill
C,25,Lake Forest College,,BUSN230,13,7,eligible,,0,0,,,,0,0,,NO_RESULT,course known; needs prof + exam evidence
C,25,Stevens Institute of Technology,,,31,,eligible,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
C,25,Babson College,,,28,,eligible,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
C,25,Nelson University,TX,ACC 2213,,25,,,0,0,,,,11,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
D,24,North Dakota State University,ND,ACCT 200,,15,,,0,0,,,Y,24,1,,NEEDS_REVIEW,course known; needs prof + exam evidence
D,24,Penn State York,PA,ACCTG 211,,14,,,0,0,,,Y,14,1,,NEEDS_REVIEW,course known; needs prof + exam evidence
D,23,Grand Valley State Univ Grand,MI,ACC 212,,,,,0,0,,Y,Y,16,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
D,23,Uof Minnesota Duluth,MN,,,,,,0,1,,Y,Y,2,0,,NEEDS_REVIEW,thin evidence; human review
D,23,University of Michigan Ann,MI,,,,,,0,1,,Y,Y,2,0,,NEEDS_REVIEW,thin evidence; human review
D,23,Central Connecticut St Univ New,CT,,,,,,0,1,,Y,Y,3,0,,NEEDS_REVIEW,thin evidence; human review
D,23,East Texas A&M University,TX,ACCT 2301,,17,,,0,0,,,Y,11,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
D,23,Univ of Nebraska-Lincoln,NE,,,,,,0,2,,Y,Y,2,0,,NEEDS_REVIEW,thin evidence; human review
D,23,Chapman University,CA,,,,,,0,1,,Y,Y,3,0,,NEEDS_REVIEW,thin evidence; human review
D,23,Fullerton College,CA,ACCT 101AF,,22,,,0,0,,,Y,9,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
D,23,Walla Walla University,WA,ACCT 201,,8,,,0,0,,,Y,5,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
D,23,Community College of Baltimore County,MD,ACCT 101,,19,,,0,0,,,Y,2,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
D,23,Northeast Texas Community College,TX,,,,,,0,1,,Y,Y,2,0,,NEEDS_REVIEW,thin evidence; human review
D,23,University of Southern Indiana,IN,ACCT 201,,12,,,0,0,,,Y,14,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
