target_tier,target_score,campus,state,course_code,greek_pct,greek_chapters,greek_elig,live_picker,doc_confirmed_profs,doc_likely_profs,exam1_chapters,textbook,syllabus,documents,high_value,market_priority,intel_status,recommended_action
D,8,University of California-Merced,,,,13,eligible,,0,0,,,,0,0,,WAITING_FOR_COURSE,dark — needs domain/course-code backfill
D,8,Front Range Community College,CO,,,21,,,0,0,,,,0,0,,WAITING_FOR_COURSE,dark — needs domain/course-code backfill
D,8,Los Angeles Valley College,CA,,,22,,,0,0,,,,1,0,,NEEDS_REVIEW,thin evidence; human review
D,7,CUNY Hunter College,,,2,,eligible,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
D,7,Spelman College,,,5,4,eligible,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
D,7,Wesleyan University,,,4,10,eligible,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
D,7,California State Polytechnic University-Pomona,,,3,,eligible,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
D,7,California State University-Fresno,,,8,,eligible,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
D,7,Stony Brook University,,,5,,eligible,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
D,7,University at Buffalo,,,3,27,eligible,,0,0,,,,0,0,,WAITING_FOR_COURSE,dark — needs domain/course-code backfill
D,7,University of California-Riverside,,,7,,eligible,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
D,7,Lawrence University,,,7,7,eligible,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
D,7,Virginia Commonwealth University,,,5,,eligible,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
D,7,Marist College,,,6,8,eligible,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
D,7,University of California-Santa Cruz,,,11,12,eligible,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
D,7,University of Mary,ND,,9,,eligible,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
D,7,California State University-Fullerton,,,2.2,,eligible,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
D,6,Augsburg College,MN,,,,,,0,0,,,Y,6,1,,NEEDS_REVIEW,thin evidence; human review
D,6,Brigham Young University,UT,,,,,,0,0,,,Y,3,1,,NEEDS_REVIEW,thin evidence; human review
D,5,Cecil College,MD,,,,,,0,0,,,Y,5,0,,NEEDS_REVIEW,thin evidence; human review
D,5,Ohio University,OH,,,2,,,0,0,,,Y,1,0,,NEEDS_REVIEW,thin evidence; human review
D,5,Owens Community College,OH,,,,,,0,0,,,Y,2,0,,NEEDS_REVIEW,thin evidence; human review
D,5,Winthrop University Rock,SC,,,,,,0,0,,,Y,5,0,,NEEDS_REVIEW,thin evidence; human review
D,5,Appalachian State Univ,NC,,,,,,0,0,,,Y,2,0,,NEEDS_REVIEW,thin evidence; human review
D,5,Western Nevada College,NV,,,,,,0,0,,,Y,3,0,,NEEDS_REVIEW,thin evidence; human review
D,5,Thunderbird Sch Global Mgt,AZ,,,,,,0,0,,,Y,2,0,,NEEDS_REVIEW,thin evidence; human review
D,5,Danville Community College,VA,,,,,,0,0,,,Y,1,0,,NEEDS_REVIEW,thin evidence; human review
D,5,Irvine Valley College,CA,,,,,,0,0,,,Y,5,0,,NEEDS_REVIEW,thin evidence; human review
D,5,Uof Arkansas at Fort Smith Ft.,AR,,,,,,0,0,,,Y,4,0,,NEEDS_REVIEW,thin evidence; human review
D,5,University of Manitoba,MB,,,,,,0,0,,,Y,8,0,,NEEDS_REVIEW,thin evidence; human review
D,5,University of North Carolina Chapel,NC,,,,,,0,0,,,Y,4,0,,NEEDS_REVIEW,thin evidence; human review
D,5,Tarrant County College,TX,,,,,,0,0,,,Y,1,0,,NEEDS_REVIEW,thin evidence; human review
D,5,British Columbia Institute of Technology,BC,,,,,,0,0,,,Y,1,0,,NEEDS_REVIEW,thin evidence; human review
D,5,"Calif State Univ, Fullerton",CA,,,,,,0,0,,,Y,3,0,,NEEDS_REVIEW,thin evidence; human review
D,5,Concordia University,QC,,,,,,0,0,,,Y,8,0,,NEEDS_REVIEW,thin evidence; human review
D,5,Western Michigan University,MI,,,,,,0,0,,,Y,8,0,,NEEDS_REVIEW,thin evidence; human review
D,5,Evergreen Valley College,CA,,,,,,0,0,,,Y,3,0,,NEEDS_REVIEW,thin evidence; human review
D,5,University of Lethbridge,AB,,,,,,0,0,,,Y,1,0,,NEEDS_REVIEW,thin evidence; human review
D,5,Fresno City College,CA,,,,,,0,0,,,Y,4,0,,NEEDS_REVIEW,thin evidence; human review
D,5,Suffolk County Community College,NY,,,3,,,0,0,,,Y,1,0,,NEEDS_REVIEW,thin evidence; human review
D,5,Boston College Chestnut,MA,,,,,,0,0,,,Y,1,0,,NEEDS_REVIEW,thin evidence; human review
D,5,Columbia University New,NY,,,,,,0,0,,,Y,2,0,,NEEDS_REVIEW,thin evidence; human review
D,5,Wayne State University,MI,,,,,,0,0,,,Y,4,0,,NEEDS_REVIEW,thin evidence; human review
D,5,El Paso Community College,TX,,,,,,0,0,,,Y,7,0,,NEEDS_REVIEW,thin evidence; human review
D,5,Fairfield University,CT,,,,,,0,0,,,Y,1,0,,NEEDS_REVIEW,thin evidence; human review
D,5,Prince George's Community College,MD,,,,,,0,0,,,Y,3,0,,NEEDS_REVIEW,thin evidence; human review
D,5,Kutztown Univ of Penn,PA,,,,,,0,0,,,Y,5,0,,NEEDS_REVIEW,thin evidence; human review
D,5,Virginia Western Community College,VA,,,,,,0,0,,,Y,6,0,,NEEDS_REVIEW,thin evidence; human review
D,5,Saint Louis University St.,MO,,,,,,0,0,,,Y,3,0,,NEEDS_REVIEW,thin evidence; human review
D,5,Bucks County Community College,PA,,,,,,0,0,,,Y,6,0,,NEEDS_REVIEW,thin evidence; human review
D,5,Salem Community College,NJ,,,,,,0,0,,,Y,1,0,,NEEDS_REVIEW,thin evidence; human review
D,5,Meredith College,NC,,,,,,0,0,,,Y,2,0,,NEEDS_REVIEW,thin evidence; human review
D,5,University of Tampa,FL,,,,,,0,0,,,Y,2,0,,NEEDS_REVIEW,thin evidence; human review
D,5,West Texas A&M University,TX,,,,,,0,0,,,Y,2,0,,NEEDS_REVIEW,thin evidence; human review
D,5,Algonquin College,ON,,,,,,0,0,,,Y,3,0,,NEEDS_REVIEW,thin evidence; human review
D,5,Wichita State University,KS,,,,,,0,0,,,Y,2,0,,NEEDS_REVIEW,thin evidence; human review
D,5,University of Regina,SK,,,,,,0,0,,,Y,2,0,,NEEDS_REVIEW,thin evidence; human review
D,5,Cuesta College,CA,,,,,,0,0,,,Y,3,0,,NEEDS_REVIEW,thin evidence; human review
D,5,Utah State University,UT,,,,,,0,0,,,Y,6,0,,NEEDS_REVIEW,thin evidence; human review
D,5,Essex County College,NJ,,,,,,0,0,,,Y,1,0,,NEEDS_REVIEW,thin evidence; human review
D,5,Avila University Kansas,MO,,,,,,0,0,,,Y,1,0,,NEEDS_REVIEW,thin evidence; human review
D,5,Creighton University,NE,,,,,,0,0,,,Y,2,0,,NEEDS_REVIEW,thin evidence; human review
D,5,Yuba College,CA,,,,,,0,0,,,Y,12,0,,NEEDS_REVIEW,thin evidence; human review
D,5,"Calif State U, Los Angeles Los",CA,,,,,,0,0,,,Y,1,0,,NEEDS_REVIEW,thin evidence; human review
D,5,Wright State University,OH,,,,,,0,0,,,Y,9,0,,NEEDS_REVIEW,thin evidence; human review
D,5,Saddleback College,CA,,,7,,,0,0,,,Y,7,0,,NEEDS_REVIEW,thin evidence; human review
D,5,Un of Massachusetts Amherst,MA,,,,,,0,0,,,Y,5,0,,NEEDS_REVIEW,thin evidence; human review
D,5,York University,ON,,,,,,0,0,,,Y,4,0,,NEEDS_REVIEW,thin evidence; human review
D,5,Bentley University,MA,,,,,,0,0,,,Y,2,0,,NEEDS_REVIEW,thin evidence; human review
D,5,University of Indianapolis,IN,,,,,,0,0,,,Y,2,0,,NEEDS_REVIEW,thin evidence; human review
D,5,Mt. San Antonio College,CA,,,,,,0,0,,,Y,7,0,,NEEDS_REVIEW,thin evidence; human review
D,4,Barnard College,,,,,eligible,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
D,4,University of California-Irvine,,,,,eligible,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
D,4,Occidental College,,,,5,eligible,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
D,4,SUNY College of Environmental Science and Forestry,,,,7,eligible,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
D,4,Yale University,,,,,eligible,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
D,4,Cooper Union for the Advancement of Science and Art,,,,1,eligible,,0,0,,,,0,0,,WAITING_FOR_COURSE,dark — needs domain/course-code backfill
D,4,San Jose State University,,,,,eligible,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
D,4,Emerson College,,,,2,eligible,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
D,2,Anderson University IN,IN,,,,,,0,0,,,,9,2,,NEEDS_REVIEW,thin evidence; human review
D,1,University of Mary Washington,VA,ACCT 101,,3,no_social_greek,,0,0,,,Y,16,1,,NEEDS_REVIEW,low priority — no social Greek (weak channel)
D,0,Lawrence Technological Univ,MI,,,,,,0,0,,,,1,0,,NEEDS_REVIEW,thin evidence; human review
D,0,University of The Cumberlands,KY,,,,,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
D,0,University of Iowa Iowa,IA,,,,,,0,0,,,,6,0,,NEEDS_REVIEW,thin evidence; human review
D,0,Durham Technical Community College,NC,,,,,,0,0,,,,3,0,,NEEDS_REVIEW,thin evidence; human review
D,0,Calif St U-Dominguez Hills,CA,,,,,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
D,0,Seneca Polytechnic,ON,,,,,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
D,0,Western Carolina University,NC,,,,,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
D,0,Casper College,WY,,,,,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
D,0,New York Institute of Tech Old,NY,,,,,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
D,0,Prague University of Economics and Business,Prague,,,,,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
D,0,Piedmont Virginia Community College,VA,,,,,,0,0,,,,1,0,,NEEDS_REVIEW,thin evidence; human review
D,0,Valparaiso University,IN,,,,,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
D,0,University of Klagenfurt,AT,,,,,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
D,0,Drury University,MO,,,,,,0,0,,,,3,0,,NEEDS_REVIEW,thin evidence; human review
D,0,Weatherford College,TX,,,,,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
D,0,King's College,PA,,,,,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
D,0,South Mountain Community College,AZ,,,,,,0,0,,,,1,0,,NEEDS_REVIEW,thin evidence; human review
D,0,Cal Poly Humboldt,CA,,,,,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
D,0,SUNYat Plattsburgh,NY,,,,,,0,0,,,,1,0,,NEEDS_REVIEW,thin evidence; human review
D,0,Metro Community College Ft Omaha E,NE,,,,,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
D,0,Southeastern Louisiana Univ,LA,,,,,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
D,0,Northern State University,SD,,,,,,0,0,,,,1,0,,NEEDS_REVIEW,thin evidence; human review
D,0,Youngstown State University,OH,,,,,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
D,0,Widener University,PA,,,,,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
D,0,University of Hawaii at Hilo,HI,,,,,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
D,0,Victoria College,TX,,,,,,0,0,,,,4,0,,NEEDS_REVIEW,thin evidence; human review
D,0,Humber Polytechnic,ON,,,,,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
D,0,University of St. Thomas-MN St.,MN,,,,,,0,0,,,,4,0,,NEEDS_REVIEW,thin evidence; human review
D,0,Harris-Stowe State Univ St.,MO,,,,,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
D,0,Tama University,N/A,,,,,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
D,0,Bellarmine University,KY,,,,,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
D,0,University of Montevallo,AL,,,,,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
D,0,Illinois Institute of Tech,IL,,,,,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
D,0,University of Kent,EX,,,,,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
D,0,Univ of Michigan-Dearborn,MI,,,,,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
D,0,U.S. Coast Guard Academy New,CT,,,,,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
D,0,Uof Arkansas at Little Rock Little,AR,,,,,,0,0,,,,1,0,,NEEDS_REVIEW,thin evidence; human review
D,0,Lincoln University - California,CA,,,,,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
D,0,Athens Technical College,GA,,,,,,0,0,,,,0,0,,FAILED,dark — needs domain/course-code backfill
D,0,Bishop's University,QC,,,,,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
D,0,Westminster College - Pennsylvania,PA,,,,,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
D,0,Indiana University Kokomo,IN,,,,,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
D,0,Dalton State College,GA,,,,,,0,0,,,,1,0,,NEEDS_REVIEW,thin evidence; human review
D,0,"City St George's, University of London",England,,,,,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
D,0,La Salle University,PA,,,,,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
D,0,Valdosta State University,GA,,,,,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
D,0,Stetson University,FL,,,,,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
D,0,Uof Arkansas at Pine Bluff Pine,AR,,,,,,0,0,,,,2,0,,NEEDS_REVIEW,thin evidence; human review
D,0,National Chengchi University,TW,,,,,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
D,0,University of South Alabama,AL,,,,,,0,0,,,,3,0,,NEEDS_REVIEW,thin evidence; human review
D,0,Texas State Technical College,TX,,,,,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
D,0,Penn State Wilkes-Barre,PA,,,,,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
D,0,San Jose State University San,CA,,,,,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
D,0,Northland Community and Technical College Thie River,MN,,,,,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
D,0,Southern State Community College,OH,,,,,,0,0,,,,2,0,,NEEDS_REVIEW,thin evidence; human review
D,0,University of Miami Coral,FL,,,,,,0,0,,,,2,0,,NEEDS_REVIEW,thin evidence; human review
D,0,Virginia Poly Inst & St Un,VA,,,,,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
D,0,Germanna Community College,VA,,,,,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
D,0,Columbus State University,GA,,,,,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
D,0,Norfolk State University,VA,,,,,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
D,0,Rochester Inst of Technology,NY,,,,,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
D,0,Western Illinois University,IL,,,,,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
D,0,Pulaski Technical College,AR,,,,,,0,0,,,,0,0,,FAILED,dark — needs domain/course-code backfill
D,0,University of Louisiana at Lafayette,LA,,,,,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
D,0,Iscte – Instituto Universitário de Lisboa,LX,,,,,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
D,0,Chandler–Gilbert Community College,AZ,,,,,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
D,0,Chipola College,FL,,,,,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
D,0,William Paterson University,NJ,,,,,,0,0,,,,2,0,,NEEDS_REVIEW,thin evidence; human review
D,0,Winona State University,MN,,,,,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
D,0,Rutgers University-Newark,NJ,,,,,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
D,0,Germanna Virginia Community College,VA,,,,,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
D,0,Boston University,MA,,,,,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
D,0,Yale University New,CT,,,,,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
D,0,University of Evansville,IN,,,,,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
D,0,Anderson University SC,SC,,,,,,0,0,,,,1,0,,NEEDS_REVIEW,thin evidence; human review
D,0,Ozarks Technical Community College,MO,,,,,,0,0,,,,0,0,,FAILED,dark — needs domain/course-code backfill
D,0,Naugatuck Valley Community College,CT,,,,,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
D,0,Alma College,MI,,,,,,0,0,,,,0,0,,FAILED,dark — needs domain/course-code backfill
D,0,King’s University College,ON,,,,,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
D,0,Southeast College,SK,,,,,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
D,0,New York University New,NY,,,,,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
D,0,Los Angeles Southwest College,CA,,,,,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
D,0,San Jacinto College,TX,,,,,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
D,0,Rockland Community College,NY,,,,,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
D,0,Penn State Mont Alto,PA,,,,,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
D,0,North Carolina Wilmington,NC,,,,,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
D,0,Valley City State University,ND,,,,,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
D,0,Evangel University,MO,,,,,,0,0,,,,3,0,,NEEDS_REVIEW,thin evidence; human review
D,0,Clark University,MA,,,,,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
D,0,Claremont McKenna College,CA,,,,,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
D,0,Babson College Babson,MA,,,,,,0,0,,,,1,0,,NEEDS_REVIEW,thin evidence; human review
D,0,Francis Marion University,SC,,,,,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
D,0,Howard Community College,MD,,,,,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
D,0,Mid-State Technical College,WI,,,,,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
D,0,"University of Nevada, Reno",NV,,,,,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
D,0,Louisiana State University Alexandria,LA,,,,,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
D,0,Zane State College,OH,,,,,,0,0,,,,9,0,,NEEDS_REVIEW,thin evidence; human review
D,0,Bladen Community College,NC,,,,,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
D,0,Tecnológico de Monterrey,NL,,,,,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
D,0,Laney College,CA,,,,,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
D,0,Southern Utah University Cedar,UT,,,,,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
D,0,Fontbonne University St.,MO,,,,,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
D,0,Universidad de Alcalá,Madrid,,,,,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
D,0,Northwestern Polytechnic,AB,,,,,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
D,0,Ithaca College,NY,,,,,,0,0,,,,2,0,,NEEDS_REVIEW,thin evidence; human review
D,0,Georgia Institute of Tech,GA,,,,,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
D,0,Purdue University W,IN,,,,,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
D,0,Millsaps College,MS,,,,,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
D,0,Indiana U-Purdue U Indy,IN,,,,,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
D,0,Muskegon Community College,MI,,,,,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
D,0,Loyola Marymount Univ Los,CA,,,,,,0,0,,,,9,0,,NEEDS_REVIEW,thin evidence; human review
D,0,Naval Postgraduate School,CA,,,,,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
D,0,Western New Mexico University,NM,,,,,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
D,0,Texas A&M University-Commerce,TX,,,,,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
D,0,Pasadena City College,CA,,,,,,0,0,,,,1,0,,NEEDS_REVIEW,thin evidence; human review
D,0,Maastricht University,NL,,,,,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
D,0,Thompson Rivers University,BC,,,,,,0,0,,,,3,0,,NEEDS_REVIEW,thin evidence; human review
D,0,Miami Dade College,FL,,,,,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
D,0,Universidad Publica de Navarra,NA,,,,,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
D,0,Calif State U - San Marcos San,CA,,,,,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
D,0,Webster University St.,MO,,,,,,0,0,,,,2,0,,NEEDS_REVIEW,thin evidence; human review
D,0,Walla Walla Community College,WA,,,,,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
D,0,Menlo College,CA,,,,,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
D,0,Shorter University,GA,,,,,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
D,0,Metropolitan Community College,NE,,,,,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
D,0,University of Coimbra,PT,,,,,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
